Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200306,01,3,6,Alabama,1864,1864,235346,8,16,943,4,15,917,17,398,55141,1415,1415,182312,3,6,388,2,8,546,9,322,51472
200306,02,4,9,Alaska,146,146,27410,29,58,7290,10,38,3117,23,204,25102,118,118,22970,28,56,7145,10,38,3117,23,204,25102
200306,04,4,8,Arizona,6077,6077,862408,24,48,3607,24,85,7117,77,1157,81987,5174,5174,756205,15,30,2404,22,78,6704,73,1097,77764
200306,05,3,7,Arkansas,888,888,122022,11,22,1227,7,27,1530,15,133,7201,716,716,100119,10,20,1043,2,7,354,11,96,6051
200306,06,4,9,California,13038,13038,2473946,103,206,24538,93,322,32924,203,2537,227210,11718,11718,2229517,88,176,21790,82,285,29966,180,2364,215118
200306,08,4,8,Colorado,3135,3135,527161,23,46,11412,9,33,2742,40,517,37718,2758,2758,460557,20,40,10693,6,24,1763,35,447,33886
200306,09,1,1,Connecticut,823,823,160480,7,14,1326,1,4,290,17,296,14758,713,713,135677,5,10,1156,1,4,290,13,268,13841
200306,10,3,5,Delaware,535,535,59957,0,0,0,0,0,0,1,5,80,499,499,57217,0,0,0,0,0,0,0,0,0
200306,11,3,5,District of Columbia,10,10,1304,0,0,0,0,0,0,21,259,15841,10,10,1304,0,0,0,0,0,0,21,259,15841
200306,12,3,5,Florida,13526,13526,1971557,134,268,20012,134,490,59632,247,3581,253804,12118,12118,1761862,130,260,19583,130,477,57949,216,3201,220640
200306,13,3,5,Georgia,6529,6529,769867,21,42,6117,28,98,2943,41,840,48246,4884,4884,591783,13,26,2053,4,14,1086,23,702,42426
200306,15,4,9,Hawaii,427,427,82618,1,2,198,3,11,928,14,213,18205,289,289,50778,1,2,198,2,8,703,13,201,17037
200306,16,4,8,Idaho,1050,1050,159587,5,10,798,23,91,5472,15,199,8036,889,889,135926,2,4,309,22,88,5335,14,186,7203
200306,17,2,3,Illinois,4543,4543,736772,58,116,11112,63,244,20690,99,1673,164494,3478,3478,561208,31,62,5800,35,140,4601,44,759,77029
200306,18,2,3,Indiana,3138,3138,472526,75,150,13498,15,56,4457,86,1148,57347,2472,2472,386671,50,100,9676,12,47,4112,57,951,48099
200306,19,2,4,Iowa,1368,1368,194479,17,34,2846,9,31,1505,13,153,10240,1170,1170,170203,14,28,2330,8,28,1309,11,126,8711
200306,20,2,4,Kansas,1087,1087,153167,29,58,5234,1,3,298,0,0,0,1002,1002,141526,28,56,5070,1,3,298,0,0,0
200306,21,3,6,Kentucky,1397,1397,165455,12,24,1337,5,17,839,12,119,5346,968,968,122500,11,22,1267,4,14,623,5,70,3152
200306,22,3,7,Louisiana,1547,1547,179913,127,254,16533,51,193,9389,25,279,15198,1224,1224,142751,117,234,15533,40,160,9117,24,274,14900
200306,23,1,1,Maine,673,673,89697,5,10,572,3,10,989,2,12,743,431,431,58514,3,6,305,2,7,710,0,0,0
200306,24,3,5,Maryland,3239,3239,427061,3,6,338,5,15,1043,11,288,17459,3185,3185,418264,2,4,238,5,15,1043,10,283,17309
200306,25,1,1,Massachusetts,1158,1158,218307,55,110,10463,21,69,5943,21,378,24374,642,642,125949,45,90,8636,16,54,4561,12,283,15621
200306,26,2,3,Michigan,4539,4539,645233,31,62,6159,12,44,3892,58,543,37186,3393,3393,502844,22,44,4548,11,41,3772,43,432,30436
