Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201710,01,3,6,Alabama,977,977,201095,2,4,396,3,11,1364,6,134,15256,675,675,136797,0,0,0,0,0,0,0,0,0
201710,02,4,9,Alaska,109,109,31497,1,2,172,1,4,694,2,18,2846,23,23,5946,0,0,0,0,0,0,0,0,0
201710,04,4,8,Arizona,2279,2279,578700,20,40,4097,6,21,3547,59,1366,180565,2029,2029,507059,20,40,4097,6,21,3547,57,1356,179381
201710,05,3,7,Arkansas,653,653,126122,33,66,4875,4,15,1037,14,128,8105,485,485,98935,29,58,4316,2,8,665,10,80,5000
201710,06,4,9,California,5069,5069,1386858,89,178,33304,24,84,17998,156,5004,861103,4346,4346,1183932,80,160,30253,15,54,12388,120,4367,771004
201710,08,4,8,Colorado,2103,2103,625743,7,14,1593,2,6,1268,55,1050,127855,1857,1857,562202,6,12,1269,1,3,718,39,897,116157
201710,09,1,1,Connecticut,220,220,78798,5,10,1591,2,7,901,11,324,34039,173,173,55450,2,4,880,2,7,901,6,296,31977
201710,10,3,5,Delaware,487,487,64186,10,20,2897,2,8,864,3,27,1485,395,395,56627,10,20,2897,2,8,864,1,6,420
201710,11,3,5,District of Columbia,17,17,3931,2,4,434,0,0,0,5,1374,148006,17,17,3931,2,4,434,0,0,0,5,1374,148006
201710,12,3,5,Florida,6981,6981,1797244,40,80,10307,16,58,14860,72,3602,477109,6252,6252,1601927,39,78,10263,15,55,14345,60,3364,436407
201710,13,3,5,Georgia,3311,3311,733703,23,46,4978,3,10,1686,23,918,84168,2783,2783,617167,22,44,4816,2,7,1501,18,836,75378
201710,15,4,9,Hawaii,244,244,84627,1,2,678,1,3,300,15,164,25258,244,244,84627,1,2,678,1,3,300,15,164,25258
201710,16,4,8,Idaho,1083,1083,225495,4,8,1263,22,88,6524,24,255,22643,953,953,203870,3,6,1002,22,88,6524,21,222,19329
201710,17,2,3,Illinois,919,919,265348,19,38,5753,38,133,24062,33,995,176711,699,699,210965,16,32,4993,38,133,24062,25,916,168188
201710,18,2,3,Indiana,1416,1416,364507,24,48,5429,2,7,877,14,164,10487,1217,1217,323784,20,40,4521,2,7,877,7,83,4134
201710,19,2,4,Iowa,1154,1154,250500,8,16,2078,0,0,0,12,258,21504,1099,1099,238584,8,16,2078,0,0,0,11,253,21044
201710,20,2,4,Kansas,452,452,117697,14,28,2843,1,4,595,5,93,9222,299,299,74824,2,4,769,0,0,0,0,0,0
201710,21,3,6,Kentucky,686,686,161519,9,18,1664,6,22,1678,10,122,8417,526,526,132624,7,14,1423,6,22,1678,5,40,1868
201710,22,3,7,Louisiana,1114,1114,241251,3,6,728,1,4,629,4,44,8019,698,698,161188,0,0,0,0,0,0,1,5,963
201710,23,1,1,Maine,315,315,66434,3,6,887,0,0,0,2,20,1845,141,141,35343,2,4,527,0,0,0,0,0,0
201710,24,3,5,Maryland,861,861,205933,11,22,7750,1,3,475,3,32,2877,849,849,202989,11,22,7750,0,0,0,1,10,950
201710,25,1,1,Massachusetts,723,723,229069,39,78,11788,10,33,5781,35,734,108941,446,446,139986,16,32,5592,7,23,4092,18,561,85510
201710,26,2,3,Michigan,1552,1552,400683,14,28,4651,10,36,6750,53,1356,126511,1029,1029,284515,1,2,415,9,32,6432,40,1192,107043
