Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200908,01,3,6,Alabama,779,779,123337,0,0,0,0,0,0,38,436,33085,648,648,101822,0,0,0,0,0,0,34,389,30460
200908,02,4,9,Alaska,58,58,14633,10,20,3764,4,16,1916,0,0,0,45,45,12018,10,20,3764,4,16,1916,0,0,0
200908,04,4,8,Arizona,1196,1196,229076,1,2,210,0,0,0,1,8,788,1058,1058,204213,0,0,0,0,0,0,1,8,788
200908,05,3,7,Arkansas,411,411,64248,11,22,1778,2,6,200,7,94,4047,370,370,58854,10,20,1640,2,6,200,6,89,3869
200908,06,4,9,California,2112,2112,510899,39,78,13658,11,38,6328,30,502,73665,1819,1819,440141,34,68,12281,8,28,5364,19,437,65159
200908,08,4,8,Colorado,741,741,199320,2,4,152,2,6,1044,2,11,1782,670,670,185114,2,4,152,1,3,700,2,11,1782
200908,09,1,1,Connecticut,190,190,45775,2,4,359,2,8,1146,5,33,2860,150,150,31865,1,2,110,2,8,1146,2,18,1896
200908,10,3,5,Delaware,248,248,32616,1,2,253,0,0,0,3,44,2398,196,196,25636,1,2,253,0,0,0,3,44,2398
200908,11,3,5,District of Columbia,3,3,435,0,0,0,0,0,0,1,15,1250,3,3,435,0,0,0,0,0,0,1,15,1250
200908,12,3,5,Florida,2484,2484,558297,13,26,2849,9,33,6815,20,259,25432,2082,2082,484704,11,22,2475,8,30,6630,13,206,20296
200908,13,3,5,Georgia,1302,1302,227298,3,6,830,3,11,1446,18,490,20886,1108,1108,197272,1,2,524,2,8,1310,16,475,19877
200908,15,4,9,Hawaii,205,205,59461,4,8,720,3,12,970,1,10,965,132,132,34111,4,8,720,3,12,970,0,0,0
200908,16,4,8,Idaho,551,551,94540,2,4,432,1,3,175,5,65,4819,476,476,81653,0,0,0,0,0,0,5,65,4819
200908,17,2,3,Illinois,767,767,159995,25,50,6479,3,9,1005,11,180,13746,552,552,117450,24,48,6242,3,9,1005,8,162,12435
200908,18,2,3,Indiana,1037,1037,190826,8,16,1388,9,30,1622,8,85,6941,916,916,171406,7,14,1202,8,27,1622,5,61,5709
200908,19,2,4,Iowa,566,566,101738,5,10,1617,3,12,1164,1,5,303,512,512,90771,4,8,655,3,12,1164,1,5,303
200908,20,2,4,Kansas,311,311,59641,11,22,2053,6,22,1635,22,278,18291,242,242,47846,9,18,1529,6,22,1635,21,273,17906
200908,21,3,6,Kentucky,623,623,91526,5,10,672,11,44,2650,30,306,12305,563,563,81723,4,8,572,11,44,2650,28,296,11900
200908,22,3,7,Louisiana,1114,1114,186595,18,36,2291,0,0,0,2,12,1257,1020,1020,172860,18,36,2291,0,0,0,1,5,915
200908,23,1,1,Maine,209,209,32866,2,4,608,1,3,366,1,5,219,110,110,18277,0,0,0,1,3,366,0,0,0
200908,24,3,5,Maryland,669,669,122970,0,0,0,0,0,0,6,100,10472,465,465,77848,0,0,0,0,0,0,1,27,2200
200908,25,1,1,Massachusetts,388,388,94916,12,24,2752,5,15,2297,10,252,33811,247,247,65273,9,18,1876,4,12,1531,3,211,29905
200908,26,2,3,Michigan,810,810,136147,1,2,281,0,0,0,2,10,973,538,538,95735,0,0,0,0,0,0,0,0,0
200908,27,2,4,Minnesota,712,712,146180,2,4,559,1,3,485,16,94,7644,558,558,118350,2,4,559,1,3,485,4,34,2444
