Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201107,01,3,6,Alabama,791,791,134679,2,4,419,0,0,0,4,56,4301,636,636,107513,1,2,153,0,0,0,0,0,0
201107,02,4,9,Alaska,82,82,18398,0,0,0,0,0,0,5,30,5349,67,67,15002,0,0,0,0,0,0,5,30,5349
201107,04,4,8,Arizona,876,876,192911,2,4,436,0,0,0,22,610,26087,798,798,178525,1,2,203,0,0,0,20,600,25126
201107,05,3,7,Arkansas,270,270,50151,11,22,1267,6,24,2510,30,346,29803,232,232,41124,11,22,1267,6,24,2510,28,332,29002
201107,06,4,9,California,1600,1600,424474,19,38,7556,15,53,9445,77,857,109121,1276,1276,347491,18,36,7373,14,50,9170,55,707,93043
201107,08,4,8,Colorado,961,961,258284,9,18,2680,2,7,1157,15,546,47781,868,868,236173,9,18,2680,2,7,1157,13,533,46997
201107,09,1,1,Connecticut,159,159,42027,1,2,154,0,0,0,12,115,8833,111,111,27042,1,2,154,0,0,0,10,105,8345
201107,10,3,5,Delaware,196,196,23584,6,12,680,0,0,0,4,38,3679,145,145,17033,6,12,680,0,0,0,2,28,3284
201107,11,3,5,District of Columbia,3,3,989,0,0,0,0,0,0,1,16,2005,3,3,989,0,0,0,0,0,0,1,16,2005
201107,12,3,5,Florida,2904,2904,699346,26,52,3961,26,91,8101,63,1102,101668,2647,2647,623752,25,50,3753,5,18,2408,47,980,90096
201107,13,3,5,Georgia,1036,1036,190249,1,2,548,1,4,285,16,186,13823,779,779,147279,1,2,548,1,4,285,10,107,7802
201107,15,4,9,Hawaii,124,124,43908,0,0,0,0,0,0,6,54,3343,64,64,25288,0,0,0,0,0,0,2,16,1101
201107,16,4,8,Idaho,340,340,68093,0,0,0,3,11,626,3,83,10339,311,311,63328,0,0,0,2,8,410,1,53,7000
201107,17,2,3,Illinois,626,626,144058,7,14,1934,13,47,4821,14,138,11445,438,438,102885,4,8,1171,12,44,4626,5,84,7275
201107,18,2,3,Indiana,829,829,148343,19,38,3013,4,15,1348,27,280,18588,715,715,129141,13,26,2225,3,12,1348,24,265,17763
201107,19,2,4,Iowa,466,466,89709,8,16,1449,4,15,1136,4,62,3543,398,398,74449,5,10,676,3,12,836,3,53,3140
201107,20,2,4,Kansas,327,327,69287,8,16,1246,3,12,400,24,360,24590,273,273,53591,7,14,966,3,12,400,24,360,24590
201107,21,3,6,Kentucky,355,355,59283,7,14,955,3,12,985,5,85,6283,283,283,47159,5,10,760,3,12,985,2,70,5516
201107,22,3,7,Louisiana,762,762,129007,8,16,1377,1,3,244,8,72,5547,396,396,74153,0,0,0,0,0,0,0,0,0
201107,23,1,1,Maine,229,229,38874,2,4,289,0,0,0,1,5,219,162,162,27389,1,2,150,0,0,0,0,0,0
201107,24,3,5,Maryland,728,728,134369,23,46,4351,0,0,0,7,318,34215,553,553,100319,23,46,4351,0,0,0,3,248,26820
201107,25,1,1,Massachusetts,382,382,114692,8,16,1984,3,10,980,8,41,3986,272,272,92077,3,6,840,2,7,670,1,5,981
201107,26,2,3,Michigan,685,685,129884,1,2,180,4,16,1782,19,166,14013,452,452,91292,0,0,0,3,12,1464,14,141,12295
201107,27,2,4,Minnesota,643,643,141652,4,8,824,6,23,2471,7,191,17658,542,542,124059,2,4,404,5,20,2228,6,186,17084
