Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201010,01,3,6,Alabama,561,561,98867,11,22,3014,2,6,747,12,217,10747,425,425,74131,11,22,3014,1,3,432,9,194,9348
201010,02,4,9,Alaska,49,49,10770,2,4,538,0,0,0,0,0,0,36,36,7960,2,4,538,0,0,0,0,0,0
201010,04,4,8,Arizona,730,730,141884,1,2,356,8,29,4075,14,94,11798,617,617,122072,1,2,356,8,29,4075,8,44,5810
201010,05,3,7,Arkansas,275,275,48291,21,42,4248,0,0,0,5,43,2843,227,227,39026,19,38,3868,0,0,0,2,16,800
201010,06,4,9,California,1542,1542,405323,24,48,8044,31,113,16455,146,1327,150171,1187,1187,319635,22,44,7068,28,103,15123,133,1259,138967
201010,08,4,8,Colorado,637,637,168809,1,2,494,3,9,921,6,115,8356,557,557,149850,1,2,494,2,6,577,3,100,7514
201010,09,1,1,Connecticut,256,256,58740,4,8,804,2,6,641,4,23,1137,208,208,44386,3,6,633,1,3,260,0,0,0
201010,10,3,5,Delaware,165,165,22178,5,10,857,1,4,632,4,29,1807,98,98,14788,5,10,857,1,4,632,2,19,1413
201010,11,3,5,District of Columbia,11,11,1909,0,0,0,0,0,0,0,0,0,11,11,1909,0,0,0,0,0,0,0,0,0
201010,12,3,5,Florida,2047,2047,477523,5,10,903,11,41,4092,26,532,44361,1802,1802,432421,4,8,695,10,38,3619,19,479,36679
201010,13,3,5,Georgia,892,892,153035,2,4,747,0,0,0,3,32,2106,716,716,124643,1,2,490,0,0,0,1,8,518
201010,15,4,9,Hawaii,174,174,58431,0,0,0,0,0,0,0,0,0,174,174,58431,0,0,0,0,0,0,0,0,0
201010,16,4,8,Idaho,280,280,56844,2,4,528,2,8,414,0,0,0,221,221,47919,1,2,200,2,8,414,0,0,0
201010,17,2,3,Illinois,630,630,146529,22,44,5040,7,23,3067,22,559,61099,460,460,112268,20,40,4628,6,20,2755,16,480,53776
201010,18,2,3,Indiana,794,794,149973,10,20,2626,23,90,7441,7,140,11898,684,684,132049,8,16,2259,22,87,7441,6,135,11452
201010,19,2,4,Iowa,578,578,97812,8,16,1470,1,4,225,5,70,6403,508,508,86149,6,12,1000,1,4,225,3,44,4546
201010,20,2,4,Kansas,283,283,57110,20,40,3313,2,6,653,0,0,0,227,227,45461,7,14,872,0,0,0,0,0,0
201010,21,3,6,Kentucky,343,343,59987,7,14,1349,3,10,470,14,367,43166,300,300,53406,6,12,1220,3,10,470,13,362,42998
201010,22,3,7,Louisiana,903,903,144358,22,44,4190,2,6,392,3,24,1480,645,645,105679,18,36,3543,0,0,0,0,0,0
201010,23,1,1,Maine,228,228,39450,1,2,128,2,7,490,2,11,688,99,99,19608,0,0,0,2,7,490,0,0,0
201010,24,3,5,Maryland,524,524,90738,11,22,2259,0,0,0,9,130,51292,387,387,64723,11,22,2259,0,0,0,6,80,32160
201010,25,1,1,Massachusetts,388,388,97086,6,12,1282,4,14,1906,16,200,21088,257,257,69457,3,6,748,3,11,1611,3,71,9492
201010,26,2,3,Michigan,748,748,142997,6,12,1702,6,21,1905,9,61,5015,544,544,112429,6,12,1702,5,18,1635,6,45,3939
201010,27,2,4,Minnesota,557,557,119735,2,4,390,8,32,4252,28,654,56154,441,441,99026,1,2,171,8,32,4252,15,588,52015
