Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200204,01,3,6,Alabama,1779,1779,208283,21,42,1949,4,15,1045,28,256,10606,1111,1111,137746,20,40,1813,4,15,1045,14,122,5713
200204,02,4,9,Alaska,135,135,26275,16,32,4403,0,0,0,4,22,2348,106,106,21798,15,30,4258,0,0,0,4,22,2348
200204,04,4,8,Arizona,5137,5137,729831,31,62,4690,13,47,3785,37,606,48691,5069,5069,723703,27,54,4283,11,40,3476,36,601,48535
200204,05,3,7,Arkansas,790,790,101273,7,14,873,5,19,659,26,270,12078,677,677,88702,6,12,730,5,19,659,24,251,11468
200204,06,4,9,California,10791,10791,2052209,57,114,15267,61,198,19835,120,2382,206229,9449,9449,1818303,48,96,13530,51,165,16708,95,2151,189710
200204,08,4,8,Colorado,3432,3432,502817,68,136,10755,13,47,4945,90,1224,94014,2781,2781,401234,66,132,10179,12,43,4649,82,1117,88098
200204,09,1,1,Connecticut,867,867,153486,16,32,1991,1,4,365,8,208,21544,709,709,113526,15,30,1626,1,4,365,5,189,20675
200204,10,3,5,Delaware,552,552,59957,1,2,138,0,0,0,3,16,986,393,393,46284,1,2,138,0,0,0,0,0,0
200204,11,3,5,District of Columbia,19,19,2399,4,8,553,0,0,0,0,0,0,19,19,2399,4,8,553,0,0,0,0,0,0
200204,12,3,5,Florida,10000,10000,1323702,131,262,21398,56,219,21970,199,3470,216116,8145,8145,1088023,124,248,20392,49,195,20094,180,3205,199899
200204,13,3,5,Georgia,7041,7041,800122,31,62,3064,18,56,1557,91,2011,106548,6118,6118,707317,28,56,2768,4,13,543,73,1899,101135
200204,15,4,9,Hawaii,372,372,68994,0,0,0,2,8,1152,4,129,21950,372,372,68994,0,0,0,2,8,1152,4,129,21950
200204,16,4,8,Idaho,970,970,140423,15,30,2145,5,20,1325,15,161,6737,663,663,99702,13,26,1882,4,16,1141,12,146,5855
200204,17,2,3,Illinois,4552,4552,689363,118,236,22570,52,179,12655,60,846,53721,3707,3707,570635,82,164,16834,12,46,3046,25,309,21606
200204,18,2,3,Indiana,3120,3120,454303,63,126,10066,7,27,1967,62,751,36213,2594,2594,392623,52,104,8665,5,20,1399,47,673,31008
200204,19,2,4,Iowa,1035,1035,133950,28,56,4307,7,26,2292,31,361,16095,897,897,115048,28,56,4307,7,26,2292,30,354,15781
200204,20,2,4,Kansas,819,819,121705,76,152,10933,3,10,653,3,20,992,676,676,103327,57,114,7961,2,7,534,0,0,0
200204,21,3,6,Kentucky,1582,1582,175211,15,30,1089,13,47,2558,14,185,7627,1272,1272,150573,5,10,409,12,43,2282,10,165,6643
200204,22,3,7,Louisiana,1310,1310,152085,13,26,1124,1,3,200,11,86,2480,1016,1016,118662,12,24,956,0,0,0,10,79,2120
200204,23,1,1,Maine,563,563,75198,9,18,1391,2,6,627,3,45,2868,338,338,46841,9,18,1391,0,0,0,2,40,2650
200204,24,3,5,Maryland,2193,2193,283122,4,8,645,0,0,0,16,332,21484,2119,2119,273973,0,0,0,0,0,0,14,306,20362
200204,25,1,1,Massachusetts,1204,1204,216086,35,70,6258,7,22,1869,12,117,8355,742,742,140162,27,54,5151,5,16,1115,3,16,1051
200204,26,2,3,Michigan,4016,4016,562098,70,140,15605,42,137,10208,34,452,31127,2880,2880,425809,61,122,13750,26,88,8013,24,394,27147
