Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200601,01,3,6,Alabama,2227,2227,341629,11,22,1174,0,0,0,14,236,19504,1859,1859,300955,11,22,1174,0,0,0,8,130,13059
200601,02,4,9,Alaska,68,68,13629,5,10,1540,5,16,1542,0,0,0,47,47,10024,5,10,1540,5,16,1542,0,0,0
200601,04,4,8,Arizona,5502,5502,955535,38,76,6047,75,236,22318,85,1113,92577,5196,5196,913846,31,62,4970,71,223,21496,80,1055,87616
200601,05,3,7,Arkansas,936,936,132886,63,126,15771,4,12,686,19,305,16402,752,752,111726,54,108,14272,2,6,340,10,220,12084
200601,06,4,9,California,8874,8874,1873413,96,192,22458,66,235,31743,155,2470,321006,7307,7307,1572996,86,172,20047,49,174,25626,111,2098,283297
200601,08,4,8,Colorado,2719,2719,561594,59,118,5798,9,31,3026,12,282,30545,2516,2516,524874,49,98,5359,8,28,2682,11,277,30178
200601,09,1,1,Connecticut,447,447,96624,4,8,610,0,0,0,14,90,5848,355,355,73953,4,8,610,0,0,0,0,0,0
200601,10,3,5,Delaware,560,560,67856,0,0,0,0,0,0,2,17,358,50,50,5344,0,0,0,0,0,0,0,0,0
200601,11,3,5,District of Columbia,2,2,250,0,0,0,0,0,0,7,616,22508,2,2,250,0,0,0,0,0,0,7,616,22508
200601,12,3,5,Florida,16079,16079,2975837,51,102,11027,67,246,29204,283,4640,544174,13993,13993,2637221,42,84,8208,56,204,24975,234,3853,450699
200601,13,3,5,Georgia,6586,6586,993416,17,34,2432,34,133,10250,91,1850,150827,5635,5635,872892,8,16,1238,31,122,9650,68,1635,135929
200601,15,4,9,Hawaii,460,460,100954,0,0,0,0,0,0,0,0,3000,432,432,93295,0,0,0,0,0,0,0,0,3000
200601,16,4,8,Idaho,1194,1194,202233,9,18,1813,13,51,2758,2,12,690,983,983,167772,8,16,1650,7,28,1642,2,12,690
200601,17,2,3,Illinois,2621,2621,518431,102,204,20963,74,252,17793,73,1784,131282,2215,2215,442784,87,174,18111,70,239,16673,56,1642,120628
200601,18,2,3,Indiana,1658,1658,305873,40,80,7163,18,67,4935,38,363,20859,1467,1467,277105,31,62,5809,15,58,4260,33,313,18402
200601,19,2,4,Iowa,581,581,91798,8,16,1302,2,7,569,11,182,19297,482,482,78557,8,16,1302,2,7,569,10,167,18479
200601,20,2,4,Kansas,746,746,122604,8,16,1812,2,7,693,8,53,3221,668,668,111620,5,10,1197,0,0,0,7,48,3036
200601,21,3,6,Kentucky,943,943,144071,8,16,1073,8,29,2254,11,133,6581,573,573,90246,7,14,942,6,22,1777,3,38,2668
200601,22,3,7,Louisiana,1449,1449,159126,21,42,1603,4,14,672,6,53,3121,828,828,93893,15,30,1140,2,8,404,0,0,0
200601,23,1,1,Maine,396,396,63597,3,6,473,1,3,261,3,17,1059,183,183,32505,1,2,270,0,0,0,0,0,0
200601,24,3,5,Maryland,1522,1522,219092,3,6,463,1,4,291,9,114,10595,1441,1441,209414,3,6,463,0,0,0,2,24,2825
200601,25,1,1,Massachusetts,904,904,188849,38,76,6587,10,33,3081,30,438,36440,635,635,138919,27,54,4488,8,27,2591,17,319,25608
200601,26,2,3,Michigan,1660,1660,263280,14,28,2940,8,27,3559,21,223,19090,1115,1115,190352,9,18,2008,2,7,1756,6,93,10366
