Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200108,01,3,6,Alabama,1568,1568,174552,10,20,897,7,27,1177,26,328,10887,1213,1213,140792,10,20,897,7,27,1177,22,307,9908
200108,02,4,9,Alaska,166,166,25350,29,58,5731,1,3,259,16,122,8866,122,122,18832,27,54,5394,1,3,259,14,112,7808
200108,04,4,8,Arizona,4565,4565,614388,25,50,4594,20,73,5226,32,468,32933,3855,3855,538795,21,42,4214,18,66,4887,31,463,32777
200108,05,3,7,Arkansas,741,741,91163,6,12,669,5,20,826,39,325,11246,661,661,83225,5,10,590,5,20,826,39,325,11246
200108,06,4,9,California,9521,9521,1734199,71,142,16315,81,262,23350,247,3667,316246,8024,8024,1479164,61,122,14524,67,217,19933,225,3436,300798
200108,08,4,8,Colorado,3400,3400,520096,32,64,7816,32,117,8669,84,1622,105658,2923,2923,432693,29,58,6553,29,108,7422,69,1436,82224
200108,09,1,1,Connecticut,930,930,137139,14,28,2266,7,24,1891,12,121,8658,799,799,111525,10,20,1563,7,24,1891,9,106,8190
200108,10,3,5,Delaware,404,404,42705,0,0,0,0,0,0,5,55,2038,247,247,29378,0,0,0,0,0,0,0,0,0
200108,11,3,5,District of Columbia,1,1,50,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0
200108,12,3,5,Florida,10894,10894,1466580,103,206,14262,67,254,25505,232,4762,285939,10019,10019,1349760,100,200,14005,65,247,25061,218,4599,274404
200108,13,3,5,Georgia,6275,6275,709938,35,70,3242,21,81,3000,59,1607,84038,5472,5472,629910,33,66,3115,11,41,2330,43,1487,79889
200108,15,4,9,Hawaii,333,333,60402,0,0,0,1,3,216,5,112,8098,201,201,38775,0,0,0,0,0,0,4,102,7499
200108,16,4,8,Idaho,894,894,129469,19,38,2256,1,4,261,11,106,5100,789,789,118193,16,32,1884,1,4,261,9,96,4648
200108,17,2,3,Illinois,3854,3854,578964,54,108,8351,33,115,8686,80,1273,86396,3149,3149,477972,39,78,6232,25,89,7124,65,1136,78418
200108,18,2,3,Indiana,3020,3020,427204,64,128,9450,7,25,1802,24,188,6779,2494,2494,366568,57,114,8558,4,16,1400,21,171,5943
200108,19,2,4,Iowa,766,766,106809,29,58,6240,14,53,3484,12,104,6503,593,593,81289,26,52,5785,13,50,3148,5,48,3972
200108,20,2,4,Kansas,982,982,135373,41,82,5664,13,45,2846,23,158,7487,888,888,123636,31,62,4814,13,45,2846,13,108,4987
200108,21,3,6,Kentucky,1352,1352,142730,18,36,1758,25,77,2380,29,378,19341,919,919,108002,11,22,1163,3,11,420,23,336,17444
200108,22,3,7,Louisiana,1286,1286,135645,18,36,1639,13,51,1412,1,10,516,952,952,99509,4,8,255,2,8,292,0,0,0
200108,23,1,1,Maine,550,550,67385,5,10,895,4,14,1215,2,40,2327,275,275,34376,4,8,800,3,11,815,1,35,2109
200108,24,3,5,Maryland,2236,2236,271520,1,2,175,1,4,300,17,225,13589,2179,2179,264915,1,2,175,1,4,300,17,225,13589
200108,25,1,1,Massachusetts,1336,1336,245994,35,70,5449,10,36,2307,13,186,15789,849,849,167858,20,40,3232,6,23,1230,9,166,14263
200108,26,2,3,Michigan,4051,4051,552015,18,36,3768,21,78,7443,31,294,17288,2991,2991,422697,9,18,2143,18,69,6659,13,178,10516
