Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201208,01,3,6,Alabama,776,776,139031,2,4,160,1,4,160,20,389,27082,560,560,118049,2,4,160,1,4,160,17,372,26488
201208,02,4,9,Alaska,69,69,18970,0,0,0,0,0,0,1,15,350,53,53,15540,0,0,0,0,0,0,1,15,350
201208,04,4,8,Arizona,1460,1460,338695,5,10,1068,15,47,4797,21,682,87047,1182,1182,281484,3,6,891,5,17,2890,15,535,75195
201208,05,3,7,Arkansas,432,432,78094,24,48,3948,0,0,0,24,432,17455,424,424,77043,24,48,3948,0,0,0,24,432,17455
201208,06,4,9,California,2583,2583,738665,32,64,12771,35,130,23664,83,2290,474983,2155,2155,610987,29,58,11795,31,117,21122,62,2041,449123
201208,08,4,8,Colorado,1436,1436,410606,4,8,1521,0,0,0,28,1259,100257,1358,1358,391557,4,8,1521,0,0,0,24,1221,97426
201208,09,1,1,Connecticut,205,205,53208,4,8,1608,1,3,538,29,395,36417,165,165,37953,3,6,1335,0,0,0,21,338,32358
201208,10,3,5,Delaware,237,237,30422,6,12,1265,3,11,1647,10,69,6035,171,171,21603,5,10,1098,3,11,1647,8,49,4932
201208,11,3,5,District of Columbia,26,26,4011,0,0,0,0,0,0,2,486,35224,26,26,4011,0,0,0,0,0,0,2,486,35224
201208,12,3,5,Florida,3972,3972,1025759,23,46,4341,10,37,5829,108,2080,218438,3583,3583,913962,12,24,2795,8,31,4950,84,1830,194952
201208,13,3,5,Georgia,1688,1688,316292,1,2,150,7,26,2749,25,230,19130,1391,1391,266391,0,0,0,6,23,2613,14,124,12048
201208,15,4,9,Hawaii,164,164,49015,0,0,0,0,0,0,1,15,4948,92,92,28197,0,0,0,0,0,0,0,0,0
201208,16,4,8,Idaho,615,615,124473,2,4,318,10,38,2407,6,108,6313,571,571,114816,1,2,120,9,35,2197,5,84,4450
201208,17,2,3,Illinois,1012,1012,218718,9,18,2261,9,29,4804,12,422,70090,851,851,183706,7,14,1739,6,19,3658,8,394,67495
201208,18,2,3,Indiana,1031,1031,221282,36,72,4877,5,19,2216,14,198,12746,900,900,199377,34,68,4646,4,15,1730,13,193,12309
201208,19,2,4,Iowa,787,787,148466,5,10,972,3,10,755,31,349,44833,655,655,126080,4,8,800,2,7,614,18,284,36425
201208,20,2,4,Kansas,361,361,80951,12,24,3074,2,6,598,8,176,13454,256,256,56583,11,22,2914,0,0,0,6,138,10255
201208,21,3,6,Kentucky,450,450,78807,12,24,1909,6,22,2544,26,361,20032,284,284,55072,1,2,90,5,19,2131,22,316,17640
201208,22,3,7,Louisiana,1003,1003,177314,21,42,3498,1,4,661,9,98,7129,517,517,97199,0,0,0,0,0,0,0,0,0
201208,23,1,1,Maine,243,243,45895,0,0,0,1,4,540,2,11,481,127,127,26333,0,0,0,1,4,540,0,0,0
201208,24,3,5,Maryland,789,789,159041,5,10,1167,1,3,277,10,494,62176,625,625,123181,0,0,0,0,0,0,6,288,43886
201208,25,1,1,Massachusetts,493,493,150761,12,24,2958,5,16,2530,26,543,109274,385,385,121854,9,18,2407,4,13,2220,11,437,99617
201208,26,2,3,Michigan,1092,1092,221595,4,8,706,2,7,664,8,92,5665,706,706,153838,3,6,506,1,4,426,4,46,2680
201208,27,2,4,Minnesota,930,930,222631,2,4,254,8,27,3435,9,240,22174,771,771,193856,1,2,35,8,27,3435,5,201,18193
