Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201407,01,3,6,Alabama,825,825,173694,9,18,1681,6,18,3750,8,242,18745,667,667,137382,9,18,1681,6,18,3750,3,179,12324
201407,02,4,9,Alaska,95,95,24026,1,2,322,1,3,546,2,30,3431,33,33,6581,0,0,0,0,0,0,2,30,3431
201407,04,4,8,Arizona,1569,1569,398169,1,2,98,0,0,0,16,753,89153,1309,1309,340853,0,0,0,0,0,0,10,669,79254
201407,05,3,7,Arkansas,395,395,80441,4,8,447,0,0,0,1,5,222,387,387,79318,4,8,447,0,0,0,0,0,0
201407,06,4,9,California,3397,3397,1012840,59,118,26036,31,102,20788,160,3730,631365,2948,2948,884878,52,104,23324,24,78,17327,109,3104,548510
201407,08,4,8,Colorado,1671,1671,531184,23,46,7238,2,8,2156,34,1255,127615,1505,1505,485005,21,42,6589,2,8,2156,29,1187,122358
201407,09,1,1,Connecticut,227,227,69582,4,8,1175,0,0,0,7,92,9437,181,181,50598,4,8,1175,0,0,0,4,64,7791
201407,10,3,5,Delaware,346,346,41951,2,4,389,2,8,714,5,57,5751,259,259,33850,2,4,389,2,8,714,2,14,1614
201407,11,3,5,District of Columbia,6,6,1294,1,2,222,1,4,431,6,910,73987,6,6,1294,1,2,222,1,4,431,6,910,73987
201407,12,3,5,Florida,5422,5422,1478399,26,52,30049,53,201,32963,85,2126,219716,4621,4621,1273105,22,44,28928,45,172,28908,65,1728,177395
201407,13,3,5,Georgia,2438,2438,461613,3,6,504,6,20,2888,26,1008,122630,2165,2165,416146,1,2,222,5,17,2752,23,983,121042
201407,15,4,9,Hawaii,265,265,87189,7,14,8553,0,0,0,0,0,0,249,249,78531,7,14,8553,0,0,0,0,0,0
201407,16,4,8,Idaho,598,598,130300,3,6,590,1,4,369,8,106,11671,563,563,122643,1,2,107,1,4,369,3,40,3007
201407,17,2,3,Illinois,994,994,254988,33,66,8237,19,68,10146,36,1199,175899,834,834,218874,27,54,6709,19,68,10146,28,1142,170358
201407,18,2,3,Indiana,1218,1218,284784,18,36,3444,5,20,1117,69,799,56229,1016,1016,247963,8,16,1905,4,16,841,57,698,49132
201407,19,2,4,Iowa,705,705,159124,69,138,10843,3,12,1248,7,99,10709,512,512,119214,64,128,10068,2,8,969,2,48,5420
201407,20,2,4,Kansas,386,386,94564,16,32,2833,0,0,0,3,32,2056,229,229,56441,5,10,680,0,0,0,1,10,900
201407,21,3,6,Kentucky,580,580,104355,14,28,2115,5,20,1408,12,165,8341,356,356,63505,12,24,1578,3,12,620,3,21,1921
201407,22,3,7,Louisiana,1127,1127,227032,13,26,3440,1,3,472,3,43,2893,719,719,153680,13,26,3440,0,0,0,0,0,0
201407,23,1,1,Maine,271,271,54475,8,16,1375,2,7,900,4,46,4610,135,135,28110,7,14,1215,2,7,900,0,0,0
201407,24,3,5,Maryland,1058,1058,225373,17,34,2755,3,11,1469,47,795,112711,1027,1027,220304,16,32,2400,2,7,945,45,653,100963
201407,25,1,1,Massachusetts,609,609,172370,12,24,2866,4,12,1436,23,601,111527,433,433,125894,8,16,1813,2,6,528,6,298,64908
201407,26,2,3,Michigan,1359,1359,316059,7,14,2132,16,56,4998,33,561,49350,1059,1059,256944,4,8,1506,13,46,4404,28,529,46804
