Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200101,01,3,6,Alabama,1242,1242,138061,4,8,482,0,0,0,24,408,23835,869,869,100290,4,8,482,0,0,0,20,382,23083
200101,02,4,9,Alaska,78,78,13467,25,50,5985,0,0,0,0,0,0,59,59,10778,23,46,5544,0,0,0,0,0,0
200101,04,4,8,Arizona,3591,3591,468889,6,12,1021,17,63,4429,13,179,11315,2871,2871,387619,4,8,839,14,52,3884,7,113,7616
200101,05,3,7,Arkansas,493,493,56733,6,12,808,14,42,4279,1,6,280,420,420,50634,6,12,808,14,42,4279,1,6,280
200101,06,4,9,California,9075,9075,1610232,56,112,13175,49,160,16864,173,4872,329857,8432,8432,1492042,51,102,12098,44,144,15156,150,4524,304454
200101,08,4,8,Colorado,2745,2745,392459,47,94,7729,9,34,3430,71,908,56759,2363,2363,343775,40,80,6799,8,30,3166,62,800,49361
200101,09,1,1,Connecticut,483,483,84244,1,2,63,1,3,224,10,358,27312,424,424,72084,1,2,63,1,3,224,8,345,26883
200101,10,3,5,Delaware,361,361,38347,0,0,0,0,0,0,2,22,552,179,179,23357,0,0,0,0,0,0,0,0,0
200101,11,3,5,District of Columbia,8,8,933,0,0,0,0,0,0,3,99,5157,8,8,933,0,0,0,0,0,0,3,99,5157
200101,12,3,5,Florida,8891,8891,1117856,80,160,9720,33,127,12095,228,3309,269617,7683,7683,982798,65,130,7090,20,80,7182,193,2875,240138
200101,13,3,5,Georgia,5724,5724,640488,31,62,2748,39,142,7094,76,1744,89919,5247,5247,591209,30,60,2701,29,112,6591,61,1639,84013
200101,15,4,9,Hawaii,309,309,48840,1,2,200,0,0,0,0,0,0,309,309,48840,1,2,200,0,0,0,0,0,0
200101,16,4,8,Idaho,572,572,73269,11,22,1400,2,8,358,4,88,4329,554,554,71328,11,22,1400,2,8,358,4,88,4329
200101,17,2,3,Illinois,2093,2093,328155,22,44,5377,33,114,7992,44,1003,56629,1806,1806,287699,18,36,4891,31,108,7678,37,960,54239
200101,18,2,3,Indiana,1697,1697,229529,22,44,3679,8,32,2342,20,244,12107,1485,1485,207504,20,40,3503,8,32,2342,19,237,11840
200101,19,2,4,Iowa,396,396,57710,6,12,1238,4,15,939,9,81,3847,327,327,48755,6,12,1238,3,12,708,8,76,3560
200101,20,2,4,Kansas,577,577,86446,25,50,4236,0,0,0,53,493,17276,551,551,82010,25,50,4236,0,0,0,53,493,17276
200101,21,3,6,Kentucky,908,908,94748,10,20,1252,8,30,1221,7,44,2300,602,602,67937,9,18,1134,7,27,996,1,5,260
200101,22,3,7,Louisiana,942,942,104458,8,16,779,1,3,482,44,393,20339,743,743,80676,7,14,710,0,0,0,33,332,17639
200101,23,1,1,Maine,222,222,28276,2,4,330,2,7,590,1,5,219,139,139,19213,1,2,210,2,7,590,0,0,0
200101,24,3,5,Maryland,1609,1609,188383,1,2,90,3,12,1134,13,222,10452,1555,1555,182241,1,2,90,3,12,1134,12,201,10005
200101,25,1,1,Massachusetts,802,802,147741,12,24,2114,2,6,550,27,264,37180,586,586,115794,6,12,1215,1,3,300,22,232,34392
200101,26,2,3,Michigan,1902,1902,273928,15,30,2523,14,48,3806,30,304,15725,1400,1400,212537,10,20,1632,11,39,3152,20,241,12951
200101,27,2,4,Minnesota,1184,1184,185564,11,22,2556,3,10,1141,12,178,12037,989,989,161929,7,14,1713,1,4,572,9,155,10794
