Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200102,01,3,6,Alabama,1242,1242,138312,8,16,1139,1,3,123,11,315,14603,935,935,108554,8,16,1139,0,0,0,7,292,13839
200102,02,4,9,Alaska,100,100,18999,26,52,5284,4,16,1970,0,0,0,88,88,17396,25,50,5139,4,16,1970,0,0,0
200102,04,4,8,Arizona,3848,3848,510023,28,56,4060,30,116,9360,108,1400,84159,3251,3251,444189,26,52,3862,29,113,9195,96,1329,80747
200102,05,3,7,Arkansas,551,551,67703,7,14,978,2,8,478,2,23,946,514,514,64306,6,12,899,2,8,478,1,15,668
200102,06,4,9,California,7318,7318,1331136,33,66,6510,65,217,20775,96,1398,117653,6506,6506,1199152,28,56,5701,59,198,18733,77,1190,103479
200102,08,4,8,Colorado,2814,2814,393687,19,38,3271,8,26,2517,65,939,99684,2243,2243,314439,13,26,1480,5,16,1289,51,793,90353
200102,09,1,1,Connecticut,376,376,66362,3,6,467,1,3,224,6,297,20908,320,320,54458,2,4,367,1,3,224,3,256,19393
200102,10,3,5,Delaware,380,380,37736,0,0,0,0,0,0,2,18,441,201,201,22967,0,0,0,0,0,0,0,0,0
200102,11,3,5,District of Columbia,11,11,1283,2,4,245,1,3,191,1,14,729,11,11,1283,2,4,245,1,3,191,1,14,729
200102,12,3,5,Florida,8319,8319,1076528,100,200,14815,81,313,30619,160,2319,202457,7764,7764,1019241,94,188,14154,78,302,30029,149,2212,196910
200102,13,3,5,Georgia,5777,5777,640774,29,58,3086,10,38,1534,66,1868,104886,5265,5265,589313,28,56,2997,8,32,1163,51,1779,100646
200102,15,4,9,Hawaii,329,329,57715,11,22,8785,9,29,10839,4,23,1822,329,329,57715,11,22,8785,9,29,10839,4,23,1822
200102,16,4,8,Idaho,582,582,77008,3,6,361,0,0,0,8,120,6113,500,500,67040,3,6,361,0,0,0,8,120,6113
200102,17,2,3,Illinois,2263,2263,346854,21,42,3334,35,114,8527,22,578,35301,1915,1915,300200,16,32,2390,32,105,8015,15,536,31637
200102,18,2,3,Indiana,2028,2028,282859,44,88,6278,6,23,1452,23,306,17119,1854,1854,264494,32,64,5185,6,23,1452,21,296,16521
200102,19,2,4,Iowa,300,300,39021,4,8,837,6,24,1616,25,304,15623,227,227,29011,4,8,837,6,24,1616,23,294,15118
200102,20,2,4,Kansas,503,503,70760,45,90,7318,2,6,576,18,782,32631,445,445,63566,44,88,7190,2,6,576,18,782,32631
200102,21,3,6,Kentucky,1119,1119,123139,9,18,877,10,39,3263,5,30,1326,841,841,98078,7,14,710,10,39,3263,1,6,150
200102,22,3,7,Louisiana,938,938,103866,7,14,797,0,0,0,1,12,612,751,751,82977,6,12,629,0,0,0,0,0,0
200102,23,1,1,Maine,240,240,30567,3,6,401,3,11,972,1,5,379,158,158,22187,2,4,281,3,11,972,0,0,0
200102,24,3,5,Maryland,1683,1683,186730,7,14,1270,2,8,509,21,456,20106,1617,1617,179615,7,14,1270,2,8,509,21,456,20106
200102,25,1,1,Massachusetts,821,821,144847,27,54,4286,6,18,1667,16,417,36611,651,651,118623,20,40,3251,5,15,1300,11,372,33754
200102,26,2,3,Michigan,2060,2060,274547,45,90,6245,23,84,8250,46,650,34922,1655,1655,229308,32,64,4428,20,75,7650,25,533,27862
