Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201809,01,3,6,Alabama,978,978,211217,2,4,664,3,11,1779,3,47,4553,755,755,166515,0,0,0,1,4,800,0,0,0
201809,02,4,9,Alaska,102,102,29950,2,4,603,1,4,695,3,18,3497,29,29,8163,1,2,345,0,0,0,1,6,1600
201809,04,4,8,Arizona,2119,2119,546112,17,34,4041,11,36,9264,30,1041,162037,1771,1771,450082,14,28,3323,11,36,9264,16,855,134779
201809,05,3,7,Arkansas,459,459,98840,20,40,4047,38,141,10643,7,80,7412,319,319,75184,14,28,3174,33,122,9623,4,40,4636
201809,06,4,9,California,4623,4623,1369030,88,176,33291,39,132,26005,118,2493,440910,3575,3575,1082500,78,156,29212,33,114,23430,82,2136,385572
201809,08,4,8,Colorado,2353,2353,680087,5,10,2396,9,27,2958,39,1776,201841,2222,2222,651702,5,10,2396,8,24,2408,37,1766,200508
201809,09,1,1,Connecticut,198,198,57073,1,2,194,0,0,0,7,69,13838,156,156,41946,0,0,0,0,0,0,2,44,10816
201809,10,3,5,Delaware,393,393,54383,4,8,862,1,4,578,3,35,2288,291,291,44953,4,8,862,1,4,578,1,6,464
201809,11,3,5,District of Columbia,13,13,3073,2,4,486,0,0,0,2,211,23081,13,13,3073,2,4,486,0,0,0,2,211,23081
201809,12,3,5,Florida,7203,7203,1869192,59,118,13632,22,82,15882,116,3078,353547,6385,6385,1676731,56,112,13147,15,58,11338,93,2530,292286
201809,13,3,5,Georgia,3133,3133,673270,15,30,6333,11,38,5739,30,1063,109377,2521,2521,544849,14,28,5800,9,32,5433,23,941,96887
201809,15,4,9,Hawaii,228,228,77400,3,6,2865,0,0,0,14,253,23140,124,124,38859,2,4,2100,0,0,0,12,186,10175
201809,16,4,8,Idaho,919,919,198603,5,10,916,16,64,4267,37,414,34669,714,714,153481,3,6,558,13,52,3402,35,378,30299
201809,17,2,3,Illinois,849,849,215312,10,20,3464,25,83,17260,60,1530,207052,602,602,159325,6,12,2329,24,80,16750,39,1378,189855
201809,18,2,3,Indiana,1277,1277,337742,7,14,1500,0,0,0,9,70,8652,1138,1138,307413,7,14,1500,0,0,0,4,42,6377
201809,19,2,4,Iowa,626,626,143566,2,4,585,0,0,0,7,106,7983,455,455,116622,2,4,585,0,0,0,7,106,7983
201809,20,2,4,Kansas,460,460,114256,27,54,6193,3,11,1674,11,241,35713,271,271,70669,17,34,4479,0,0,0,8,200,32495
201809,21,3,6,Kentucky,695,695,161273,23,46,3240,2,7,611,23,616,108982,543,543,135726,21,42,2938,1,4,250,20,553,104365
201809,22,3,7,Louisiana,1290,1290,250814,26,52,4600,1,3,232,1,9,2215,790,790,153950,10,20,885,0,0,0,0,0,0
201809,23,1,1,Maine,391,391,83358,5,10,1087,1,3,100,6,53,6014,209,209,50931,2,4,207,0,0,0,3,36,4966
201809,24,3,5,Maryland,853,853,185979,2,4,506,0,0,0,13,678,91978,767,767,166427,2,4,506,0,0,0,12,642,83988
201809,25,1,1,Massachusetts,590,590,174864,34,68,10274,17,54,12860,18,193,36312,336,336,106631,24,48,7629,15,47,11856,7,123,25553
201809,26,2,3,Michigan,1329,1329,365753,14,28,5803,7,26,3947,23,231,29337,1097,1097,310980,12,24,5369,6,22,3630,19,204,27146
