Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200110,01,3,6,Alabama,1353,1353,155538,4,8,628,1,3,235,29,362,15611,696,696,92656,4,8,628,1,3,235,25,338,14607
200110,02,4,9,Alaska,168,168,28634,29,58,7552,4,14,2199,1,5,342,136,136,23838,28,56,7407,4,14,2199,0,0,0
200110,04,4,8,Arizona,3717,3717,512585,13,26,1729,13,48,3220,15,206,14170,3252,3252,463035,12,24,1659,12,45,3055,14,201,14014
200110,05,3,7,Arkansas,621,621,70921,43,86,5787,2,7,197,45,450,20323,569,569,66989,42,84,5708,1,4,100,45,450,20323
200110,06,4,9,California,8282,8282,1544696,45,90,10240,50,166,16204,182,3184,287159,7332,7332,1391850,39,78,9166,42,139,13893,160,2974,273250
200110,08,4,8,Colorado,2674,2674,408358,17,34,3859,17,63,7344,61,1133,76439,2334,2334,347056,16,32,3792,17,63,7344,46,1005,66425
200110,09,1,1,Connecticut,750,750,136993,11,22,1380,4,16,539,6,36,2181,651,651,115412,8,16,790,4,16,539,3,21,1786
200110,10,3,5,Delaware,398,398,41835,0,0,0,0,0,0,9,117,4798,258,258,29945,0,0,0,0,0,0,4,65,2909
200110,11,3,5,District of Columbia,5,5,620,0,0,0,1,3,192,1,84,4993,5,5,620,0,0,0,1,3,192,1,84,4993
200110,12,3,5,Florida,9691,9691,1279907,99,198,15389,64,247,19672,100,1762,154473,8728,8728,1153409,95,190,14916,61,238,19120,84,1584,139750
200110,13,3,5,Georgia,5248,5248,604311,45,90,4454,29,100,4291,134,1703,97092,4596,4596,534531,40,80,4116,16,59,3357,116,1584,92517
200110,15,4,9,Hawaii,291,291,50718,2,4,399,2,8,775,14,112,7480,291,291,50718,2,4,399,2,8,775,14,112,7480
200110,16,4,8,Idaho,827,827,118633,6,12,1182,13,48,3287,18,163,8165,799,799,114600,6,12,1182,11,42,2860,17,154,7617
200110,17,2,3,Illinois,3630,3630,567866,56,112,9489,64,225,17784,86,1041,65159,2994,2994,478932,27,54,5270,24,93,7877,57,603,39191
200110,18,2,3,Indiana,2652,2652,366421,64,128,10097,12,46,4319,74,842,39208,2137,2137,308540,55,110,8948,11,43,4209,70,818,38219
200110,19,2,4,Iowa,924,924,125963,27,54,6162,20,70,5408,42,581,34841,751,751,100867,26,52,5933,19,66,4831,41,576,34569
200110,20,2,4,Kansas,811,811,105892,36,72,5440,11,38,2636,6,46,2540,765,765,99161,36,72,5440,11,38,2636,6,46,2540
200110,21,3,6,Kentucky,1289,1289,134387,12,24,1162,5,19,1015,15,165,7265,926,926,100295,10,20,988,3,12,560,10,135,6157
200110,22,3,7,Louisiana,1057,1057,117587,22,44,2148,11,33,950,13,254,14630,686,686,77371,10,20,1114,0,0,0,9,216,12883
200110,23,1,1,Maine,498,498,63244,6,12,761,1,3,245,2,10,1260,261,261,35660,4,8,562,0,0,0,0,0,0
200110,24,3,5,Maryland,2083,2083,265160,3,6,488,0,0,0,43,826,44792,2008,2008,254796,3,6,488,0,0,0,42,801,43452
200110,25,1,1,Massachusetts,1129,1129,201634,25,50,3978,12,39,3616,7,57,4934,694,694,132734,16,32,2715,9,30,2540,3,17,1525
200110,26,2,3,Michigan,3287,3287,457888,19,38,3358,10,38,2786,48,399,23290,2404,2404,354234,9,18,1615,7,28,1966,19,206,12151
