Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201002,01,3,6,Alabama,728,728,115791,16,32,2699,4,13,920,9,105,8336,628,628,98985,16,32,2699,4,13,920,7,81,5610
201002,02,4,9,Alaska,45,45,11219,0,0,0,0,0,0,0,0,0,37,37,9706,0,0,0,0,0,0,0,0,0
201002,04,4,8,Arizona,1077,1077,233871,2,4,420,4,12,1696,2,28,1938,933,933,207493,0,0,0,4,12,1696,1,11,849
201002,05,3,7,Arkansas,394,394,56093,5,10,699,0,0,0,2,10,450,341,341,46802,4,8,561,0,0,0,2,10,450
201002,06,4,9,California,1920,1920,466643,28,56,8794,60,184,23954,58,1309,171158,1578,1578,382209,20,40,6131,55,169,22318,45,1196,157381
201002,08,4,8,Colorado,851,851,222607,15,30,5097,2,7,868,10,128,12114,811,811,213291,15,30,5097,1,4,524,7,104,10322
201002,09,1,1,Connecticut,153,153,31590,3,6,725,1,4,265,4,25,1682,127,127,21891,3,6,725,1,4,265,2,15,1309
201002,10,3,5,Delaware,209,209,25131,1,2,234,0,0,0,2,10,395,171,171,21725,1,2,234,0,0,0,0,0,0
201002,11,3,5,District of Columbia,1,1,180,0,0,0,1,4,362,0,0,0,1,1,180,0,0,0,1,4,362,0,0,0
201002,12,3,5,Florida,2874,2874,627838,8,16,2163,9,36,6777,36,398,52454,2626,2626,581578,7,14,1980,9,36,6777,30,361,48846
201002,13,3,5,Georgia,1150,1150,192701,13,26,1776,5,19,2630,9,143,10500,909,909,154307,12,24,1620,4,16,2462,6,128,9382
201002,15,4,9,Hawaii,151,151,46381,0,0,0,0,0,0,56,610,42110,151,151,46381,0,0,0,0,0,0,56,610,42110
201002,16,4,8,Idaho,327,327,53781,1,2,128,1,4,256,1,24,2360,302,302,49948,0,0,0,0,0,0,1,24,2360
201002,17,2,3,Illinois,528,528,108262,5,10,1145,1,3,200,4,186,16543,393,393,78435,5,10,1145,1,3,200,2,176,15913
201002,18,2,3,Indiana,667,667,117493,8,16,1552,0,0,0,3,15,1324,605,605,107368,7,14,1521,0,0,0,2,10,894
201002,19,2,4,Iowa,270,270,48609,10,20,2808,11,42,6005,2,18,3194,249,249,44481,10,20,2808,11,42,6005,2,18,3194
201002,20,2,4,Kansas,212,212,38930,10,20,1533,2,6,571,0,0,0,170,170,28401,9,18,1321,2,6,571,0,0,0
201002,21,3,6,Kentucky,401,401,58431,3,6,366,0,0,0,3,40,2218,287,287,37924,2,4,300,0,0,0,2,20,1179
201002,22,3,7,Louisiana,782,782,120559,8,16,1650,1,4,200,3,27,1773,603,603,95729,8,16,1650,1,4,200,1,9,750
201002,23,1,1,Maine,203,203,30555,1,2,135,2,8,1100,1,5,219,90,90,15076,1,2,135,2,8,1100,0,0,0
201002,24,3,5,Maryland,563,563,86079,0,0,0,1,3,607,5,56,5689,452,452,62946,0,0,0,0,0,0,1,11,1177
201002,25,1,1,Massachusetts,291,291,70746,10,20,2213,4,14,1791,26,209,19249,195,195,50932,7,14,1651,3,11,1186,19,165,14345
201002,26,2,3,Michigan,459,459,72446,1,2,371,1,3,284,1,5,450,356,356,58049,1,2,371,0,0,0,0,0,0
201002,27,2,4,Minnesota,354,354,79381,0,0,0,0,0,0,12,107,9482,310,310,70492,0,0,0,0,0,0,2,57,5178
