Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200503,01,3,6,Alabama,2258,2258,309554,3,6,397,4,15,1618,30,444,41552,1772,1772,256442,0,0,0,3,11,1356,25,395,39073
200503,02,4,9,Alaska,173,173,34940,42,84,11101,5,17,2439,5,47,5146,40,40,8231,3,6,493,0,0,0,1,5,521
200503,04,4,8,Arizona,6853,6853,1085433,30,60,5387,38,140,11701,42,953,82204,5662,5662,949694,19,38,3643,36,132,11310,39,923,80194
200503,05,3,7,Arkansas,1091,1091,167768,24,48,3948,20,72,5169,25,314,16576,949,949,153781,22,44,3822,17,62,4760,24,308,16492
200503,06,4,9,California,13887,13887,2729881,101,202,22360,145,474,51597,170,3573,309260,11072,11072,2232854,89,178,19447,123,402,44846,133,3158,274848
200503,08,4,8,Colorado,3741,3741,722872,22,44,4700,8,27,2920,35,290,24308,3470,3470,677526,20,40,4278,6,21,2096,32,272,23092
200503,09,1,1,Connecticut,645,645,123656,4,8,482,0,0,0,11,233,11695,542,542,102388,0,0,0,0,0,0,4,157,7573
200503,10,3,5,Delaware,605,605,69807,1,2,64,2,8,409,4,53,2571,397,397,47022,0,0,0,2,8,409,1,5,300
200503,11,3,5,District of Columbia,18,18,3436,0,0,0,1,4,300,1,160,2289,18,18,3436,0,0,0,1,4,300,1,160,2289
200503,12,3,5,Florida,18391,18391,3142169,143,286,23792,72,264,34336,381,6236,852307,15879,15879,2735805,113,226,20210,62,228,30697,321,5406,788424
200503,13,3,5,Georgia,8496,8496,1133554,15,30,2300,5,19,1513,25,521,28298,7257,7257,985160,7,14,1014,4,15,1294,15,426,24178
200503,15,4,9,Hawaii,936,936,200480,6,12,1571,6,24,10400,14,108,12196,633,633,149536,2,4,405,6,24,10400,12,72,5584
200503,16,4,8,Idaho,1688,1688,262288,18,36,3788,7,25,1638,6,66,3438,1268,1268,194687,15,30,3275,2,7,534,3,47,2343
200503,17,2,3,Illinois,4159,4159,822157,47,94,8042,163,597,40206,89,1129,92591,3406,3406,684577,24,48,4867,159,583,39190,63,931,77979
200503,18,2,3,Indiana,2903,2903,481826,45,90,9332,24,80,6623,29,270,12041,2571,2571,435686,28,56,6317,19,63,5344,24,235,10165
200503,19,2,4,Iowa,1262,1262,206455,16,32,3068,15,59,3913,31,391,21897,1128,1128,185290,16,32,3068,15,59,3913,30,386,21641
200503,20,2,4,Kansas,1026,1026,164638,36,72,5554,13,48,5111,6,189,11744,881,881,144739,9,18,1864,11,42,4715,2,156,10799
200503,21,3,6,Kentucky,1851,1851,249690,16,32,1945,4,15,655,18,155,7516,979,979,131044,13,26,1517,2,8,400,4,32,1737
200503,22,3,7,Louisiana,1764,1764,224228,20,40,18302,4,15,922,27,214,16204,1379,1379,176035,9,18,1094,1,3,87,27,214,16204
200503,23,1,1,Maine,560,560,89150,13,26,3437,6,22,1331,5,36,2708,279,279,48776,9,18,2636,4,16,710,4,29,2402
200503,24,3,5,Maryland,2431,2431,353174,6,12,1107,4,15,1129,35,1136,93314,2098,2098,308934,5,10,978,3,12,898,31,1021,85892
200503,25,1,1,Massachusetts,1137,1137,230342,77,154,19164,16,52,4113,32,667,58260,773,773,166725,55,110,15068,5,16,1186,16,400,33894
200503,26,2,3,Michigan,2969,2969,470450,16,32,2321,14,47,5070,32,333,22337,2086,2086,356165,8,16,1332,6,21,1939,25,279,19043
