Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201707,01,3,6,Alabama,985,985,211736,3,6,1280,2,7,1005,9,161,12176,733,733,154375,0,0,0,0,0,0,3,68,1518
201707,02,4,9,Alaska,94,94,26469,2,4,534,1,3,521,2,18,2877,20,20,4070,1,2,301,0,0,0,1,6,980
201707,04,4,8,Arizona,2377,2377,597778,13,26,2356,2,7,1070,6,77,8250,2147,2147,534446,13,26,2356,2,7,1070,5,72,7823
201707,05,3,7,Arkansas,594,594,119826,36,72,12024,100,400,6000,2,21,1171,477,477,101364,35,70,11871,100,400,6000,1,16,900
201707,06,4,9,California,4204,4204,1272117,102,204,35013,36,127,25523,139,3415,474387,3441,3441,1049174,94,188,30270,28,99,21019,112,3050,418622
201707,08,4,8,Colorado,2025,2025,610945,2,4,1018,1,3,1050,33,1057,156093,1895,1895,574258,2,4,1018,0,0,0,18,945,147406
201707,09,1,1,Connecticut,272,272,95422,3,6,810,1,3,405,8,149,15425,236,236,83395,2,4,460,1,3,405,3,114,12840
201707,10,3,5,Delaware,481,481,60489,14,28,3948,0,0,0,7,99,7076,476,476,60037,14,28,3948,0,0,0,5,89,6513
201707,11,3,5,District of Columbia,46,46,10637,0,0,0,0,0,0,2,409,44057,46,46,10637,0,0,0,0,0,0,2,409,44057
201707,12,3,5,Florida,7212,7212,1858103,57,114,14330,21,78,14240,63,2492,380965,6588,6588,1702535,51,102,12996,19,72,13296,45,2199,341579
201707,13,3,5,Georgia,3138,3138,662637,2,4,730,7,26,5096,28,1143,162490,2545,2545,533466,2,4,730,6,23,4911,23,1092,156272
201707,15,4,9,Hawaii,177,177,52183,5,10,3089,0,0,0,2,89,36500,177,177,52183,5,10,3089,0,0,0,2,89,36500
201707,16,4,8,Idaho,845,845,181212,1,2,324,3,9,630,3,72,5816,730,730,159293,1,2,324,3,9,630,3,72,5816
201707,17,2,3,Illinois,1044,1044,255576,9,18,3975,20,63,8777,19,294,56341,733,733,183164,7,14,3553,19,60,8329,13,249,51532
201707,18,2,3,Indiana,1310,1310,309713,27,54,6866,3,11,1693,16,176,15374,983,983,240356,21,42,5361,3,11,1693,9,71,4787
201707,19,2,4,Iowa,602,602,142836,8,16,1711,2,7,850,12,290,25055,521,521,128791,8,16,1711,2,7,850,12,290,25055
201707,20,2,4,Kansas,449,449,115380,11,22,2021,3,12,1320,9,124,9396,312,312,81903,3,6,688,3,12,1320,1,19,1331
201707,21,3,6,Kentucky,687,687,140915,15,30,2320,16,52,5037,15,170,13649,483,483,102760,11,22,1732,5,19,2562,11,110,9053
201707,22,3,7,Louisiana,1061,1061,215024,17,34,3009,3,9,1175,4,33,5321,607,607,119571,1,2,136,0,0,0,0,0,0
201707,23,1,1,Maine,370,370,75667,13,26,1877,1,4,531,2,12,808,218,218,45994,12,24,1528,1,4,531,1,6,500
201707,24,3,5,Maryland,962,962,218619,7,14,1050,0,0,0,4,452,80396,904,904,206310,7,14,1050,0,0,0,2,396,70500
201707,25,1,1,Massachusetts,642,642,191729,12,24,3830,5,16,3013,28,1288,172861,358,358,107974,5,10,1650,3,10,2100,9,1073,141495
201707,26,2,3,Michigan,1407,1407,371359,14,28,2817,4,14,1803,37,664,93538,898,898,247292,1,2,430,3,10,1485,22,556,80308
