Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201806,01,3,6,Alabama,1144,1144,241920,2,4,319,1,4,720,4,73,19351,806,806,167592,0,0,0,1,4,720,3,38,10200
201806,02,4,9,Alaska,140,140,37402,7,14,2479,3,10,1542,2,57,8371,44,44,7908,6,12,2124,1,4,500,1,42,6000
201806,04,4,8,Arizona,3074,3074,785091,54,108,8819,6,23,3469,26,352,45625,2800,2800,716935,51,102,8102,6,23,3469,7,192,25614
201806,05,3,7,Arkansas,827,827,191312,7,14,1392,7,23,1362,5,52,3493,647,647,158966,3,6,862,3,10,680,0,0,0
201806,06,4,9,California,5950,5950,1732800,87,174,35556,55,193,39447,194,6635,1249080,4557,4557,1345683,71,142,28840,46,163,33636,155,6142,1173129
201806,08,4,8,Colorado,2772,2772,766165,15,30,4616,63,213,34402,48,659,68242,2494,2494,690677,14,28,4292,56,187,30559,30,507,50899
201806,09,1,1,Connecticut,313,313,97349,2,4,1192,2,6,1026,10,90,12438,256,256,65269,1,2,900,2,6,1026,3,36,4428
201806,10,3,5,Delaware,445,445,60185,7,14,1686,5,17,1450,2,13,393,439,439,59448,7,14,1686,5,17,1450,0,0,0
201806,11,3,5,District of Columbia,8,8,1891,2,4,486,1,3,390,6,784,85760,8,8,1891,2,4,486,1,3,390,6,784,85760
201806,12,3,5,Florida,9068,9068,2335178,98,196,26073,26,94,14768,81,3599,556114,7930,7930,2049050,96,192,25560,20,74,10905,59,3040,503138
201806,13,3,5,Georgia,3890,3890,870168,1,2,270,4,14,2406,11,110,9860,3105,3105,703827,1,2,270,3,11,2221,6,54,4818
201806,15,4,9,Hawaii,170,170,79192,1,2,509,3,12,3007,22,280,53883,170,170,79192,1,2,509,3,12,3007,22,280,53883
201806,16,4,8,Idaho,1159,1159,247878,14,28,2408,13,52,3342,7,161,15153,979,979,213590,3,6,956,10,40,2434,5,134,11990
201806,17,2,3,Illinois,1019,1019,277985,14,28,5407,16,52,10868,30,797,60872,721,721,207020,10,20,4552,15,49,10425,20,692,50027
201806,18,2,3,Indiana,1493,1493,400666,19,38,4603,4,14,1980,13,165,19724,1158,1158,322186,14,28,3199,3,11,1330,7,77,9907
201806,19,2,4,Iowa,769,769,181308,12,24,2152,0,0,0,8,416,47460,517,517,137622,12,24,2152,0,0,0,4,288,33296
201806,20,2,4,Kansas,448,448,126211,29,58,6467,5,20,2897,4,60,3952,331,331,89479,27,54,5756,1,4,460,0,0,0
201806,21,3,6,Kentucky,839,839,186193,15,30,2331,9,36,1903,38,561,44092,641,641,153315,13,26,2061,9,36,1903,34,486,38495
201806,22,3,7,Louisiana,1294,1294,263161,6,12,1726,1,4,629,4,91,4604,591,591,123939,1,2,500,0,0,0,1,72,867
201806,23,1,1,Maine,420,420,80411,4,8,1067,0,0,0,3,39,2786,265,265,50827,2,4,597,0,0,0,1,16,1200
201806,24,3,5,Maryland,1265,1265,291317,3,6,622,5,18,2809,2,45,11000,1250,1250,288121,1,2,355,5,18,2809,2,45,11000
201806,25,1,1,Massachusetts,699,699,234179,15,30,5574,14,45,7691,22,813,119030,388,388,135582,4,8,1735,12,38,6697,8,669,94203
201806,26,2,3,Michigan,1536,1536,399993,1,2,570,15,59,6303,13,161,18569,1002,1002,275282,1,2,570,13,52,5410,2,66,8545
