Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200606,01,3,6,Alabama,2102,2102,311244,11,22,1385,3,12,1714,85,1127,168879,1465,1465,228017,11,22,1385,3,12,1714,58,943,157782
200606,02,4,9,Alaska,262,262,54522,7,14,2042,1,3,483,8,55,6795,219,219,47212,5,10,1739,1,3,483,7,50,6346
200606,04,4,8,Arizona,5672,5672,1033973,18,36,3534,23,80,7664,59,745,78144,4779,4779,895596,7,14,1468,18,63,6742,55,689,73833
200606,05,3,7,Arkansas,1032,1032,154720,16,32,2532,3,11,838,7,63,4960,696,696,114440,13,26,2212,2,8,726,2,12,1457
200606,06,4,9,California,11615,11615,2466534,144,288,34464,110,399,45408,237,4108,518029,9404,9404,2023989,123,246,29430,94,341,38848,181,3415,448431
200606,08,4,8,Colorado,3181,3181,729362,15,30,2372,17,58,6502,49,1248,149399,2784,2784,647661,14,28,2155,15,52,5888,34,1155,138910
200606,09,1,1,Connecticut,731,731,173055,18,36,2891,1,3,325,11,173,16857,564,564,127164,15,30,2543,0,0,0,3,74,7162
200606,10,3,5,Delaware,515,515,68823,4,8,499,2,8,1098,5,30,1667,411,411,59076,4,8,499,2,8,1098,3,20,1507
200606,11,3,5,District of Columbia,8,8,1211,0,0,0,0,0,0,2,34,20500,8,8,1211,0,0,0,0,0,0,2,34,20500
200606,12,3,5,Florida,13805,13805,2680450,96,192,14210,82,289,40199,271,4019,513623,11533,11533,2322459,88,176,12229,70,243,35102,234,3475,445670
200606,13,3,5,Georgia,8264,8264,1187491,20,40,3464,10,33,2556,40,626,40953,6718,6718,979488,13,26,2245,5,17,1657,27,535,35701
200606,15,4,9,Hawaii,464,464,120925,34,68,7996,0,0,0,6,130,16482,464,464,120925,34,68,7996,0,0,0,6,130,16482
200606,16,4,8,Idaho,1502,1502,265419,19,38,3613,31,121,10793,5,45,4654,1085,1085,192512,18,36,3495,28,110,10158,3,22,2620
200606,17,2,3,Illinois,3778,3778,749907,64,128,14000,53,173,14973,75,1285,124658,3009,3009,598176,47,94,10089,50,163,14478,52,958,91356
200606,18,2,3,Indiana,2512,2512,449963,38,76,8102,4,15,974,21,171,16162,2204,2204,402682,31,62,6737,2,8,677,16,136,14058
200606,19,2,4,Iowa,1011,1011,168488,14,28,2997,2,6,528,33,475,37402,781,781,131011,13,26,2758,2,6,528,29,447,35227
200606,20,2,4,Kansas,928,928,150331,17,34,2215,5,20,1918,30,651,31132,768,768,122667,15,30,1845,1,4,358,28,631,29669
200606,21,3,6,Kentucky,1481,1481,220400,25,50,2998,6,23,2310,23,317,16595,804,804,122003,22,44,2695,5,20,1952,14,167,7593
200606,22,3,7,Louisiana,1843,1843,255738,15,30,1148,1,3,223,18,295,14883,1153,1153,171220,10,20,672,0,0,0,7,177,7839
200606,23,1,1,Maine,753,753,125300,10,20,2019,4,14,1232,2,19,1392,301,301,54570,6,12,1061,2,8,710,0,0,0
200606,24,3,5,Maryland,1848,1848,293177,3,6,666,11,41,4763,76,1497,139333,1672,1672,262008,0,0,0,11,41,4763,69,1409,127798
200606,25,1,1,Massachusetts,1072,1072,216790,56,112,11095,30,107,11487,33,707,59601,541,541,116924,31,62,6241,22,81,8391,12,346,29537
200606,26,2,3,Michigan,2734,2734,434702,24,48,5382,9,34,2951,20,320,26044,1778,1778,299920,23,46,5256,7,28,2492,5,191,16076
