Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201609,01,3,6,Alabama,898,898,193460,7,14,1829,1,3,637,14,350,35400,707,707,155945,2,4,260,0,0,0,12,322,33471
201609,02,4,9,Alaska,91,91,26528,4,8,905,1,4,697,10,65,10064,30,30,7484,4,8,905,0,0,0,8,48,7376
201609,04,4,8,Arizona,1917,1917,505203,22,44,4582,4,14,3830,37,1539,212802,1621,1621,442542,18,36,3787,2,8,2878,34,1442,202351
201609,05,3,7,Arkansas,519,519,108423,22,44,4071,2,7,387,3,28,1674,395,395,85007,19,38,3642,0,0,0,1,12,650
201609,06,4,9,California,3972,3972,1177020,72,144,28440,34,115,21212,120,4124,741188,3348,3348,996915,68,136,26526,31,105,19593,82,3384,636697
201609,08,4,8,Colorado,1732,1732,535204,19,38,5386,4,12,1510,76,1786,252715,1580,1580,490994,9,18,2781,3,9,461,73,1756,246627
201609,09,1,1,Connecticut,201,201,71604,14,28,4726,10,30,4140,8,372,28521,133,133,38865,14,28,4726,10,30,4140,3,337,26132
201609,10,3,5,Delaware,413,413,55880,12,24,2637,1,3,428,7,56,5873,319,319,47571,12,24,2637,1,3,428,4,24,3610
201609,11,3,5,District of Columbia,25,25,5696,1,2,214,0,0,0,6,1071,107479,25,25,5696,1,2,214,0,0,0,6,1071,107479
201609,12,3,5,Florida,6305,6305,1645336,79,158,18060,32,123,22860,121,3401,390197,5565,5565,1439901,77,154,17703,30,116,21333,107,3246,367017
201609,13,3,5,Georgia,2912,2912,630929,2,4,579,9,35,4832,30,748,55856,2498,2498,542732,1,2,452,9,35,4832,25,665,49611
201609,15,4,9,Hawaii,168,168,75403,3,6,5375,0,0,0,1,175,136000,148,148,62929,3,6,5375,0,0,0,1,175,136000
201609,16,4,8,Idaho,771,771,170522,2,4,680,2,6,453,4,56,6132,702,702,157524,2,4,680,0,0,0,1,30,3533
201609,17,2,3,Illinois,1013,1013,258243,16,32,4596,25,85,13468,48,1093,220116,690,690,189023,13,26,3681,24,82,12613,40,983,209388
201609,18,2,3,Indiana,1265,1265,292126,16,32,4034,3,12,1562,19,396,39166,1096,1096,258340,13,26,3259,3,12,1562,13,345,34889
201609,19,2,4,Iowa,848,848,210532,3,6,601,4,14,1410,18,460,46505,693,693,190262,1,2,300,3,11,1207,16,449,45291
201609,20,2,4,Kansas,406,406,102287,16,32,2688,3,9,1118,11,285,24517,154,154,41851,6,12,1053,0,0,0,6,160,12932
201609,21,3,6,Kentucky,668,668,124954,19,38,4934,6,23,1497,18,237,16644,421,421,80365,13,26,3985,3,12,1191,8,88,5881
201609,22,3,7,Louisiana,1170,1170,222011,246,492,36140,1,3,472,14,315,23960,776,776,142506,243,486,35566,0,0,0,12,252,17824
201609,23,1,1,Maine,312,312,64081,4,8,921,1,3,333,3,25,2682,130,130,31443,2,4,420,0,0,0,0,0,0
201609,24,3,5,Maryland,838,838,197751,0,0,0,0,0,0,4,250,40477,801,801,190666,0,0,0,0,0,0,2,163,26450
201609,25,1,1,Massachusetts,630,630,187482,19,38,7095,13,44,8617,23,1294,372766,369,369,113031,13,26,5382,10,35,7501,7,1102,344505
201609,26,2,3,Michigan,1641,1641,394324,39,78,7602,5,16,2307,58,757,57592,1239,1239,317225,21,42,3402,3,10,1673,18,219,23949
