Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200508,01,3,6,Alabama,2076,2076,294087,2,4,375,0,0,0,22,391,31097,1337,1337,189767,1,2,281,0,0,0,20,380,29657
200508,02,4,9,Alaska,180,180,39214,29,58,8918,0,0,0,2,10,1655,136,136,31438,29,58,8918,0,0,0,2,10,1655
200508,04,4,8,Arizona,7196,7196,1160708,28,56,4830,60,195,15170,70,997,85548,6397,6397,1054994,19,38,3482,56,180,14206,62,910,77948
200508,05,3,7,Arkansas,1023,1023,158766,35,70,7151,5,16,798,31,386,20986,762,762,125406,33,66,6828,4,13,569,20,296,17603
200508,06,4,9,California,12525,12525,2684894,83,166,19803,91,325,37139,217,4060,417314,10320,10320,2276987,68,136,16319,45,169,24131,155,3513,369359
200508,08,4,8,Colorado,3662,3662,780619,16,32,3968,13,47,5520,19,215,17941,3296,3296,715785,14,28,3483,8,30,3449,16,196,16239
200508,09,1,1,Connecticut,871,871,185684,8,16,1385,7,26,2005,18,142,9534,679,679,139008,6,12,1212,7,26,2005,3,35,2608
200508,10,3,5,Delaware,674,674,86418,14,28,2354,7,28,2835,6,35,4473,498,498,70245,14,28,2354,7,28,2835,3,17,4109
200508,11,3,5,District of Columbia,9,9,2068,0,0,0,1,4,120,0,0,0,9,9,2068,0,0,0,1,4,120,0,0,0
200508,12,3,5,Florida,20044,20044,3488968,84,168,17966,142,536,66790,397,6083,644403,17189,17189,3030619,69,138,14870,130,493,63026,337,5231,563847
200508,13,3,5,Georgia,9053,9053,1329060,75,150,13086,13,46,6687,50,1475,130677,7742,7742,1162309,70,140,12448,8,31,5851,26,1265,117109
200508,15,4,9,Hawaii,491,491,116142,1,2,212,19,75,7779,45,290,39556,249,249,59247,1,2,212,17,68,7266,36,225,27521
200508,16,4,8,Idaho,2025,2025,334616,22,44,3622,54,212,10353,3,56,2102,1703,1703,284778,21,42,3460,45,178,8643,2,48,1738
200508,17,2,3,Illinois,4831,4831,898518,90,180,20639,87,308,23014,56,1572,171207,3978,3978,748569,78,156,18261,80,286,21217,39,1413,157223
200508,18,2,3,Indiana,3200,3200,524013,55,110,11067,15,51,5062,54,581,30662,2773,2773,460232,39,78,8420,12,40,4449,49,539,28414
200508,19,2,4,Iowa,1264,1264,206209,10,20,2025,13,49,3808,11,169,14711,1032,1032,172403,9,18,1800,13,49,3808,11,169,14711
200508,20,2,4,Kansas,1005,1005,168262,28,56,5231,16,50,4266,5,61,4276,744,744,117879,11,22,2098,11,33,2470,1,26,2642
200508,21,3,6,Kentucky,1534,1534,206149,7,14,1074,8,32,1419,9,91,4240,1266,1266,163350,6,12,809,8,32,1419,4,60,2888
200508,22,3,7,Louisiana,1884,1884,243518,18,36,2237,7,23,1814,7,63,5151,574,574,77247,0,0,0,2,6,639,0,0,0
200508,23,1,1,Maine,853,853,131251,6,12,1362,1,3,261,5,53,4681,376,376,63563,2,4,468,0,0,0,1,26,2900
200508,24,3,5,Maryland,2456,2456,333643,20,40,3570,2,6,437,36,680,45431,1932,1932,270319,20,40,3570,0,0,0,26,565,36141
200508,25,1,1,Massachusetts,1530,1530,326072,38,76,7576,15,48,4736,24,305,30454,967,967,222732,27,54,5442,12,38,3929,5,78,9283
200508,26,2,3,Michigan,4075,4075,623942,14,28,2439,38,143,12484,51,439,29767,2608,2608,417579,6,12,1194,23,86,5448,31,318,22425
