Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200610,01,3,6,Alabama,1726,1726,243572,4,8,584,2,8,734,41,717,78930,1260,1260,177762,3,6,300,2,8,734,35,545,62305
200610,02,4,9,Alaska,91,91,21007,22,44,8855,10,39,5726,0,0,0,57,57,14949,21,42,8796,10,39,5726,0,0,0
200610,04,4,8,Arizona,2924,2924,557542,11,22,2101,42,135,12967,27,410,37403,2503,2503,498541,2,4,405,39,125,12414,25,396,35982
200610,05,3,7,Arkansas,617,617,97572,24,48,4002,3,9,337,5,42,2023,480,480,80829,14,28,1968,2,6,200,0,0,0
200610,06,4,9,California,5913,5913,1279158,146,292,33364,56,194,25997,158,3500,433467,4542,4542,1008022,123,246,27764,45,154,21567,126,3136,396326
200610,08,4,8,Colorado,1960,1960,451018,11,22,3237,19,69,11042,17,260,44850,1772,1772,409582,11,22,3237,17,63,10517,12,230,40385
200610,09,1,1,Connecticut,627,627,143905,14,28,1932,1,4,375,11,153,10373,468,468,102247,13,26,1758,1,4,375,4,97,7929
200610,10,3,5,Delaware,306,306,39201,4,8,706,1,4,864,3,19,832,131,131,18686,4,8,706,1,4,864,1,6,498
200610,11,3,5,District of Columbia,35,35,3500,0,0,0,1,3,425,1,31,3063,35,35,3500,0,0,0,1,3,425,1,31,3063
200610,12,3,5,Florida,8563,8563,1651657,81,162,14117,69,261,37378,219,3916,456801,7009,7009,1384630,74,148,12816,59,224,33957,185,3163,351871
200610,13,3,5,Georgia,6231,6231,922596,18,36,2399,19,61,5950,38,1550,133726,5569,5569,836347,11,22,1625,16,50,5003,31,1493,130527
200610,15,4,9,Hawaii,601,601,145597,1,2,235,2,8,2779,6,478,88522,393,393,96843,1,2,235,0,0,0,2,439,80964
200610,16,4,8,Idaho,913,913,159428,26,52,5749,10,34,2488,3,56,4127,740,740,121240,23,46,5153,9,31,2334,2,48,3707
200610,17,2,3,Illinois,3110,3110,615847,29,58,7006,48,152,14360,75,1318,106964,2606,2606,526813,19,38,5300,45,142,13859,62,1188,93594
200610,18,2,3,Indiana,1857,1857,336474,33,66,6972,14,55,4242,10,99,7730,1631,1631,304486,31,62,6754,13,52,4019,7,79,6365
200610,19,2,4,Iowa,945,945,159089,36,72,9327,11,37,3145,10,240,23542,797,797,134931,35,70,9149,11,37,3145,10,240,23542
200610,20,2,4,Kansas,750,750,130573,51,102,8102,8,29,3014,5,249,19778,627,627,112643,49,98,7732,4,14,1552,3,239,19092
200610,21,3,6,Kentucky,950,950,147883,5,10,784,6,21,1446,12,194,10274,653,653,105769,3,6,510,5,17,969,8,157,8638
200610,22,3,7,Louisiana,1643,1643,238739,58,116,8157,4,14,862,17,207,17510,1261,1261,191080,58,116,8157,2,8,532,9,136,11810
200610,23,1,1,Maine,600,600,88720,8,16,2225,2,7,738,3,18,1692,282,282,42955,6,12,1799,0,0,0,0,0,0
200610,24,3,5,Maryland,1267,1267,219559,7,14,1807,2,8,2100,21,390,30113,1168,1168,202923,6,12,1507,2,8,2100,16,320,21191
200610,25,1,1,Massachusetts,926,926,186802,51,102,9429,7,22,2529,25,288,24224,497,497,107222,37,74,6770,3,10,1269,8,131,9966
200610,26,2,3,Michigan,2225,2225,343869,20,40,3250,7,24,3071,22,195,18516,1553,1553,253102,19,38,3027,6,21,2816,14,137,13632
