Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201910,01,3,6,Alabama,1222,1222,268514,2,4,495,13,40,4755,10,137,21963,905,905,198214,0,0,0,11,34,3860,3,24,7483
201910,02,4,9,Alaska,105,105,30706,2,4,606,1,4,695,2,17,2688,15,15,3507,1,2,300,0,0,0,0,0,0
201910,04,4,8,Arizona,3138,3138,826853,25,50,7521,4,13,2051,24,831,142586,2744,2744,723462,24,48,7222,4,13,2051,18,549,95691
201910,05,3,7,Arkansas,738,738,152504,25,50,6973,12,44,3013,6,119,9628,609,609,129614,19,38,6124,9,33,2430,1,63,6000
201910,06,4,9,California,5328,5328,1607243,159,318,63907,42,146,30064,154,4384,832012,4256,4256,1301263,150,300,59653,33,119,24926,109,3619,684645
201910,08,4,8,Colorado,2431,2431,761586,1,2,450,22,75,13177,47,1711,237586,2314,2314,731769,1,2,450,12,45,7852,34,1617,230516
201910,09,1,1,Connecticut,196,196,69871,1,2,138,2,8,1013,19,930,230732,118,118,37288,0,0,0,2,8,1013,7,861,222817
201910,10,3,5,Delaware,456,456,58282,10,20,2298,2,7,756,6,36,3166,344,344,47687,10,20,2298,2,7,756,4,26,2211
201910,11,3,5,District of Columbia,13,13,3087,0,0,0,0,0,0,7,760,85306,13,13,3087,0,0,0,0,0,0,7,760,85306
201910,12,3,5,Florida,9667,9667,2543273,118,236,33563,39,151,29378,119,5327,638181,8856,8856,2349163,116,232,33061,37,145,28179,104,4959,598139
201910,13,3,5,Georgia,3878,3878,880606,33,66,11672,5,18,2157,78,1914,227511,3045,3045,696459,32,64,11539,4,14,1911,59,1671,199785
201910,15,4,9,Hawaii,259,259,104993,0,0,0,0,0,0,2,413,73954,165,165,75813,0,0,0,0,0,0,1,408,73625
201910,16,4,8,Idaho,1081,1081,229645,6,12,1419,14,51,5388,17,466,63809,880,880,184051,4,8,1032,13,48,5179,15,413,58290
201910,17,2,3,Illinois,899,899,236098,39,78,17604,24,78,16722,30,691,70567,625,625,166507,34,68,15625,23,75,16394,12,541,52949
201910,18,2,3,Indiana,1518,1518,417757,16,32,4512,2,6,916,21,404,42298,1371,1371,386807,15,30,4234,2,6,916,15,363,38867
201910,19,2,4,Iowa,1014,1014,263499,8,16,2430,2,8,1181,21,661,88013,761,761,218501,8,16,2430,2,8,1181,10,606,83075
201910,20,2,4,Kansas,469,469,125915,25,50,5451,3,9,1569,7,365,67585,287,287,79103,6,12,1836,0,0,0,2,285,59606
201910,21,3,6,Kentucky,774,774,172379,10,20,2525,3,10,1534,19,461,46790,445,445,95903,4,8,1230,2,7,1031,2,53,4989
201910,22,3,7,Louisiana,1259,1259,258223,25,50,4170,3,10,1921,15,170,24844,713,713,151244,13,26,1866,0,0,0,12,60,6735
201910,23,1,1,Maine,312,312,74735,32,64,7883,1,3,605,7,60,6104,157,157,38224,28,56,6390,0,0,0,0,0,33
201910,24,3,5,Maryland,910,910,216657,1,2,70,4,14,4160,7,596,229637,890,890,212962,1,2,70,4,14,4160,6,432,204785
201910,25,1,1,Massachusetts,564,564,204241,29,58,11848,10,35,6498,30,538,83687,335,335,141398,17,34,7694,8,28,5400,7,172,31709
201910,26,2,3,Michigan,1610,1610,408389,13,26,3712,13,39,5364,34,623,79288,1100,1100,282873,10,20,3025,11,33,4805,22,561,72879
