Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200803,01,3,6,Alabama,1218,1218,180534,0,0,0,0,0,0,16,234,13854,856,856,126127,0,0,0,0,0,0,6,54,2202
200803,02,4,9,Alaska,49,49,11834,3,6,1314,1,4,609,2,16,1727,25,25,7018,1,2,897,1,4,609,2,16,1727
200803,04,4,8,Arizona,1842,1842,348097,3,6,580,10,34,3032,25,535,38702,1599,1599,301180,1,2,233,8,26,2517,21,510,36704
200803,05,3,7,Arkansas,436,436,68921,20,40,3386,2,6,512,6,58,4956,351,351,55040,10,20,1125,1,3,145,2,14,2339
200803,06,4,9,California,2910,2910,678300,43,86,10769,46,168,19153,100,1492,173305,2356,2356,565101,37,74,8308,35,132,16671,72,1323,155146
200803,08,4,8,Colorado,1059,1059,253540,4,8,1029,4,14,1483,11,456,49032,922,922,227133,4,8,1029,3,11,1139,6,430,46626
200803,09,1,1,Connecticut,349,349,94071,4,8,568,0,0,0,10,110,7992,269,269,78655,1,2,190,0,0,0,5,63,5151
200803,10,3,5,Delaware,236,236,32097,5,10,925,1,4,458,9,184,13228,36,36,4052,0,0,0,0,0,0,3,128,8062
200803,11,3,5,District of Columbia,27,27,2837,0,0,0,0,0,0,0,0,0,27,27,2837,0,0,0,0,0,0,0,0,0
200803,12,3,5,Florida,3893,3893,800262,29,58,5953,17,60,6777,73,1317,166542,2914,2914,608231,23,46,4644,12,45,4486,41,917,122571
200803,13,3,5,Georgia,2658,2658,418670,6,12,1097,14,52,3415,19,296,29431,1979,1979,314878,3,6,678,13,49,3243,8,142,15783
200803,15,4,9,Hawaii,259,259,64992,2,4,465,1,3,860,2,39,5129,106,106,24963,2,4,465,0,0,0,0,0,0
200803,16,4,8,Idaho,643,643,114428,4,8,693,13,52,3530,1,5,363,595,595,105345,1,2,209,13,52,3530,0,0,0
200803,17,2,3,Illinois,1107,1107,247232,7,14,1490,19,59,5798,23,482,42645,781,781,181329,4,8,829,18,56,5352,15,429,37784
200803,18,2,3,Indiana,989,989,187386,11,22,2285,7,26,2801,5,192,9989,853,853,164136,10,20,1980,7,26,2801,3,182,9502
200803,19,2,4,Iowa,542,542,92679,4,8,855,12,46,2801,3,34,2506,463,463,80808,3,6,621,12,46,2801,1,24,1615
200803,20,2,4,Kansas,413,413,78632,19,38,3176,2,6,593,9,135,8542,276,276,59770,16,32,2838,1,3,200,5,100,6730
200803,21,3,6,Kentucky,690,690,110961,2,4,331,12,37,1930,12,76,5527,571,571,92502,1,2,227,11,34,1512,8,56,4433
200803,22,3,7,Louisiana,1111,1111,168307,21,42,2786,0,0,0,37,341,26762,718,718,116866,20,40,2615,0,0,0,13,92,6191
200803,23,1,1,Maine,270,270,46561,2,4,500,1,3,261,3,20,1643,129,129,26767,2,4,500,0,0,0,1,6,324
200803,24,3,5,Maryland,964,964,157209,0,0,0,0,0,0,26,347,35204,911,911,147155,0,0,0,0,0,0,23,284,22426
200803,25,1,1,Massachusetts,383,383,88058,18,36,3791,9,28,3211,26,540,41480,226,226,59795,13,26,2853,7,22,2775,13,433,30362
200803,26,2,3,Michigan,554,554,96621,4,8,657,9,29,2126,4,22,1515,339,339,67697,4,8,657,7,23,1637,1,7,831
200803,27,2,4,Minnesota,523,523,116162,4,8,922,2,6,1000,6,235,23218,413,413,94771,2,4,555,2,6,1000,3,215,20977
