Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201805,01,3,6,Alabama,1288,1288,279596,3,6,1161,3,10,979,17,242,30667,924,924,203308,0,0,0,1,4,140,12,173,19375
201805,02,4,9,Alaska,136,136,38618,3,6,671,2,7,1017,5,37,4698,41,41,9887,2,4,370,1,3,322,3,24,2643
201805,04,4,8,Arizona,2941,2941,751183,9,18,1861,4,16,3139,27,646,79913,2340,2340,582479,7,14,1384,4,16,3139,12,464,54482
201805,05,3,7,Arkansas,679,679,137587,4,8,793,0,0,0,10,105,7063,492,492,97169,1,2,158,0,0,0,5,40,1490
201805,06,4,9,California,6690,6690,1969725,91,182,38776,61,201,40735,170,5016,987886,5720,5720,1676267,79,158,34120,52,172,37050,130,4590,922422
201805,08,4,8,Colorado,2659,2659,830357,24,48,3310,10,37,6083,50,931,106807,2462,2462,771661,14,28,1176,8,31,4694,36,853,100789
201805,09,1,1,Connecticut,232,232,80464,1,2,150,6,18,2266,13,131,17922,165,165,45386,1,2,150,6,18,2266,5,60,6656
201805,10,3,5,Delaware,567,567,78577,10,20,2713,7,28,551,6,62,6920,558,558,77039,10,20,2713,7,28,551,4,52,6760
201805,11,3,5,District of Columbia,4,4,946,0,0,0,1,3,390,3,105,11486,4,4,946,0,0,0,1,3,390,3,105,11486
201805,12,3,5,Florida,8619,8619,2211061,83,166,20552,20,73,12230,88,2334,295727,7086,7086,1822205,79,158,19763,14,51,8404,65,1886,243235
201805,13,3,5,Georgia,3869,3869,870806,7,14,2631,10,35,5797,34,1682,224538,3076,3076,689034,7,14,2631,9,31,5551,27,1573,215411
201805,15,4,9,Hawaii,250,250,85434,1,2,801,1,4,948,4,92,14994,140,140,47963,1,2,801,1,4,948,3,24,3848
201805,16,4,8,Idaho,1078,1078,258105,2,4,586,3,11,779,14,218,28455,830,830,207313,1,2,162,2,7,519,11,186,24502
201805,17,2,3,Illinois,1127,1127,293569,10,20,3340,21,69,13747,71,1782,170542,726,726,199575,5,10,1932,20,66,13018,44,1485,136326
201805,18,2,3,Indiana,1663,1663,459466,31,62,7824,5,18,2543,39,794,83047,1456,1456,413329,28,56,7087,4,14,1638,32,701,76613
201805,19,2,4,Iowa,873,873,205522,11,22,2924,1,4,416,18,380,40231,609,609,159680,11,22,2924,1,4,416,5,294,32217
201805,20,2,4,Kansas,657,657,165574,16,32,4109,3,11,1469,11,301,47015,464,464,125286,3,6,1720,1,4,400,8,260,43771
201805,21,3,6,Kentucky,789,789,175614,10,20,2347,2,6,624,16,240,18786,571,571,139944,7,14,1877,2,6,624,10,176,13982
201805,22,3,7,Louisiana,1618,1618,306427,7,14,1614,3,12,1327,2,11,2056,1036,1036,188855,2,4,557,2,8,698,0,0,0
201805,23,1,1,Maine,387,387,86930,10,20,2433,0,0,0,2,22,1945,233,233,55668,8,16,1758,0,0,0,0,0,0
201805,24,3,5,Maryland,1387,1387,311690,2,4,267,0,0,0,0,0,0,1372,1372,308494,0,0,0,0,0,0,0,0,0
201805,25,1,1,Massachusetts,635,635,196317,23,46,9772,8,26,4681,36,1531,433345,397,397,122200,14,28,7081,6,20,3840,20,1337,403342
201805,26,2,3,Michigan,1811,1811,472725,19,38,7013,9,32,3072,22,267,28942,1281,1281,354817,8,16,3305,7,25,2190,9,79,10151
