Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200308,01,3,6,Alabama,1984,1984,237949,17,34,1085,3,9,300,22,274,8985,1419,1419,174579,16,32,955,3,9,300,19,255,8137
200308,02,4,9,Alaska,165,165,30065,30,60,8630,6,23,2412,1,6,589,141,141,26140,29,58,8485,6,23,2412,1,6,589
200308,04,4,8,Arizona,5796,5796,890284,25,50,3745,15,47,4085,25,226,16231,5236,5236,830098,16,32,2567,14,44,3928,21,184,14430
200308,05,3,7,Arkansas,1096,1096,150371,57,114,8729,2,7,360,7,137,6601,998,998,138269,57,114,8729,2,7,360,5,120,6054
200308,06,4,9,California,11042,11042,2139546,105,210,23601,59,204,16377,223,3155,301049,9797,9797,1899147,90,180,20630,48,168,13398,183,2659,261093
200308,08,4,8,Colorado,2891,2891,502155,34,68,14725,18,64,5472,23,410,33032,2343,2343,405347,23,46,11523,16,57,4851,17,376,30460
200308,09,1,1,Connecticut,747,747,159017,18,36,2219,1,4,328,6,94,3506,606,606,119838,15,30,1901,1,4,328,2,55,2189
200308,10,3,5,Delaware,595,595,68822,0,0,0,0,0,0,8,95,5585,573,573,67175,0,0,0,0,0,0,7,90,5505
200308,11,3,5,District of Columbia,6,6,782,0,0,0,0,0,0,0,0,0,6,6,782,0,0,0,0,0,0,0,0,0
200308,12,3,5,Florida,13701,13701,1985167,153,306,26658,100,378,46527,161,4354,420563,13055,13055,1891564,149,298,25909,98,372,45820,148,4237,406028
200308,13,3,5,Georgia,6874,6874,833492,18,36,5633,23,89,3111,64,1644,86368,5466,5466,685641,12,24,1763,9,34,1823,47,1533,81990
200308,15,4,9,Hawaii,411,411,79307,4,8,679,4,16,1816,4,32,2195,411,411,79307,4,8,679,4,16,1816,4,32,2195
200308,16,4,8,Idaho,1077,1077,154806,12,24,1873,41,141,4931,15,141,5980,883,883,130232,11,22,1473,18,69,3294,8,74,3347
200308,17,2,3,Illinois,4211,4211,703121,70,140,14086,94,359,35182,83,1226,118439,3246,3246,546638,31,62,6033,55,214,12926,39,519,49058
200308,18,2,3,Indiana,3098,3098,473184,77,154,14277,37,130,10561,69,717,80294,2586,2586,405919,49,98,10136,33,118,9680,41,552,72613
200308,19,2,4,Iowa,1095,1095,156365,10,20,2167,18,65,6391,15,213,18240,908,908,132938,10,20,2167,18,65,6391,15,213,18240
200308,20,2,4,Kansas,877,877,134186,13,26,3038,12,45,3500,16,204,14062,786,786,122018,12,24,2870,12,45,3500,16,204,14062
200308,21,3,6,Kentucky,1594,1594,199145,23,46,2342,27,95,3504,7,72,3558,1330,1330,172804,21,42,2205,16,62,2587,5,57,3064
200308,22,3,7,Louisiana,1450,1450,177364,30,60,2837,8,26,1889,7,59,3685,1222,1222,151328,20,40,1837,8,26,1889,6,30,2165
200308,23,1,1,Maine,639,639,82634,9,18,1761,5,16,1283,5,27,1663,396,396,52442,6,12,1305,3,10,895,0,0,0
200308,24,3,5,Maryland,1770,1770,246398,2,4,317,11,44,1045,36,341,19389,1629,1629,225408,1,2,103,10,40,730,33,326,18685
200308,25,1,1,Massachusetts,1088,1088,205321,28,56,4776,16,57,5546,30,917,73621,591,591,120250,16,32,2730,12,44,4505,19,831,64145
200308,26,2,3,Michigan,4077,4077,591179,48,96,7023,12,43,3848,63,826,47261,2929,2929,443414,34,68,4527,9,33,3240,48,700,39096
