Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200506,01,3,6,Alabama,2095,2095,296066,7,14,1047,0,0,0,5,98,24819,1559,1559,227855,7,14,1047,0,0,0,2,44,15251
200506,02,4,9,Alaska,203,203,40568,34,68,9532,11,40,3263,4,46,5627,89,89,14890,14,28,3251,9,34,2551,0,0,0
200506,04,4,8,Arizona,7987,7987,1172854,21,42,3639,19,63,5114,23,645,53924,6047,6047,1026476,9,18,1837,15,48,4146,16,554,45683
200506,05,3,7,Arkansas,998,998,157051,27,54,4174,5,18,957,17,177,7574,735,735,121099,13,26,1724,3,11,442,2,36,1500
200506,06,4,9,California,14859,14859,3141009,87,174,18528,215,751,78589,205,4085,422875,12291,12291,2641022,67,134,13828,182,628,65714,148,3519,370967
200506,08,4,8,Colorado,3931,3931,871031,33,66,8525,25,80,9690,23,282,23778,3576,3576,807902,22,44,5305,14,47,5701,21,264,22334
200506,09,1,1,Connecticut,937,937,190496,5,10,657,4,15,1275,14,230,12722,773,773,151478,3,6,485,3,11,1016,7,142,8670
200506,10,3,5,Delaware,693,693,86097,40,80,5456,19,67,5253,9,71,4680,478,478,67087,40,80,5456,19,67,5253,6,53,4315
200506,11,3,5,District of Columbia,6,6,1385,0,0,0,2,8,623,2,297,46180,6,6,1385,0,0,0,2,8,623,2,297,46180
200506,12,3,5,Florida,19836,19836,3418631,124,248,24757,98,373,40213,344,6104,752759,17452,17452,3052471,112,224,21820,84,324,34731,292,5277,676141
200506,13,3,5,Georgia,8070,8070,1138497,35,70,8295,10,36,2868,30,601,41268,6928,6928,994777,23,46,6862,5,19,2025,18,454,30405
200506,15,4,9,Hawaii,556,556,121938,3,6,637,18,72,21464,17,207,27805,556,556,121938,3,6,637,18,72,21464,17,207,27805
200506,16,4,8,Idaho,1888,1888,329971,19,38,3676,20,79,5140,5,43,3332,1638,1638,281381,16,32,3370,19,75,4957,5,43,3332
200506,17,2,3,Illinois,4906,4906,931079,85,170,19450,76,254,22902,62,691,65522,3945,3945,763738,42,84,9353,72,242,21818,47,551,53998
200506,18,2,3,Indiana,3082,3082,496307,39,78,8017,19,72,6539,33,408,20591,2689,2689,438882,25,50,5289,16,63,6079,28,360,18355
200506,19,2,4,Iowa,1339,1339,212273,18,36,4286,7,24,1975,8,181,16248,1065,1065,171190,16,32,3912,6,21,1975,7,176,15775
200506,20,2,4,Kansas,1182,1182,173576,14,28,2578,3,12,1188,6,49,3162,1077,1077,157273,10,20,1774,0,0,0,5,44,2731
200506,21,3,6,Kentucky,1746,1746,248455,20,40,2313,9,32,3318,13,193,12929,1198,1198,171140,19,38,2228,8,29,3213,6,120,8581
200506,22,3,7,Louisiana,1889,1889,243038,16,32,3057,2,6,347,16,100,6882,1233,1233,173289,4,8,1400,0,0,0,1,15,910
200506,23,1,1,Maine,879,879,135085,15,30,2562,14,52,2218,6,41,2619,428,428,70309,11,22,1734,13,49,1957,0,0,0
200506,24,3,5,Maryland,2602,2602,413112,158,316,17651,4,15,1276,15,377,57246,2301,2301,379930,156,312,17328,2,8,668,7,287,49733
200506,25,1,1,Massachusetts,1414,1414,296701,39,78,7373,10,32,3039,57,1111,91806,827,827,186982,24,48,4587,6,19,1709,32,818,62177
200506,26,2,3,Michigan,4233,4233,632307,31,62,5145,18,56,6617,32,326,28376,2764,2764,437702,23,46,3908,3,11,1015,20,244,22587
