Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201109,01,3,6,Alabama,568,568,106522,1,2,266,0,0,0,7,244,14594,393,393,88415,0,0,0,0,0,0,5,216,12562
201109,02,4,9,Alaska,67,67,15381,1,2,260,0,0,0,0,0,0,50,50,11798,1,2,260,0,0,0,0,0,0
201109,04,4,8,Arizona,984,984,226649,2,4,527,4,14,2253,13,197,22620,853,853,198315,0,0,0,4,14,2253,11,186,21538
201109,05,3,7,Arkansas,316,316,59240,12,24,1801,2,7,290,2,16,900,264,264,47089,12,24,1801,2,7,290,2,16,900
201109,06,4,9,California,1570,1570,477741,21,42,7764,9,33,6687,51,1756,257152,1175,1175,381384,20,40,7058,7,27,4971,28,1489,226374
201109,08,4,8,Colorado,821,821,227440,7,14,2158,2,8,1012,9,337,30204,729,729,207093,7,14,2158,2,8,1012,7,323,29196
201109,09,1,1,Connecticut,146,146,41565,9,18,855,25,89,1363,6,188,19447,106,106,27530,8,16,688,25,89,1363,2,165,17550
201109,10,3,5,Delaware,229,229,31633,4,8,826,2,8,700,1,5,315,136,136,21463,4,8,826,2,8,700,0,0,0
201109,11,3,5,District of Columbia,5,5,1910,2,4,170,0,0,0,1,205,79841,5,5,1910,2,4,170,0,0,0,1,205,79841
201109,12,3,5,Florida,2730,2730,677788,11,22,2986,35,107,9278,55,682,75400,2503,2503,618081,10,20,2778,5,17,2381,38,572,64358
201109,13,3,5,Georgia,1089,1089,193790,2,4,551,8,30,3548,24,348,24057,751,751,141152,1,2,386,7,27,3395,23,339,23374
201109,15,4,9,Hawaii,150,150,45540,0,0,0,3,9,1100,7,562,32690,88,88,25139,0,0,0,3,9,1100,3,507,29445
201109,16,4,8,Idaho,357,357,71960,2,4,571,11,44,2612,5,82,6026,319,319,65228,1,2,371,11,44,2612,3,48,2183
201109,17,2,3,Illinois,644,644,148385,8,16,1720,12,42,4879,22,291,51268,434,434,104783,6,12,1249,11,39,4684,11,203,43188
201109,18,2,3,Indiana,1014,1014,182762,22,44,4511,1,4,727,21,310,26672,905,905,166918,21,42,4480,1,4,727,20,304,26147
201109,19,2,4,Iowa,431,431,84116,10,20,2315,3,11,745,13,190,13315,328,328,62959,7,14,1568,2,8,445,9,166,11856
201109,20,2,4,Kansas,245,245,53026,16,32,3674,4,16,1459,18,408,36810,215,215,47111,15,30,3394,4,16,1459,18,408,36810
201109,21,3,6,Kentucky,417,417,68129,4,8,610,9,36,1775,17,194,6931,339,339,54982,3,6,480,9,36,1775,15,184,6332
201109,22,3,7,Louisiana,777,777,129833,11,22,1887,4,13,739,6,43,2913,438,438,77193,9,18,1554,3,10,490,0,0,0
201109,23,1,1,Maine,191,191,32022,2,4,482,0,0,0,1,6,263,74,74,11511,1,2,200,0,0,0,0,0,0
201109,24,3,5,Maryland,635,635,122234,20,40,2251,0,0,0,4,114,20167,458,458,87584,17,34,1570,0,0,0,1,65,15000
201109,25,1,1,Massachusetts,372,372,105984,7,14,2134,2,7,725,14,93,8114,238,238,74225,3,6,1052,0,0,0,0,0,0
201109,26,2,3,Michigan,777,777,148218,4,8,1001,3,11,1456,9,74,6134,499,499,105607,3,6,567,2,8,1156,4,20,2770
201109,27,2,4,Minnesota,709,709,155928,4,8,1038,2,8,1084,4,169,12644,546,546,123974,2,4,626,2,8,1084,2,143,9500
