Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200201,01,3,6,Alabama,1497,1497,187010,10,20,1040,2,8,576,19,281,14612,1190,1190,159366,10,20,1040,2,8,576,17,252,13290
200201,02,4,9,Alaska,114,114,19709,21,42,5301,0,0,0,0,0,0,93,93,16590,21,42,5301,0,0,0,0,0,0
200201,04,4,8,Arizona,3667,3667,511568,18,36,2480,16,62,2820,17,153,8878,3251,3251,467026,15,30,2170,16,62,2820,7,103,6681
200201,05,3,7,Arkansas,605,605,68984,3,6,351,0,0,0,67,848,34769,512,512,59482,3,6,351,0,0,0,67,848,34769
200201,06,4,9,California,7581,7581,1325127,44,88,9768,75,260,23547,188,2620,226513,6655,6655,1165537,38,76,8599,67,235,20810,168,2477,216952
200201,08,4,8,Colorado,2041,2041,305468,18,36,5800,21,76,7440,62,1166,81003,1765,1765,264107,17,34,5733,19,70,6867,59,1124,78263
200201,09,1,1,Connecticut,508,508,88429,16,32,1407,0,0,0,5,50,2357,442,442,71134,13,26,1087,0,0,0,3,40,2028
200201,10,3,5,Delaware,416,416,52321,0,0,0,0,0,0,4,50,1847,270,270,39927,0,0,0,0,0,0,0,0,0
200201,11,3,5,District of Columbia,49,49,6081,0,0,0,0,0,0,0,0,0,49,49,6081,0,0,0,0,0,0,0,0,0
200201,12,3,5,Florida,10819,10819,1465628,85,170,14056,80,307,23215,237,4051,293926,9607,9607,1328858,83,166,13849,63,242,18829,210,3701,268303
200201,13,3,5,Georgia,5464,5464,640994,15,30,1705,28,97,4149,100,1410,78187,4883,4883,580674,12,24,1481,17,64,3524,86,1304,74378
200201,15,4,9,Hawaii,250,250,53743,1,2,200,0,0,0,1,7,419,166,166,39980,1,2,200,0,0,0,0,0,0
200201,16,4,8,Idaho,589,589,72970,3,6,521,4,16,860,9,55,6001,521,521,61968,3,6,521,4,16,860,9,55,6001
200201,17,2,3,Illinois,2305,2305,364533,16,32,3031,30,105,8704,47,840,47559,1928,1928,313604,7,14,1542,12,46,4255,30,501,29387
200201,18,2,3,Indiana,1929,1929,273368,43,86,7122,4,15,1011,47,371,32336,1682,1682,245064,39,78,6499,3,12,912,44,356,31647
200201,19,2,4,Iowa,417,417,56416,6,12,1147,6,24,1861,36,329,28894,363,363,48748,6,12,1147,6,24,1861,35,324,28576
200201,20,2,4,Kansas,519,519,72759,30,60,5136,4,15,1150,0,0,0,467,467,65567,30,60,5136,4,15,1150,0,0,0
200201,21,3,6,Kentucky,1186,1186,119700,10,20,974,8,32,1560,9,81,4154,834,834,91032,8,16,837,7,28,1352,4,51,3047
200201,22,3,7,Louisiana,1182,1182,141975,5,10,515,11,43,1201,2,20,1135,1059,1059,127776,4,8,347,0,0,0,1,8,515
200201,23,1,1,Maine,274,274,36807,3,6,410,2,7,750,4,39,1839,165,165,23038,3,6,410,1,4,350,3,34,1620
200201,24,3,5,Maryland,1629,1629,200266,4,8,498,1,3,193,24,631,30161,1570,1570,193988,1,2,127,1,3,193,23,626,29749
200201,25,1,1,Massachusetts,960,960,163308,28,56,4515,8,27,2198,4,65,5294,685,685,117240,20,40,3302,6,21,1966,1,50,3199
200201,26,2,3,Michigan,2208,2208,314477,40,80,8368,4,14,1278,22,218,14080,1688,1688,256907,37,74,7898,3,11,1038,14,168,11414
