Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201909,01,3,6,Alabama,1089,1089,219577,1,2,247,2,7,623,8,325,35915,881,881,170609,0,0,0,1,4,175,4,226,23229
201909,02,4,9,Alaska,86,86,25425,2,4,684,2,8,1192,15,95,14328,10,10,2436,0,0,0,1,4,497,13,78,11640
201909,04,4,8,Arizona,2566,2566,706302,31,62,9839,2,7,1746,15,667,114361,2389,2389,669664,30,60,9560,2,7,1746,10,417,72111
201909,05,3,7,Arkansas,719,719,156799,22,44,6041,2,8,424,7,135,8185,550,550,124607,18,36,5327,0,0,0,2,86,5000
201909,06,4,9,California,4282,4282,1235559,93,186,41569,26,88,16457,166,5364,719852,3568,3568,1017281,86,172,37189,20,70,13215,126,4692,591193
201909,08,4,8,Colorado,2235,2235,640814,17,34,5677,5,17,3033,55,1013,149173,2071,2071,588098,15,30,4931,3,11,1965,45,772,120787
201909,09,1,1,Connecticut,189,189,59162,10,20,1923,10,40,2750,23,229,29730,125,125,36754,9,18,1750,10,40,2750,15,178,23226
201909,10,3,5,Delaware,447,447,62034,4,8,851,3,12,864,13,70,10725,340,340,51605,4,8,851,3,12,864,11,60,9770
201909,11,3,5,District of Columbia,3,3,712,4,8,895,0,0,0,4,358,40184,3,3,712,4,8,895,0,0,0,4,358,40184
201909,12,3,5,Florida,8193,8193,2144406,79,158,22146,26,103,21464,152,6613,737124,7492,7492,1974119,78,156,21925,26,103,21464,140,6287,701309
201909,13,3,5,Georgia,3289,3289,737175,17,34,3072,11,38,5033,37,1059,126849,2618,2618,590621,16,32,2940,9,31,4499,19,834,101447
201909,15,4,9,Hawaii,226,226,79717,0,0,0,0,0,0,3,144,28174,69,69,26413,0,0,0,0,0,0,0,0,0
201909,16,4,8,Idaho,908,908,191415,8,16,2595,20,80,7625,10,190,19273,718,718,149516,7,14,2183,20,80,7625,6,126,12705
201909,17,2,3,Illinois,831,831,221577,30,60,10310,25,88,21961,52,440,44261,610,610,166061,27,54,9274,24,85,21559,35,333,30414
201909,18,2,3,Indiana,1447,1447,395716,8,16,2055,2,8,1600,17,319,30366,1272,1272,355550,7,14,1805,2,8,1600,11,288,27885
201909,19,2,4,Iowa,979,979,245363,2,4,673,0,0,0,7,54,5762,763,763,210092,2,4,673,0,0,0,6,49,5302
201909,20,2,4,Kansas,404,404,113208,22,44,5269,6,23,2938,5,228,17846,290,290,84972,7,14,2960,5,20,2663,4,223,17496
201909,21,3,6,Kentucky,715,715,166795,11,22,3243,2,8,1137,21,413,42687,426,426,99155,7,14,2254,2,8,1137,8,51,5641
201909,22,3,7,Louisiana,1119,1119,226779,13,26,1936,2,7,736,9,284,35575,737,737,151684,6,12,540,1,4,264,7,220,22828
201909,23,1,1,Maine,288,288,70881,10,20,3172,1,3,250,7,49,4415,156,156,39851,8,16,2619,0,0,0,2,24,2100
201909,24,3,5,Maryland,917,917,209889,0,0,0,0,0,0,4,528,68384,902,902,206716,0,0,0,0,0,0,4,528,68384
201909,25,1,1,Massachusetts,438,438,141346,22,44,7703,5,16,3184,30,371,56623,262,262,88928,16,32,5352,4,13,2559,13,140,22755
201909,26,2,3,Michigan,1538,1538,435664,5,10,1887,10,37,5756,42,617,71926,1113,1113,332249,2,4,1200,8,31,5196,30,555,63911
