Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200112,01,3,6,Alabama,1085,1085,123061,1,2,106,5,17,932,6,69,3966,800,800,93506,1,2,106,5,17,932,3,52,3213
200112,02,4,9,Alaska,89,89,15538,2,4,447,3,12,1084,0,0,0,76,76,13473,1,2,302,3,12,1084,0,0,0
200112,04,4,8,Arizona,2978,2978,421225,7,14,1027,16,55,4498,44,731,46551,2645,2645,381118,2,4,398,11,38,3284,40,693,44239
200112,05,3,7,Arkansas,467,467,57994,26,52,3324,1,3,75,6,56,2360,416,416,52529,24,48,3049,1,3,75,6,56,2360
200112,06,4,9,California,7903,7903,1470515,50,100,10577,82,273,29106,177,3108,241720,7062,7062,1322529,43,86,8818,76,251,26951,155,2874,225936
200112,08,4,8,Colorado,1963,1963,297123,38,76,8177,15,53,4628,60,879,60719,1767,1767,263552,38,76,8177,13,47,4056,56,822,58122
200112,09,1,1,Connecticut,708,708,142332,1,2,163,0,0,0,3,15,468,627,627,129561,1,2,163,0,0,0,0,0,0
200112,10,3,5,Delaware,313,313,35916,0,0,0,0,0,0,6,59,2165,195,195,25900,0,0,0,0,0,0,0,0,0
200112,11,3,5,District of Columbia,11,11,1365,0,0,0,0,0,0,1,203,12067,11,11,1365,0,0,0,0,0,0,1,203,12067
200112,12,3,5,Florida,8583,8583,1132170,71,142,10139,71,266,26175,283,4211,279034,7995,7995,1048947,69,138,10024,68,257,25565,270,4061,256534
200112,13,3,5,Georgia,4660,4660,523215,34,68,4803,25,100,5576,88,1565,72435,4049,4049,464277,31,62,4552,15,60,4906,71,1414,67440
200112,15,4,9,Hawaii,205,205,50714,3,6,598,0,0,0,0,0,0,205,205,50714,3,6,598,0,0,0,0,0,0
200112,16,4,8,Idaho,427,427,52824,7,14,803,2,8,412,15,103,5585,398,398,48684,5,10,459,1,4,203,14,98,5401
200112,17,2,3,Illinois,2145,2145,347781,46,92,6877,55,196,11985,46,1234,86816,1892,1892,310628,36,72,5314,26,103,4958,27,843,64444
200112,18,2,3,Indiana,1736,1736,250282,57,114,8677,12,47,3427,29,444,23565,1478,1478,219293,51,102,8016,11,44,3247,24,418,22506
200112,19,2,4,Iowa,490,490,68552,5,10,1008,4,12,924,39,481,26448,405,405,55434,5,10,1008,3,9,756,38,476,26297
200112,20,2,4,Kansas,817,817,121416,29,58,4274,5,20,1750,26,279,13797,796,796,118307,29,58,4274,5,20,1750,26,279,13797
200112,21,3,6,Kentucky,891,891,94506,8,16,692,12,44,2830,21,191,8206,601,601,70742,7,14,618,11,40,2530,14,148,6299
200112,22,3,7,Louisiana,828,828,99060,6,12,668,2,8,457,7,65,2742,721,721,85573,5,10,500,1,4,190,6,54,2175
200112,23,1,1,Maine,310,310,40415,1,2,60,0,0,0,6,35,1659,239,239,31374,0,0,0,0,0,0,5,30,1441
200112,24,3,5,Maryland,1651,1651,207935,8,16,1217,3,9,747,10,191,9556,1450,1450,181325,6,12,970,2,6,671,7,71,2743
200112,25,1,1,Massachusetts,951,951,172694,28,56,5511,14,48,5119,5,79,4925,642,642,123700,17,34,3513,12,42,4007,2,64,3715
200112,26,2,3,Michigan,2109,2109,291621,17,34,3628,7,27,2639,87,877,71299,1610,1610,231059,11,22,2316,6,24,2307,65,744,64696
