Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201001,01,3,6,Alabama,696,696,111516,1,2,139,0,0,0,16,183,13930,523,523,90982,1,2,139,0,0,0,12,132,10981
201001,02,4,9,Alaska,24,24,5775,0,0,0,0,0,0,0,0,0,16,16,4373,0,0,0,0,0,0,0,0,0
201001,04,4,8,Arizona,993,993,206147,1,2,210,2,7,1275,21,256,24681,823,823,172321,0,0,0,2,7,1275,19,236,23467
201001,05,3,7,Arkansas,329,329,50418,9,18,1124,0,0,0,4,64,2700,295,295,44573,9,18,1124,0,0,0,4,64,2700
201001,06,4,9,California,1910,1910,470634,22,44,7349,23,76,15884,81,992,104191,1632,1632,405632,18,36,6137,20,67,13496,69,903,95786
201001,08,4,8,Colorado,568,568,129596,4,8,1291,2,7,724,6,90,8711,542,542,124346,4,8,1291,1,4,531,3,75,7120
201001,09,1,1,Connecticut,150,150,37897,1,2,254,0,0,0,2,13,1589,126,126,27748,1,2,254,0,0,0,1,8,1281
201001,10,3,5,Delaware,193,193,26061,2,4,318,0,0,0,1,5,80,159,159,23020,2,4,318,0,0,0,0,0,0
201001,11,3,5,District of Columbia,15,15,2476,0,0,0,0,0,0,1,5,452, , , , , , , , , , , ,
201001,12,3,5,Florida,2732,2732,594233,15,30,3694,4,16,2410,75,1040,85723,2455,2455,539906,14,28,3486,4,16,2410,68,995,81179
201001,13,3,5,Georgia,1095,1095,182278,1,2,150,1,3,153,11,107,7443,903,903,152122,0,0,0,0,0,0,8,92,6626
201001,15,4,9,Hawaii,123,123,28165,0,0,0,0,0,0,2,12,1500,123,123,28165,0,0,0,0,0,0,2,12,1500
201001,16,4,8,Idaho,257,257,43974,1,2,328,1,3,139,10,92,4839,216,216,36625,0,0,0,1,3,139,10,92,4839
201001,17,2,3,Illinois,333,333,76071,5,10,1402,3,10,1469,5,28,2959,219,219,52538,3,6,971,3,10,1469,1,7,680
201001,18,2,3,Indiana,547,547,94913,5,10,1003,15,58,4899,14,193,11729,506,506,88786,5,10,1003,14,55,4899,13,188,10200
201001,19,2,4,Iowa,181,181,31188,7,14,1292,0,0,0,0,0,0,171,171,29366,6,12,1050,0,0,0,0,0,0
201001,20,2,4,Kansas,201,201,35477,2,4,512,2,6,540,3,35,2418,115,115,21557,1,2,299,2,6,540,2,24,1525
201001,21,3,6,Kentucky,336,336,47638,10,20,1337,2,7,385,5,59,2363,284,284,38922,9,18,1207,2,7,385,4,54,2194
201001,22,3,7,Louisiana,701,701,113701,6,12,994,0,0,0,2,11,765,533,533,89475,6,12,994,0,0,0,0,0,0
201001,23,1,1,Maine,100,100,18184,1,2,223,0,0,0,1,5,449,53,53,10342,1,2,223,0,0,0,0,0,0
201001,24,3,5,Maryland,588,588,111536,1,2,150,0,0,0,9,173,16949,515,515,96175,1,2,150,0,0,0,5,127,12357
201001,25,1,1,Massachusetts,293,293,78694,10,20,2310,7,23,2532,9,127,14517,195,195,57955,7,14,1798,6,20,2236,5,107,12413
201001,26,2,3,Michigan,329,329,59518,10,20,1880,20,75,7499,6,61,3091,242,242,45020,10,20,1880,19,71,7121,5,56,2660
201001,27,2,4,Minnesota,216,216,50465,0,0,0,1,4,694,0,0,0,199,199,47378,0,0,0,1,4,694,0,0,0
201001,28,3,6,Mississippi,366,366,54141,0,0,0,0,0,0,0,0,0,264,264,41861,0,0,0,0,0,0,0,0,0
