Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201612,01,3,6,Alabama,818,818,168308,4,8,1255,2,7,1069,6,118,8962,657,657,133361,0,0,0,1,4,432,3,48,2885
201612,02,4,9,Alaska,71,71,21625,2,4,564,1,3,523,2,16,2530,10,10,2776,2,4,564,0,0,0,0,0,0
201612,04,4,8,Arizona,1916,1916,469933,20,40,4506,2,8,1367,58,1437,175003,1766,1766,428453,19,38,4160,2,8,1367,36,1301,160458
201612,05,3,7,Arkansas,417,417,91803,39,78,11325,1,3,75,15,264,23042,303,303,71334,37,74,11039,1,3,75,13,252,22269
201612,06,4,9,California,4968,4968,1376334,105,210,35637,43,145,34829,209,5127,704482,4377,4377,1204888,102,204,33604,40,135,33645,173,4511,616784
201612,08,4,8,Colorado,1726,1726,517172,4,8,1105,2,6,713,60,1124,141263,1499,1499,454936,2,4,529,2,6,713,56,1093,135760
201612,09,1,1,Connecticut,178,178,52944,4,8,963,2,8,1336,4,32,2218,140,140,34724,4,8,963,2,8,1336,0,0,0
201612,10,3,5,Delaware,386,386,51157,8,16,2451,5,20,2280,3,28,2384,301,301,43621,8,16,2451,5,20,2280,1,5,663
201612,11,3,5,District of Columbia,22,22,5013,0,0,0,0,0,0,4,347,34823,22,22,5013,0,0,0,0,0,0,4,347,34823
201612,12,3,5,Florida,5884,5884,1554598,102,204,25149,35,134,19937,146,3636,455264,5333,5333,1412763,100,200,24595,34,131,19422,134,3477,443058
201612,13,3,5,Georgia,3033,3033,577942,1,2,127,6,24,2813,13,1210,133233,2483,2483,468185,0,0,0,6,24,2813,7,1088,123007
201612,15,4,9,Hawaii,191,191,79688,0,0,0,0,0,0,1,6,10000,176,176,70333,0,0,0,0,0,0,1,6,10000
201612,16,4,8,Idaho,505,505,110606,2,4,710,10,39,3203,9,102,8350,374,374,76919,1,2,413,8,32,2644,4,59,4361
201612,17,2,3,Illinois,559,559,149559,6,12,2592,12,42,8920,25,609,135691,412,412,115049,3,6,1702,12,42,8920,19,559,131121
201612,18,2,3,Indiana,778,778,192282,21,42,5035,9,30,3605,10,232,16090,714,714,179414,19,38,4511,8,27,3445,6,208,14245
201612,19,2,4,Iowa,472,472,105014,1,2,173,1,3,293,19,371,40779,410,410,95759,1,2,173,1,3,293,17,354,39169
201612,20,2,4,Kansas,305,305,80932,8,16,1309,6,19,1896,3,46,3613,210,210,58798,0,0,0,5,16,1419,1,15,1433
201612,21,3,6,Kentucky,496,496,90801,4,8,597,6,23,1824,16,185,10694,326,326,61210,0,0,0,5,20,1561,12,133,7552
201612,22,3,7,Louisiana,1020,1020,208050,12,24,1727,2,7,809,1,23,2857,657,657,141839,10,20,1400,1,3,180,0,0,0
201612,23,1,1,Maine,278,278,61530,6,12,1245,1,3,333,3,21,2205,172,172,41226,5,10,1020,0,0,0,1,8,445
201612,24,3,5,Maryland,896,896,205983,1,2,209,0,0,0,4,93,13488,835,835,193515,0,0,0,0,0,0,2,24,2404
201612,25,1,1,Massachusetts,516,516,161021,28,56,18633,3,9,1670,20,354,80120,357,357,115241,23,46,16804,3,9,1670,7,234,62184
201612,26,2,3,Michigan,885,885,215443,16,32,4118,0,0,0,14,254,32750,782,782,194022,5,10,1353,0,0,0,4,204,29447
201612,27,2,4,Minnesota,904,904,247139,0,0,0,14,46,8172,36,1131,180109,803,803,219609,0,0,0,4,16,3222,15,1005,169664
