Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200711,01,3,6,Alabama,1166,1166,169851,3,6,248,3,11,1400,48,777,51041,939,939,135701,3,6,248,3,11,1400,36,592,39385
200711,02,4,9,Alaska,49,49,10622,7,14,2528,0,0,0,2,83,7219,24,24,5878,4,8,1859,0,0,0,2,83,7219
200711,04,4,8,Arizona,1488,1488,286099,14,28,3121,24,76,8349,75,1638,175360,1259,1259,251861,11,22,2601,23,72,8123,73,1625,174435
200711,05,3,7,Arkansas,415,415,63536,20,40,3856,1,3,367,19,268,21386,321,321,47545,10,20,1323,0,0,0,15,227,19019
200711,06,4,9,California,3014,3014,688779,71,142,19429,31,103,10636,125,1980,234536,2504,2504,582182,58,116,15553,12,39,5192,98,1692,197040
200711,08,4,8,Colorado,1156,1156,315279,23,46,5482,3,11,2201,23,358,58804,962,962,269295,23,46,5482,2,8,1713,10,193,37149
200711,09,1,1,Connecticut,468,468,123357,14,28,3091,1,4,200,6,138,16065,411,411,106276,14,28,3091,1,4,200,2,92,13355
200711,10,3,5,Delaware,260,260,34351,1,2,200,4,15,1526,2,17,548,180,180,24596,1,2,200,4,15,1526,0,0,0
200711,11,3,5,District of Columbia,3,3,190,2,4,500,0,0,0,0,0,12,3,3,190,2,4,500,0,0,0,0,0,12
200711,12,3,5,Florida,3612,3612,751648,41,82,12287,33,122,22450,96,1937,211072,2872,2872,620555,34,68,11276,17,62,11319,61,1416,117928
200711,13,3,5,Georgia,2613,2613,433494,7,14,1115,5,19,2231,37,833,73658,2255,2255,381514,5,10,868,3,12,1878,31,784,70213
200711,15,4,9,Hawaii,243,243,62386,2,4,465,2,7,2008,3,72,9626,90,90,22428,2,4,465,0,0,0,0,0,0
200711,16,4,8,Idaho,559,559,101848,6,12,905,25,99,9469,2,20,5488,427,427,77218,3,6,510,24,96,9120,0,0,0
200711,17,2,3,Illinois,1381,1381,335005,39,78,9575,38,127,11728,58,932,74766,1096,1096,274072,23,46,5466,36,120,11341,49,853,68040
200711,18,2,3,Indiana,1294,1294,232988,35,70,6895,18,60,6349,19,335,23390,1156,1156,214219,27,54,5573,17,57,6349,16,320,22802
200711,19,2,4,Iowa,602,602,105819,10,20,2168,7,26,1967,11,105,7380,501,501,89409,9,18,1936,7,26,1967,10,98,6661
200711,20,2,4,Kansas,713,713,113935,11,22,1101,1,4,454,8,214,14633,666,666,106673,10,20,900,0,0,0,6,201,14227
200711,21,3,6,Kentucky,651,651,100219,6,12,938,6,24,694,4,26,1881,581,581,88642,5,10,809,6,24,694,2,15,1488
200711,22,3,7,Louisiana,951,951,162360,35,70,5258,0,0,0,10,145,17779,731,731,133320,34,68,5207,0,0,0,6,104,15154
200711,23,1,1,Maine,222,222,40155,5,10,857,2,6,681,5,48,3477,84,84,18675,2,4,550,1,3,420,1,27,1615
200711,24,3,5,Maryland,668,668,127128,0,0,0,3,11,1133,8,275,29232,643,643,122282,0,0,0,3,11,1133,7,252,27054
200711,25,1,1,Massachusetts,632,632,149458,17,34,4056,19,60,5377,15,173,20970,431,431,111035,10,20,2565,16,51,4842,2,48,7252
200711,26,2,3,Michigan,972,972,164779,5,10,904,2,6,585,12,165,11649,708,708,129243,4,8,797,1,3,346,5,123,8153
200711,27,2,4,Minnesota,781,781,170820,8,16,2070,4,14,1696,11,246,30870,516,516,122395,5,10,1542,3,11,1340,5,190,23631
