Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201911,01,3,6,Alabama,1098,1098,227480,4,8,2066,4,13,2220,8,99,12630,783,783,164459,3,6,1819,3,10,1773,3,18,2182
201911,02,4,9,Alaska,82,82,24286,1,2,200,1,4,695,2,27,2771,10,10,2526,0,0,0,0,0,0,1,12,400
201911,04,4,8,Arizona,2568,2568,691651,40,80,9369,5,17,3061,30,1510,259410,2348,2348,642860,39,78,9070,5,17,3061,16,1243,217940
201911,05,3,7,Arkansas,599,599,124146,19,38,5781,3,10,491,18,359,34680,469,469,98866,16,32,5242,1,3,120,13,319,32081
201911,06,4,9,California,4636,4636,1343338,56,112,24262,42,140,27277,119,2742,475336,3877,3877,1127228,48,96,19679,36,121,24872,77,2109,364706
201911,08,4,8,Colorado,2262,2262,678273,14,28,5697,5,18,2228,58,1298,160750,2137,2137,649714,13,26,5334,3,11,1235,45,1182,151968
201911,09,1,1,Connecticut,253,253,61005,1,2,173,4,16,630,9,290,33229,152,152,30836,0,0,0,4,16,630,1,223,24925
201911,10,3,5,Delaware,405,405,56950,7,14,1458,2,8,929,6,55,3814,388,388,54282,7,14,1458,2,8,929,5,50,3329
201911,11,3,5,District of Columbia,24,24,5699,4,8,895,0,0,0,2,237,26602,24,24,5699,4,8,895,0,0,0,2,237,26602
201911,12,3,5,Florida,7256,7256,1916360,54,108,14618,23,90,16093,86,2920,337505,6571,6571,1745279,50,100,13588,23,90,16093,72,2624,306941
201911,13,3,5,Georgia,2930,2930,668920,31,62,8629,1,4,360,24,413,47954,2178,2178,483754,21,42,4772,1,4,360,19,324,37745
201911,15,4,9,Hawaii,175,175,71512,2,4,687,0,0,0,0,0,0,97,97,47299,2,4,687,0,0,0,0,0,0
201911,16,4,8,Idaho,888,888,190990,9,18,2886,9,36,3412,12,441,50463,712,712,150862,8,16,2475,9,36,3412,10,401,45812
201911,17,2,3,Illinois,659,659,174181,12,24,2281,27,90,8464,40,1044,41774,487,487,134328,9,18,1245,26,87,8137,21,908,23944
201911,18,2,3,Indiana,1127,1127,294747,11,22,2849,3,11,2450,51,730,66357,1017,1017,269901,8,16,2131,3,11,2450,43,679,61880
201911,19,2,4,Iowa,595,595,146959,1,2,442,2,7,875,5,70,6976,505,505,132160,1,2,442,2,7,875,4,65,6516
201911,20,2,4,Kansas,325,325,91618,19,38,5151,11,41,5620,7,60,5960,236,236,71911,5,10,2867,11,41,5620,6,46,4981
201911,21,3,6,Kentucky,572,572,128951,6,12,1280,2,7,639,13,289,29675,315,315,69227,2,4,377,1,4,376,0,0,0
201911,22,3,7,Louisiana,1023,1023,206661,9,18,1734,2,6,733,3,80,13007,619,619,122845,2,4,338,0,0,0,0,0,0
201911,23,1,1,Maine,209,209,49965,3,6,849,0,0,0,5,62,5460,81,81,20986,1,2,225,0,0,0,1,12,723
201911,24,3,5,Maryland,966,966,228018,6,12,3140,1,4,586,6,181,43180,916,916,217109,6,12,3140,1,4,586,4,60,25318
201911,25,1,1,Massachusetts,447,447,134465,10,20,3929,18,56,11443,29,892,151771,253,253,79329,5,10,2025,16,50,9498,11,565,104010
201911,26,2,3,Michigan,987,987,250714,14,28,4914,12,43,8156,23,263,34686,664,664,169323,2,4,601,10,37,7458,9,193,27451
