Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201908,01,3,6,Alabama,1276,1276,251662,5,10,1596,1,3,280,9,181,28265,1019,1019,194360,4,8,1349,1,3,280,3,107,21800
201908,02,4,9,Alaska,116,116,33516,5,10,1572,4,15,2168,3,45,3451,27,27,6288,1,2,346,2,8,1114,1,32,1396
201908,04,4,8,Arizona,2988,2988,791170,50,100,11161,16,55,7739,35,884,108302,2575,2575,683956,48,96,10584,16,55,7739,29,673,73214
201908,05,3,7,Arkansas,649,649,140413,49,98,9798,18,70,4695,34,1378,92915,485,485,110028,44,88,8986,15,60,4165,29,1329,89540
201908,06,4,9,California,4977,4977,1481399,118,236,46182,47,160,31462,126,3470,533894,4164,4164,1232052,109,218,40393,41,141,28837,92,3039,457362
201908,08,4,8,Colorado,2758,2758,851527,15,30,3451,5,18,3131,18,355,48137,2495,2495,767694,14,28,3029,4,15,2561,11,248,35698
201908,09,1,1,Connecticut,253,253,67214,6,12,2040,1,3,311,11,108,12350,168,168,38294,5,10,1867,1,3,311,2,46,4878
201908,10,3,5,Delaware,456,456,60456,12,24,2479,3,11,1188,4,21,3400,344,344,49773,12,24,2479,3,11,1188,2,11,2445
201908,11,3,5,District of Columbia,6,6,1425,1,2,224,0,0,0,7,376,42204,6,6,1425,1,2,224,0,0,0,7,376,42204
201908,12,3,5,Florida,9222,9222,2468025,87,174,24407,20,76,12402,163,5715,690557,8184,8184,2215040,85,170,23906,20,76,12402,142,5111,621339
201908,13,3,5,Georgia,3650,3650,826760,20,40,7664,8,30,4519,30,622,85929,2774,2774,639138,20,40,7664,7,26,4272,11,395,49254
201908,15,4,9,Hawaii,265,265,93926,0,0,0,0,0,0,1,42,7500,159,159,61020,0,0,0,0,0,0,1,42,7500
201908,16,4,8,Idaho,1072,1072,230973,14,28,3401,10,40,3134,28,607,61492,929,929,194221,12,24,2849,9,36,2881,26,571,57319
201908,17,2,3,Illinois,741,741,213467,15,30,4843,19,66,15317,21,692,66035,529,529,159060,12,24,4244,17,60,14479,12,510,43728
201908,18,2,3,Indiana,1531,1531,412380,41,82,12132,14,45,5471,24,514,77449,1352,1352,373885,38,76,11326,14,45,5471,17,458,72453
201908,19,2,4,Iowa,973,973,238780,4,8,1395,0,0,0,19,428,46494,688,688,183446,2,4,598,0,0,0,7,368,41296
201908,20,2,4,Kansas,444,444,116949,25,50,4918,2,7,1350,6,426,56760,293,293,80052,10,20,2465,2,7,1350,2,180,23342
201908,21,3,6,Kentucky,779,779,175765,11,22,2305,4,14,1263,29,488,48634,473,473,104000,8,16,1885,3,11,972,13,127,11726
201908,22,3,7,Louisiana,1381,1381,276519,19,38,3355,2,6,733,2,72,14397,875,875,175766,9,18,1464,0,0,0,0,0,0
201908,23,1,1,Maine,410,410,84496,6,12,1396,0,0,0,6,56,5462,232,232,43843,4,8,935,0,0,0,0,0,0
201908,24,3,5,Maryland,963,963,229979,5,10,1450,0,0,0,23,316,59143,935,935,224921,4,8,1300,0,0,0,22,155,34745
201908,25,1,1,Massachusetts,503,503,159216,17,34,6298,7,22,3538,24,620,111374,289,289,91005,7,14,2828,5,16,1606,8,305,65654
201908,26,2,3,Michigan,1395,1395,360981,16,32,4701,14,53,7983,20,164,19255,972,972,262916,4,8,388,12,47,7424,7,92,9975
