Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200109,01,3,6,Alabama,1050,1050,125420,1,2,109,0,0,0,11,249,41425,695,695,87735,1,2,109,0,0,0,9,218,39845
200109,02,4,9,Alaska,119,119,17468,60,120,12136,0,0,0,1,5,342,91,91,13354,59,118,11991,0,0,0,0,0,0
200109,04,4,8,Arizona,3973,3973,562438,27,54,3920,14,48,2580,93,1189,83581,3327,3327,490267,23,46,3553,12,42,2272,92,1184,83425
200109,05,3,7,Arkansas,521,521,69403,12,24,1432,1,3,97,36,426,19891,490,490,66475,11,22,1350,0,0,0,36,426,19891
200109,06,4,9,California,6995,6995,1358030,39,78,9771,43,150,13559,87,1652,129185,5910,5910,1160328,31,62,7782,24,88,7637,54,1077,78875
200109,08,4,8,Colorado,2642,2642,419808,15,30,3892,15,55,4179,121,2832,220558,2180,2180,343115,12,24,2582,13,49,3903,110,2697,211334
200109,09,1,1,Connecticut,604,604,109811,2,4,125,0,0,0,3,25,1358,515,515,84404,2,4,125,0,0,0,2,20,1291
200109,10,3,5,Delaware,330,330,33281,0,0,0,0,0,0,5,56,2017,208,208,22938,0,0,0,0,0,0,0,0,0
200109,11,3,5,District of Columbia,8,8,992,0,0,0,1,3,192,1,114,6776,8,8,992,0,0,0,1,3,192,1,114,6776
200109,12,3,5,Florida,8391,8391,1143732,80,160,13337,59,224,20871,172,3610,269814,7251,7251,977586,59,118,10108,41,157,13175,143,3220,235576
200109,13,3,5,Georgia,5008,5008,582999,22,44,1895,14,44,1163,82,1536,68929,4372,4372,524850,14,28,1192,2,8,460,62,1360,62409
200109,15,4,9,Hawaii,354,354,61276,2,4,399,8,27,3819,9,56,5112,245,245,43417,2,4,399,7,23,3530,8,48,4633
200109,16,4,8,Idaho,706,706,104789,5,10,678,3,11,672,4,52,2104,649,649,97459,3,6,412,2,8,551,2,36,1247
200109,17,2,3,Illinois,3104,3104,467668,57,114,9546,46,160,12905,75,873,52247,2578,2578,392831,32,64,6657,43,150,12312,62,768,45044
200109,18,2,3,Indiana,2269,2269,320593,63,126,10627,8,32,2055,45,461,22390,1886,1886,277069,55,110,9559,7,28,1830,39,425,20843
200109,19,2,4,Iowa,737,737,100302,14,28,2559,9,33,2896,18,204,12084,620,620,82991,14,28,2559,8,30,2529,17,199,11812
200109,20,2,4,Kansas,683,683,95353,21,42,2441,13,48,3738,4,44,2062,652,652,90437,11,22,1591,13,48,3738,4,44,2062
200109,21,3,6,Kentucky,1110,1110,119638,19,38,1228,7,26,1876,14,119,6650,849,849,99926,3,6,190,6,23,1801,10,96,5525
200109,22,3,7,Louisiana,945,945,106712,19,38,2018,21,83,2900,21,225,14604,741,741,83264,17,34,1784,10,40,1700,20,216,14140
200109,23,1,1,Maine,497,497,65852,7,14,1029,4,15,1220,2,15,1068,286,286,41183,6,12,925,3,12,975,1,10,850
200109,24,3,5,Maryland,1633,1633,202473,1,2,151,0,0,0,8,323,19040,1579,1579,194791,1,2,151,0,0,0,7,296,17593
200109,25,1,1,Massachusetts,1046,1046,186023,22,44,4340,10,33,3039,10,140,13269,637,637,120851,14,28,2918,9,30,2973,5,108,10019
200109,26,2,3,Michigan,3279,3279,452114,20,40,4328,20,75,7566,80,715,43495,2391,2391,345934,10,20,2259,18,67,6662,50,514,32646
