Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200212,01,3,6,Alabama,1385,1385,161886,4,8,451,1,4,293,5,154,4885,1034,1034,123341,3,6,315,1,4,293,2,122,3213
200212,02,4,9,Alaska,74,74,13859,13,26,3119,1,4,390,1,6,822,60,60,11647,12,24,2974,1,4,390,1,6,822
200212,04,4,8,Arizona,3753,3753,554326,19,38,2523,11,44,3154,109,1282,77635,3571,3571,537266,15,30,2033,11,44,3154,109,1282,77635
200212,05,3,7,Arkansas,510,510,69482,10,20,1223,13,50,1911,35,467,15930,430,430,62102,9,18,1145,13,50,1911,34,462,15801
200212,06,4,9,California,8738,8738,1636382,71,142,15766,92,328,36275,112,2942,224009,7955,7955,1493114,64,128,14644,84,302,33691,99,2795,214910
200212,08,4,8,Colorado,2525,2525,388682,59,118,4361,26,86,7828,56,1002,72765,2155,2155,331198,59,118,4361,15,52,4087,48,891,65904
200212,09,1,1,Connecticut,640,640,120409,9,18,1336,1,3,284,4,28,1136,571,571,100753,8,16,971,1,3,284,1,12,644
200212,10,3,5,Delaware,486,486,59082,0,0,0,0,0,0,1,9,144,470,470,57910,0,0,0,0,0,0,0,0,0
200212,11,3,5,District of Columbia,47,47,5937,0,0,0,0,0,0,1,264,15750,47,47,5937,0,0,0,0,0,0,1,264,15750
200212,12,3,5,Florida,9967,9967,1404216,81,162,12203,33,126,12837,197,3697,279556,9318,9318,1325142,80,160,12118,29,113,10404,188,3575,270852
200212,13,3,5,Georgia,5041,5041,588852,28,56,3033,19,63,2150,49,1625,89693,4246,4246,508851,24,48,2748,7,25,1408,32,1438,81324
200212,15,4,9,Hawaii,351,351,80222,1,2,199,0,0,0,5,117,14072,351,351,80222,1,2,199,0,0,0,5,117,14072
200212,16,4,8,Idaho,697,697,96129,9,18,1126,13,51,2113,41,518,20609,631,631,86186,9,18,1126,12,48,1975,41,518,20609
200212,17,2,3,Illinois,2748,2748,443854,30,60,6272,36,130,9007,68,1044,67429,2304,2304,373846,16,32,3548,16,64,3766,33,277,22613
200212,18,2,3,Indiana,1848,1848,274474,49,98,8287,10,39,3448,94,1128,51890,1527,1527,235476,45,90,7805,9,36,2925,76,1003,43090
200212,19,2,4,Iowa,750,750,102031,10,20,1956,4,15,1060,16,264,9373,709,709,96629,9,18,1710,4,15,1060,15,259,8964
200212,20,2,4,Kansas,712,712,106703,17,34,3297,4,12,1284,1,5,390,656,656,99802,16,32,3082,4,12,1284,1,5,390
200212,21,3,6,Kentucky,961,961,109378,19,38,1997,8,31,1572,23,176,7692,716,716,87071,19,38,1997,7,28,1365,8,74,2739
200212,22,3,7,Louisiana,1069,1069,124493,9,18,1084,2,7,341,15,460,24799,832,832,99842,7,14,840,1,4,140,13,425,22380
200212,23,1,1,Maine,369,369,54273,7,14,1063,7,26,1915,9,50,3719,236,236,38638,6,12,1011,5,19,1047,8,45,3500
200212,24,3,5,Maryland,1607,1607,204352,38,76,3944,1,4,291,16,336,18894,1585,1585,201160,38,76,3944,1,4,291,14,323,18344
200212,25,1,1,Massachusetts,936,936,180843,28,56,5158,10,34,2601,18,212,13796,637,637,129026,21,42,4322,9,31,2420,9,136,6988
200212,26,2,3,Michigan,2567,2567,374013,12,24,2241,10,34,2681,47,638,46468,2007,2007,304630,8,16,1385,7,25,2156,25,471,36454
