Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201104,01,3,6,Alabama,617,617,104177,3,6,571,1,3,273,4,60,4956,412,412,66585,0,0,0,0,0,0,1,6,250
201104,02,4,9,Alaska,100,100,23331,2,4,432,1,4,782,4,45,8199,86,86,20234,2,4,432,1,4,782,4,45,8199
201104,04,4,8,Arizona,965,965,212955,3,6,1018,0,0,0,3,36,5299,885,885,196294,2,4,785,0,0,0,0,0,0
201104,05,3,7,Arkansas,281,281,51652,11,22,1097,4,16,1211,2,10,576,268,268,49407,10,20,969,4,16,1211,1,5,379
201104,06,4,9,California,2128,2128,544282,13,26,5493,9,33,4520,122,1504,200342,1784,1784,461536,12,24,4787,8,30,4244,106,1378,182877
201104,08,4,8,Colorado,857,857,215819,5,10,1465,3,9,1179,11,202,21723,762,762,192955,5,10,1465,2,6,985,9,190,20626
201104,09,1,1,Connecticut,186,186,45701,3,6,461,0,0,0,6,42,4698,152,152,34850,3,6,461,0,0,0,3,26,3222
201104,10,3,5,Delaware,214,214,28844,7,14,1119,1,3,540,2,13,960,161,161,22101,7,14,1119,1,3,540,1,8,880
201104,11,3,5,District of Columbia,30,30,5532,0,0,0,0,0,0,0,0,0,30,30,5532,0,0,0,0,0,0,0,0,0
201104,12,3,5,Florida,2530,2530,635850,5,10,1330,48,159,15068,38,515,45088,2026,2026,498201,4,8,1122,5,18,2771,18,379,29235
201104,13,3,5,Georgia,1164,1164,194983,2,4,316,2,6,250,9,187,14557,900,900,156442,0,0,0,0,0,0,6,151,12276
201104,15,4,9,Hawaii,161,161,50369,0,0,0,0,0,0,11,170,34041,106,106,32318,0,0,0,0,0,0,5,124,31327
201104,16,4,8,Idaho,300,300,67391,2,4,267,2,8,414,2,11,815,259,259,61538,2,4,267,2,8,414,0,0,0
201104,17,2,3,Illinois,652,652,167323,7,14,1604,3,10,1364,16,160,16767,452,452,125773,5,10,1196,2,7,1101,8,96,11676
201104,18,2,3,Indiana,911,911,179506,9,18,1824,4,13,1101,5,29,2087,793,793,159905,8,16,1420,4,13,1101,4,24,1650
201104,19,2,4,Iowa,548,548,107721,7,14,1222,6,21,1247,34,518,46722,455,455,89029,6,12,951,6,21,1247,33,509,46318
201104,20,2,4,Kansas,299,299,58161,15,30,3031,3,9,1470,2,21,1916,191,191,32683,3,6,469,2,6,991,0,0,0
201104,21,3,6,Kentucky,404,404,67586,36,72,5212,12,48,3782,5,69,5834,239,239,41206,34,68,4975,11,44,3335,2,21,1610
201104,22,3,7,Louisiana,850,850,155945,32,64,5103,3,9,583,10,231,23411,476,476,99860,19,38,2680,2,6,376,3,185,20070
201104,23,1,1,Maine,205,205,31970,2,4,279,0,0,0,1,5,219,126,126,19095,1,2,140,0,0,0,0,0,0
201104,24,3,5,Maryland,695,695,129005,4,8,1044,6,24,1855,3,42,4408,513,513,93264,1,2,150,6,24,1855,0,0,0
201104,25,1,1,Massachusetts,367,367,99912,4,8,988,3,11,1511,9,69,6475,246,246,74707,2,4,506,2,8,1216,0,0,0
201104,26,2,3,Michigan,698,698,146282,1,2,188,12,38,3837,3,20,1332,421,421,91425,0,0,0,0,0,0,1,5,160
201104,27,2,4,Minnesota,608,608,129875,2,4,541,2,7,707,9,128,10478,507,507,110824,2,4,541,1,4,464,8,123,9904
