Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201404,01,3,6,Alabama,835,835,179129,21,42,3988,0,0,0,7,66,4151,638,638,136178,21,42,3988,0,0,0,4,44,1960
201404,02,4,9,Alaska,84,84,21336,4,8,1145,0,0,0,4,40,4255,21,21,3926,3,6,896,0,0,0,4,40,4255
201404,04,4,8,Arizona,1608,1608,421188,2,4,617,3,10,726,26,1065,144463,1423,1423,378626,1,2,518,2,7,427,21,964,132591
201404,05,3,7,Arkansas,413,413,90157,15,30,2621,5,17,1614,10,107,3313,390,390,85113,14,28,2531,4,14,1152,10,107,3313
201404,06,4,9,California,3154,3154,902759,40,80,13815,18,62,12593,169,5327,787487,2704,2704,777052,38,76,12809,15,53,10814,124,4840,713066
201404,08,4,8,Colorado,1820,1820,500059,15,30,5789,0,0,0,24,630,72975,1731,1731,475243,15,30,5789,0,0,0,21,574,66924
201404,09,1,1,Connecticut,221,221,66888,3,6,860,1,4,546,5,105,10030,182,182,48801,2,4,745,1,4,546,4,90,9107
201404,10,3,5,Delaware,318,318,41318,11,22,1979,1,4,317,4,38,3305,242,242,34754,11,22,1979,1,4,317,1,5,611
201404,11,3,5,District of Columbia,31,31,6683,0,0,0,0,0,0,3,64,5203,31,31,6683,0,0,0,0,0,0,3,64,5203
201404,12,3,5,Florida,4952,4952,1356733,31,62,10129,28,109,18683,68,2094,248105,4321,4321,1196416,29,58,9881,25,97,16779,49,1756,210580
201404,13,3,5,Georgia,2204,2204,456530,2,4,185,10,39,8159,9,504,48492,1816,1816,381876,1,2,35,9,36,8023,5,472,45863
201404,15,4,9,Hawaii,240,240,95162,8,16,12939,0,0,0,0,0,0,225,225,87045,8,16,12939,0,0,0,0,0,0
201404,16,4,8,Idaho,603,603,129496,3,6,674,1,4,205,16,193,19225,547,547,119232,3,6,674,1,4,205,15,164,13280
201404,17,2,3,Illinois,1136,1136,275523,18,36,4528,19,58,9734,17,1187,206527,939,939,232937,17,34,4337,18,55,9253,10,1118,199996
201404,18,2,3,Indiana,1217,1217,270290,20,40,3208,3,12,1550,18,278,24734,1044,1044,237668,18,36,2788,3,12,1550,12,224,21532
201404,19,2,4,Iowa,903,903,194070,10,20,2343,4,14,1304,26,559,66926,712,712,161437,7,14,1872,3,10,1025,23,531,64248
201404,20,2,4,Kansas,473,473,112229,20,40,4008,3,11,1483,2,20,1086,301,301,72513,3,6,790,2,8,1123,0,0,0
201404,21,3,6,Kentucky,598,598,104426,5,10,923,4,15,1119,14,180,8295,376,376,65241,3,6,410,2,8,430,3,24,1396
201404,22,3,7,Louisiana,1150,1150,223632,8,16,1624,1,4,629,6,71,4570,764,764,159898,5,10,1190,0,0,0,1,10,750
201404,23,1,1,Maine,209,209,39900,2,4,230,1,4,300,3,33,3581,98,98,19097,1,2,160,1,4,300,0,0,0
201404,24,3,5,Maryland,957,957,211851,2,4,286,1,4,524,14,325,17402,908,908,203979,0,0,0,0,0,0,12,222,8021
201404,25,1,1,Massachusetts,638,638,175721,24,48,7536,9,28,3632,19,319,35472,441,441,125314,9,18,2880,5,15,1830,6,130,12573
201404,26,2,3,Michigan,1145,1145,265244,4,8,1150,4,14,1864,10,76,7975,778,778,194165,1,2,220,3,11,1625,3,24,2875
201404,27,2,4,Minnesota,958,958,244880,3,6,820,4,13,1654,6,105,12348,782,782,204226,3,6,820,3,10,1454,2,72,9809
