Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200105,01,3,6,Alabama,1533,1533,175285,3,6,298,1,4,252,6,65,2932,1093,1093,130687,3,6,298,1,4,252,4,54,2795
200105,02,4,9,Alaska,216,216,39808,55,110,13194,0,0,0,2,17,1861,183,183,34830,54,108,13002,0,0,0,1,12,1145
200105,04,4,8,Arizona,4689,4689,634743,14,28,2048,26,93,7755,23,423,28699,4004,4004,562236,9,18,1537,24,87,7471,22,418,28543
200105,05,3,7,Arkansas,786,786,92312,39,78,3162,2,6,290,5,31,1720,704,704,84838,38,76,3127,1,3,177,5,31,1720
200105,06,4,9,California,10329,10329,1877824,43,86,11220,65,222,19166,131,2316,213959,9188,9188,1670219,37,74,9774,58,200,17940,118,2203,205534
200105,08,4,8,Colorado,3846,3846,806302,22,44,4703,28,94,10072,101,1845,135070,3273,3273,703521,18,36,3181,14,50,4659,79,1639,112917
200105,09,1,1,Connecticut,729,729,121751,6,12,1065,5,18,3230,3,16,928,589,589,93686,3,6,475,5,18,3230,1,6,600
200105,10,3,5,Delaware,437,437,45512,0,0,0,0,0,0,6,63,2336,272,272,31502,0,0,0,0,0,0,0,0,0
200105,11,3,5,District of Columbia,3,3,372,0,0,0,0,0,0,0,0,0,3,3,372,0,0,0,0,0,0,0,0,0
200105,12,3,5,Florida,11025,11025,1437576,100,200,19610,120,457,49996,318,5220,373103,10080,10080,1316287,96,192,19193,116,443,48891,296,4967,353848
200105,13,3,5,Georgia,6852,6852,779650,23,46,3226,19,68,1868,106,1894,101547,5687,5687,660903,12,24,2209,7,22,1048,81,1665,93343
200105,15,4,9,Hawaii,478,478,85740,6,12,1920,1,4,548,5,58,4176,478,478,85740,6,12,1920,1,4,548,5,58,4176
200105,16,4,8,Idaho,1144,1144,148910,9,18,1669,2,7,429,6,66,3213,931,931,118988,9,18,1669,1,3,182,6,66,3213
200105,17,2,3,Illinois,4122,4122,612790,56,112,8604,52,179,12641,64,842,56022,3214,3214,477211,36,72,5648,16,63,3774,34,390,29695
200105,18,2,3,Indiana,3632,3632,508423,80,160,13272,11,42,2602,20,243,9808,3060,3060,442335,74,148,12603,11,42,2602,15,217,8749
200105,19,2,4,Iowa,1066,1066,146802,16,32,2659,6,22,1706,29,316,19775,910,910,123977,15,30,2542,5,19,1538,29,316,19775
200105,20,2,4,Kansas,934,934,120709,44,88,6418,3,10,770,51,480,21164,835,835,107371,33,66,5080,3,10,770,41,430,18664
200105,21,3,6,Kentucky,1430,1430,147868,5,10,564,20,80,4339,10,75,2642,1187,1187,129823,5,10,564,19,76,4039,5,49,1575
200105,22,3,7,Louisiana,1348,1348,145501,49,98,2119,1,3,200,15,286,8566,1164,1164,122627,38,76,1151,0,0,0,14,276,8050
200105,23,1,1,Maine,748,748,87818,2,4,183,2,6,520,1,5,218,403,403,47003,1,2,95,1,3,120,0,0,0
200105,24,3,5,Maryland,2120,2120,259411,8,16,1227,0,0,0,14,298,14626,1838,1838,225629,6,12,770,0,0,0,12,242,12907
200105,25,1,1,Massachusetts,1302,1302,238847,27,54,4972,21,66,15565,7,221,14608,802,802,156729,16,32,3126,18,56,14609,5,211,13864
200105,26,2,3,Michigan,4365,4365,589499,17,34,3201,10,38,3065,51,675,33828,3267,3267,456223,11,22,2165,9,35,2733,36,570,28217
