Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201905,01,3,6,Alabama,1159,1159,228898,2,4,664,17,66,1889,5,67,6293,765,765,147308,0,0,0,15,60,1050,1,6,385
201905,02,4,9,Alaska,111,111,32162,2,4,758,2,8,1152,4,69,9138,25,25,5880,1,2,500,1,4,457,2,52,6450
201905,04,4,8,Arizona,2907,2907,762992,25,50,7243,6,18,3816,39,1307,164146,2381,2381,619902,22,44,6479,5,15,3427,20,1037,125105
201905,05,3,7,Arkansas,690,690,164827,19,38,4726,16,62,5193,9,155,12160,503,503,132150,15,30,4158,12,47,4382,4,99,8337
201905,06,4,9,California,5511,5511,1679801,93,186,30724,15,52,8687,141,4134,723836,4726,4726,1445141,84,168,27210,10,36,5924,110,3614,642335
201905,08,4,8,Colorado,2594,2594,768235,1,2,662,5,16,2974,36,1041,138416,2461,2461,731225,1,2,662,3,10,1585,33,1003,134491
201905,09,1,1,Connecticut,264,264,77075,3,6,390,0,0,0,9,71,8577,159,159,36994,1,2,75,0,0,0,2,29,2394
201905,10,3,5,Delaware,531,531,69677,5,10,836,0,0,0,7,45,4768,416,416,59046,5,10,836,0,0,0,4,24,2775
201905,11,3,5,District of Columbia,8,8,1891,2,4,486,0,0,0,3,686,75040,8,8,1891,2,4,486,0,0,0,3,686,75040
201905,12,3,5,Florida,8841,8841,2332085,95,190,28535,24,91,11018,104,3271,342455,8079,8079,2162505,93,186,28200,23,88,10504,84,2628,280453
201905,13,3,5,Georgia,3897,3897,862881,2,4,664,11,41,12521,23,404,41312,3122,3122,700951,1,2,531,11,41,12521,18,244,25651
201905,15,4,9,Hawaii,260,260,92027,2,4,924,0,0,0,29,602,110808,180,180,65939,1,2,701,0,0,0,28,595,109910
201905,16,4,8,Idaho,1309,1309,264013,31,62,5469,11,44,3329,23,336,34260,1019,1019,196561,31,62,5469,7,28,2065,12,231,24055
201905,17,2,3,Illinois,994,994,265703,11,22,4016,26,86,17164,40,992,78589,627,627,185308,7,14,2503,25,83,16654,22,853,64213
201905,18,2,3,Indiana,1649,1649,416475,15,30,2289,2,7,1144,10,152,13187,1425,1425,369267,14,28,2089,2,7,1144,4,88,8250
201905,19,2,4,Iowa,937,937,202780,7,14,2319,0,0,0,5,162,18815,641,641,152763,7,14,2319,0,0,0,4,156,18178
201905,20,2,4,Kansas,444,444,112766,14,28,2869,4,15,2666,10,295,45775,230,230,61858,2,4,793,2,8,1607,7,248,41847
201905,21,3,6,Kentucky,897,897,192282,18,36,3152,6,21,1792,16,350,25416,516,516,116952,14,28,2355,3,12,768,2,26,1682
201905,22,3,7,Louisiana,1266,1266,269214,6,12,1307,1,3,472,3,22,4475,812,812,174912,1,2,250,0,0,0,0,0,0
201905,23,1,1,Maine,342,342,66970,5,10,1126,1,3,100,3,76,6917,206,206,39022,3,6,580,0,0,0,1,64,6020
201905,24,3,5,Maryland,1105,1105,258342,1,2,400,7,23,2990,41,1114,128640,1093,1093,255185,1,2,400,7,23,2990,41,1114,128640
201905,25,1,1,Massachusetts,520,520,138499,17,34,5415,7,24,4804,24,491,71927,262,262,68008,6,12,1775,5,17,3940,10,377,53443
201905,26,2,3,Michigan,1604,1604,418845,7,14,2734,9,33,4070,34,736,81671,1181,1181,308244,6,12,2551,8,30,3463,31,708,78873
