Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201310,01,3,6,Alabama,765,765,157775,1,2,465,0,0,0,12,191,12042,630,630,127771,1,2,465,0,0,0,4,28,1120
201310,02,4,9,Alaska,85,85,20100,1,2,249,0,0,0,0,0,0,68,68,16377,1,2,249,0,0,0,0,0,0
201310,04,4,8,Arizona,1482,1482,372075,2,4,227,1,4,641,4,181,30693,1371,1371,349957,1,2,126,1,4,641,1,115,22952
201310,05,3,7,Arkansas,352,352,78790,14,28,2853,10,40,4973,4,78,5070,340,340,77273,14,28,2853,10,40,4973,4,78,5070
201310,06,4,9,California,3095,3095,951918,69,138,27117,20,71,13878,94,3101,557947,2597,2597,819194,62,124,24479,15,55,10844,62,2747,504916
201310,08,4,8,Colorado,1306,1306,395334,19,38,7736,15,45,3483,43,777,65723,1129,1129,348195,18,36,7438,15,45,3483,35,499,41294
201310,09,1,1,Connecticut,262,262,80189,14,28,5228,2,7,550,8,247,14651,218,218,62349,14,28,5228,2,7,550,6,230,13872
201310,10,3,5,Delaware,256,256,35905,6,12,1062,0,0,0,11,97,11887,250,250,35498,6,12,1062,0,0,0,9,87,11727
201310,11,3,5,District of Columbia,11,11,2257,4,8,702,0,0,0,8,888,68182,11,11,2257,4,8,702,0,0,0,8,888,68182
201310,12,3,5,Florida,4812,4812,1325119,15,30,4152,34,119,15788,94,2707,285877,4309,4309,1188296,15,30,4152,20,75,11315,66,2331,238862
201310,13,3,5,Georgia,2042,2042,396337,4,8,978,8,30,4002,37,1113,73002,1708,1708,341335,2,4,648,6,24,3450,31,1014,65051
201310,15,4,9,Hawaii,201,201,80377,1,2,327,0,0,0,2,164,12000,201,201,80377,1,2,327,0,0,0,2,164,12000
201310,16,4,8,Idaho,613,613,134337,2,4,467,1,3,213,11,247,27604,524,524,118171,2,4,467,0,0,0,9,213,24949
201310,17,2,3,Illinois,1100,1100,270451,10,20,3323,5,16,2764,30,756,101014,821,821,208961,3,6,1430,5,16,2764,17,635,88348
201310,18,2,3,Indiana,1059,1059,242741,8,16,2282,6,23,1387,32,654,49991,921,921,218514,7,14,2112,4,16,1176,18,580,46271
201310,19,2,4,Iowa,890,890,182819,42,84,9018,7,26,2729,41,747,73724,738,738,154525,39,78,8361,5,20,2289,38,698,67718
201310,20,2,4,Kansas,413,413,97702,25,50,5520,2,7,848,20,191,15594,234,234,58152,13,26,3393,1,4,698,7,78,6260
201310,21,3,6,Kentucky,511,511,87148,8,16,981,0,0,0,11,209,11105,442,442,77057,5,10,525,0,0,0,7,188,9900
201310,22,3,7,Louisiana,978,978,190334,11,22,1798,1,3,468,9,94,6124,741,741,154127,11,22,1798,0,0,0,2,16,1100
201310,23,1,1,Maine,269,269,55727,5,10,863,0,0,0,2,12,525,151,151,32703,3,6,530,0,0,0,0,0,0
201310,24,3,5,Maryland,1000,1000,201710,0,0,0,0,0,0,14,680,29029,855,855,175599,0,0,0,0,0,0,7,533,16402
201310,25,1,1,Massachusetts,690,690,193348,21,42,5727,12,42,6327,21,211,29106,480,480,139205,16,32,4793,9,32,4463,5,55,7680
201310,26,2,3,Michigan,1222,1222,287768,10,20,2909,3,11,858,15,305,32648,900,900,225078,9,18,2766,2,8,558,12,271,28973
201310,27,2,4,Minnesota,1027,1027,272257,4,8,814,6,24,3013,11,502,88185,902,902,242647,3,6,640,6,24,3013,6,425,82726
