Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201503,01,3,6,Alabama,857,857,175651,5,10,1741,2,6,485,5,87,10457,651,651,131261,5,10,1741,0,0,0,1,67,8104
201503,02,4,9,Alaska,70,70,19219,5,10,1529,1,3,546,0,0,0,16,16,3555,3,6,895,0,0,0,0,0,0
201503,04,4,8,Arizona,1918,1918,498108,26,52,6492,1,4,336,37,725,124835,1682,1682,442477,23,46,5876,1,4,336,23,503,101005
201503,05,3,7,Arkansas,492,492,104030,11,22,2640,0,0,0,2,13,688,405,405,90531,11,22,2640,0,0,0,0,0,0
201503,06,4,9,California,3587,3587,1080378,56,112,19868,22,76,13699,179,5432,854904,2978,2978,909251,48,96,16859,12,46,8690,138,4821,778892
201503,08,4,8,Colorado,1597,1597,462851,19,38,7270,2,7,880,28,1151,60732,1499,1499,439745,16,32,6284,1,4,528,15,1078,55745
201503,09,1,1,Connecticut,196,196,49941,3,6,422,2,7,660,9,283,35065,141,141,27834,2,4,295,0,0,0,4,247,32546
201503,10,3,5,Delaware,345,345,44040,1,2,369,1,3,571,6,58,6728,248,248,35161,1,2,369,1,3,571,3,19,2949
201503,11,3,5,District of Columbia,23,23,4959,14,28,3105,0,0,0,2,351,28538,23,23,4959,14,28,3105,0,0,0,2,351,28538
201503,12,3,5,Florida,5285,5285,1434078,24,48,6921,17,65,12161,133,3043,503194,4781,4781,1306558,22,44,6358,17,65,12161,120,2810,471793
201503,13,3,5,Georgia,2696,2696,559810,8,16,1144,3,12,1483,12,953,107101,2313,2313,485091,5,10,693,2,8,1301,7,850,99424
201503,15,4,9,Hawaii,151,151,64556,0,0,0,0,0,0,0,0,0,136,136,56439,0,0,0,0,0,0,0,0,0
201503,16,4,8,Idaho,614,614,130232,15,30,2895,7,27,1665,4,64,8491,563,563,120482,11,22,2250,6,24,1374,0,0,0
201503,17,2,3,Illinois,817,817,202771,8,16,3081,13,48,8912,20,598,120892,625,625,157267,6,12,2481,13,48,8912,15,558,117541
201503,18,2,3,Indiana,1069,1069,237687,8,16,1669,1,3,207,19,154,11130,958,958,216575,7,14,1559,0,0,0,14,105,8132
201503,19,2,4,Iowa,677,677,151243,20,40,4056,0,0,0,9,117,18414,590,590,134518,18,36,3691,0,0,0,7,94,15695
201503,20,2,4,Kansas,407,407,89452,6,12,1285,4,13,1931,9,206,23746,256,256,56782,3,6,695,4,13,1931,7,189,22722
201503,21,3,6,Kentucky,520,520,98889,6,12,1077,8,29,1857,10,140,6503,268,268,52254,4,8,830,6,22,1085,2,15,758
201503,22,3,7,Louisiana,1199,1199,244604,14,28,2848,2,7,405,3,41,2771,854,854,178945,14,28,2848,2,7,405,0,0,0
201503,23,1,1,Maine,141,141,30440,0,0,0,0,0,0,7,132,16037,79,79,19508,0,0,0,0,0,0,4,87,11528
201503,24,3,5,Maryland,878,878,189283,1,2,130,2,8,619,9,147,12547,747,747,165523,0,0,0,1,4,95,7,58,4478
201503,25,1,1,Massachusetts,390,390,100298,12,24,4374,18,55,6417,34,855,111655,214,214,54803,6,12,2714,5,15,2082,5,310,46118
201503,26,2,3,Michigan,934,934,229467,26,52,5546,4,14,1633,10,117,15253,681,681,179701,16,32,3759,2,8,1301,6,89,12437
201503,27,2,4,Minnesota,824,824,221414,0,0,0,8,29,3547,26,645,115090,679,679,187167,0,0,0,8,29,3547,14,580,112042
