Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201301,01,3,6,Alabama,699,699,132876,1,2,266,0,0,0,12,211,15949,487,487,110459,0,0,0,0,0,0,7,144,11026
201301,02,4,9,Alaska,56,56,14915,0,0,0,0,0,0,0,0,0,45,45,12588,0,0,0,0,0,0,0,0,0
201301,04,4,8,Arizona,1318,1318,309074,9,18,1477,1,4,392,12,440,50171,1129,1129,268482,8,16,1388,1,4,392,5,279,35913
201301,05,3,7,Arkansas,341,341,66330,4,8,761,5,16,800,0,0,0,308,308,59682,4,8,761,5,16,800,0,0,0
201301,06,4,9,California,2529,2529,733581,30,60,10178,37,119,22125,108,2264,468935,2155,2155,629649,27,54,9206,34,109,20729,76,1957,431414
201301,08,4,8,Colorado,1031,1031,282945,13,26,4521,1,3,374,23,818,86864,913,913,254118,12,24,4186,0,0,0,20,796,84746
201301,09,1,1,Connecticut,156,156,45849,2,4,385,3,10,2021,8,93,6506,134,134,37237,2,4,385,3,10,2021,3,50,3665
201301,10,3,5,Delaware,248,248,31265,9,18,2385,1,4,375,7,47,5676,191,191,26342,8,16,2218,1,4,375,5,35,4801
201301,11,3,5,District of Columbia,55,55,10993,0,0,0,0,0,0,0,0,0,55,55,10993,0,0,0,0,0,0,0,0,0
201301,12,3,5,Florida,4018,4018,1035027,40,80,7550,11,37,6495,77,2222,182244,3710,3710,935674,34,68,6691,10,34,6186,61,2105,168410
201301,13,3,5,Georgia,1603,1603,297812,1,2,150,1,4,182,15,171,14514,1312,1312,250101,0,0,0,0,0,0,3,18,3916
201301,15,4,9,Hawaii,107,107,38079,0,0,0,0,0,0,2,355,113199,72,72,29199,0,0,0,0,0,0,1,345,109900
201301,16,4,8,Idaho,324,324,71482,0,0,0,0,0,0,2,26,2518,299,299,65383,0,0,0,0,0,0,0,0,0
201301,17,2,3,Illinois,409,409,105867,25,50,7342,6,24,2728,13,85,9831,332,332,88096,24,48,7051,6,24,2728,9,61,7631
201301,18,2,3,Indiana,617,617,133053,4,8,1007,2,6,505,8,101,9068,591,591,128280,4,8,1007,1,3,505,6,83,7989
201301,19,2,4,Iowa,307,307,58923,5,10,546,1,4,502,2,10,715,232,232,46422,4,8,401,1,4,502,0,0,0
201301,20,2,4,Kansas,290,290,66287,8,16,1970,1,3,488,13,286,14029,203,203,47732,5,10,1463,0,0,0,12,281,13642
201301,21,3,6,Kentucky,420,420,71704,17,34,2957,0,0,0,6,61,2715,271,271,51571,10,20,1740,0,0,0,0,0,0
201301,22,3,7,Louisiana,942,942,174658,30,60,6872,1,3,249,7,66,4269,510,510,105923,29,58,6664,0,0,0,0,0,0
201301,23,1,1,Maine,126,126,27370,1,2,180,0,0,0,1,11,481,82,82,19458,1,2,180,0,0,0,0,0,0
201301,24,3,5,Maryland,655,655,130428,17,34,2265,0,0,0,13,378,37347,644,644,128786,17,34,2265,0,0,0,12,271,28468
201301,25,1,1,Massachusetts,357,357,107759,14,28,3984,10,34,4601,19,343,62754,280,280,85527,12,24,3216,9,31,4306,7,245,53840
201301,26,2,3,Michigan,582,582,126604,16,32,3153,1,3,306,8,117,6000,432,432,99938,15,30,2953,1,3,306,5,84,3788
201301,27,2,4,Minnesota,449,449,121278,1,2,165,0,0,0,7,103,7833,377,377,106212,0,0,0,0,0,0,2,76,5230
