Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200107,01,3,6,Alabama,1378,1378,154511,1,2,78,0,0,0,13,219,2238,1091,1091,125908,1,2,78,0,0,0,9,180,450
200107,02,4,9,Alaska,214,214,36255,44,88,11565,0,0,0,8,62,5648,183,183,31630,43,86,11420,0,0,0,8,62,5648
200107,04,4,8,Arizona,4156,4156,571328,27,54,4767,14,47,3969,54,900,59288,3878,3878,539478,24,48,4490,13,44,3804,53,895,59132
200107,05,3,7,Arkansas,651,651,79824,4,8,705,10,35,1469,0,0,0,574,574,71934,4,8,705,9,32,1352,0,0,0
200107,06,4,9,California,8954,8954,1678636,54,108,15457,58,200,23037,76,1359,116574,7597,7597,1453513,48,96,14755,50,171,20572,59,1173,103398
200107,08,4,8,Colorado,3101,3101,488994,14,28,3136,17,60,5514,96,1748,94478,2522,2522,390387,13,26,3069,13,47,4661,77,1598,79300
200107,09,1,1,Connecticut,793,793,135550,13,26,1747,2,7,712,8,43,2024,664,664,106274,12,24,1684,2,7,712,4,22,1436
200107,10,3,5,Delaware,376,376,38142,0,0,0,0,0,0,5,50,1847,226,226,25433,0,0,0,0,0,0,0,0,0
200107,11,3,5,District of Columbia,18,18,2234,0,0,0,0,0,0,0,0,0,18,18,2234,0,0,0,0,0,0,0,0,0
200107,12,3,5,Florida,10667,10667,1407125,108,216,17319,78,292,28053,221,3468,236483,9854,9854,1276205,93,186,15004,60,223,20441,193,3145,207787
200107,13,3,5,Georgia,5782,5782,647169,30,60,2668,19,75,2765,208,2794,149146,4873,4873,558956,26,52,2298,9,35,2092,187,2619,143021
200107,15,4,9,Hawaii,344,344,56576,0,0,0,2,6,446,8,55,3836,214,214,35276,0,0,0,1,3,229,7,46,3296
200107,16,4,8,Idaho,842,842,116623,6,12,748,3,12,684,4,32,1452,763,763,106521,6,12,748,2,8,437,4,32,1452
200107,17,2,3,Illinois,3663,3663,569216,67,134,11973,52,182,14287,59,764,44546,2843,2843,454538,45,90,8836,20,77,6458,30,312,16957
200107,18,2,3,Indiana,2950,2950,413170,70,140,15167,4,14,866,13,115,5205,2346,2346,340665,62,124,14252,1,4,300,5,74,3300
200107,19,2,4,Iowa,818,818,104281,9,18,1485,4,16,1175,0,0,0,691,691,85670,8,16,1395,4,16,1175,0,0,0
200107,20,2,4,Kansas,743,743,104558,22,44,3482,2,6,603,2,40,1476,639,639,89354,21,42,3293,2,6,603,2,40,1476
200107,21,3,6,Kentucky,1290,1290,141370,25,50,1991,18,60,2385,14,102,4070,955,955,113416,13,26,1119,7,27,1425,9,72,3060
200107,22,3,7,Louisiana,1182,1182,131229,16,32,2001,12,38,1601,11,111,5284,1006,1006,108594,15,30,1833,1,4,583,10,98,4613
200107,23,1,1,Maine,590,590,69649,6,12,618,4,15,2225,6,31,3429,343,343,40172,5,10,530,3,12,1825,5,26,2362
200107,24,3,5,Maryland,2142,2142,267142,5,10,758,1,4,625,38,502,29562,1855,1855,230902,5,10,758,1,4,625,35,397,23600
200107,25,1,1,Massachusetts,1235,1235,203933,24,48,4254,22,76,4266,22,461,40079,795,795,128822,13,26,2502,19,67,3759,11,315,26429
200107,26,2,3,Michigan,4058,4058,534699,30,60,6239,15,56,5913,96,1211,67144,3014,3014,403310,21,42,4469,12,47,5010,60,1003,57312
