Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201112,01,3,6,Alabama,484,484,92743,1,2,266,0,0,0,17,368,23529,404,404,79517,0,0,0,0,0,0,14,324,20286
201112,02,4,9,Alaska,27,27,5553,0,0,0,0,0,0,0,0,0,17,17,3462,0,0,0,0,0,0,0,0,0
201112,04,4,8,Arizona,811,811,178768,0,0,0,50,150,9533,12,64,4564,704,704,156268,0,0,0,50,150,9533,11,58,4129
201112,05,3,7,Arkansas,232,232,42116,4,8,495,1,3,180,0,0,0,220,220,39910,3,6,368,1,3,180,0,0,0
201112,06,4,9,California,1945,1945,512690,21,42,10569,25,81,14435,130,2902,385935,1629,1629,445634,19,38,9606,23,75,12927,118,2758,368777
201112,08,4,8,Colorado,601,601,160603,4,8,1299,0,0,0,13,481,32519,547,547,148741,4,8,1299,0,0,0,11,470,31794
201112,09,1,1,Connecticut,223,223,44270,2,4,667,0,0,0,3,26,1964,195,195,33886,2,4,667,0,0,0,0,0,0
201112,10,3,5,Delaware,194,194,25480,2,4,319,2,8,1286,6,36,2051,148,148,19606,2,4,319,2,8,1286,3,21,1501
201112,11,3,5,District of Columbia,22,22,3975,3,6,318,0,0,0,3,399,56778,22,22,3975,3,6,318,0,0,0,3,399,56778
201112,12,3,5,Florida,2517,2517,557186,14,28,3061,57,183,21668,54,1233,108594,2292,2292,496587,13,26,2853,14,52,10342,33,1054,88598
201112,13,3,5,Georgia,998,998,178581,6,12,1383,2,7,858,8,125,8526,769,769,143168,5,10,1232,1,4,721,7,112,7540
201112,15,4,9,Hawaii,117,117,36435,0,0,0,0,0,0,8,112,7376,87,87,27125,0,0,0,0,0,0,2,48,3600
201112,16,4,8,Idaho,213,213,46780,1,2,311,3,12,617,1,8,335,206,206,45499,1,2,311,3,12,617,1,8,335
201112,17,2,3,Illinois,463,463,103238,9,18,3035,4,13,1760,10,562,86414,342,342,78879,8,16,2798,4,13,1760,4,515,82220
201112,18,2,3,Indiana,628,628,106384,5,10,744,3,11,1413,14,297,15929,569,569,97634,4,8,662,1,4,930,11,273,14668
201112,19,2,4,Iowa,377,377,72145,4,8,923,5,18,1557,12,101,8823,338,338,65362,3,6,673,4,15,1257,10,86,7793
201112,20,2,4,Kansas,206,206,47117,8,16,1897,0,0,0,1,33,3011,160,160,35926,7,14,1737,0,0,0,0,0,0
201112,21,3,6,Kentucky,278,278,46069,1,2,138,4,16,639,17,132,6074,254,254,41884,0,0,0,4,16,639,14,116,5243
201112,22,3,7,Louisiana,780,780,131101,14,28,2398,2,8,573,9,84,6236,382,382,69683,2,4,304,1,4,250,0,0,0
201112,23,1,1,Maine,115,115,21821,2,4,359,0,0,0,1,8,350,70,70,14139,2,4,359,0,0,0,0,0,0
201112,24,3,5,Maryland,621,621,112665,4,8,1214,0,0,0,34,926,55556,462,462,81612,1,2,320,0,0,0,31,844,46895
201112,25,1,1,Massachusetts,356,356,101789,6,12,1814,5,16,1506,23,510,74662,267,267,81447,5,10,1597,4,13,1211,11,421,66981
201112,26,2,3,Michigan,465,465,94182,2,4,511,1,4,700,4,106,838,350,350,76231,1,2,350,1,4,700,2,96,156
201112,27,2,4,Minnesota,349,349,95782,2,4,354,0,0,0,9,389,45233,323,323,91612,1,2,135,0,0,0,8,384,44660
