Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201101,01,3,6,Alabama,517,517,86703,0,0,0,0,0,0,25,475,40199,383,383,59140,0,0,0,0,0,0,21,408,36633
201101,02,4,9,Alaska,54,54,13525,0,0,0,0,0,0,0,0,0,45,45,11576,0,0,0,0,0,0,0,0,0
201101,04,4,8,Arizona,622,622,133719,0,0,0,0,0,0,12,75,8364,518,518,113538,0,0,0,0,0,0,10,50,4846
201101,05,3,7,Arkansas,244,244,40619,6,12,723,0,0,0,12,214,12715,215,215,34704,5,10,596,0,0,0,10,178,9990
201101,06,4,9,California,1608,1608,451556,24,48,9868,24,85,13567,47,745,117505,1337,1337,391639,23,46,9638,23,82,13352,39,705,113339
201101,08,4,8,Colorado,492,492,133988,3,6,981,2,8,642,3,137,8885,425,425,117803,3,6,981,2,8,642,3,137,8885
201101,09,1,1,Connecticut,111,111,32288,2,4,296,0,0,0,3,18,675,78,78,22005,1,2,125,0,0,0,1,8,356
201101,10,3,5,Delaware,162,162,20919,3,6,558,0,0,0,8,72,6126,124,124,16026,3,6,558,0,0,0,6,62,5731
201101,11,3,5,District of Columbia,8,8,1388,3,6,527,0,0,0,2,458,37433,8,8,1388,3,6,527,0,0,0,2,458,37433
201101,12,3,5,Florida,2067,2067,485263,10,20,2499,7,27,3212,36,925,87972,1820,1820,439228,9,18,2290,5,20,1749,30,863,82754
201101,13,3,5,Georgia,993,993,158529,0,0,0,1,4,682,3,164,8368,804,804,128167,0,0,0,1,4,682,2,156,7761
201101,15,4,9,Hawaii,111,111,44453,0,0,0,0,0,0,1,5,360,81,81,37029,0,0,0,0,0,0,0,0,0
201101,16,4,8,Idaho,151,151,32116,0,0,0,0,0,0,1,22,967,130,130,28855,0,0,0,0,0,0,1,22,967
201101,17,2,3,Illinois,291,291,55607,0,0,0,3,12,1160,11,530,80581,213,213,41335,0,0,0,3,12,1160,8,508,79138
201101,18,2,3,Indiana,350,350,64746,3,6,369,0,0,0,21,270,17637,322,322,60626,2,4,185,0,0,0,21,270,17637
201101,19,2,4,Iowa,116,116,23105,0,0,0,0,0,0,3,57,2180,102,102,20725,0,0,0,0,0,0,2,48,1777
201101,20,2,4,Kansas,129,129,25960,1,2,160,1,3,403,17,184,14691,100,100,19238,0,0,0,0,0,0,5,75,5771
201101,21,3,6,Kentucky,264,264,40331,11,22,2029,4,16,787,5,90,4856,171,171,27129,10,20,1900,4,16,787,3,60,3290
201101,22,3,7,Louisiana,774,774,149457,9,18,1335,0,0,0,3,29,1809,519,519,112725,7,14,970,0,0,0,0,0,0
201101,23,1,1,Maine,119,119,20885,1,2,362,0,0,0,1,5,219,44,44,9468,0,0,0,0,0,0,0,0,0
201101,24,3,5,Maryland,678,678,124042,2,4,301,1,3,269,3,67,24543,541,541,97159,2,4,301,0,0,0,0,0,0
201101,25,1,1,Massachusetts,276,276,64662,3,6,593,6,20,2998,8,66,12030,200,200,48434,0,0,58,5,17,2422,2,27,8638
201101,26,2,3,Michigan,355,355,65705,0,0,0,0,0,0,3,18,919,280,280,56182,0,0,0,0,0,0,1,8,180
201101,27,2,4,Minnesota,217,217,59226,0,0,0,0,0,0,3,29,2925,189,189,53246,0,0,0,0,0,0,2,24,2474
201101,28,3,6,Mississippi,286,286,43160,1,2,122,1,3,191,1,16,1010,210,210,33881,0,0,0,0,0,0,0,0,0
