Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201702,01,3,6,Alabama,1022,1022,210655,6,12,1758,3,11,1509,8,68,4898,831,831,174074,0,0,0,0,0,0,4,42,2692
201702,02,4,9,Alaska,71,71,21949,4,8,1317,2,7,1038,1,7,1107,9,9,2587,2,4,750,0,0,0,0,0,0
201702,04,4,8,Arizona,1989,1989,499287,17,34,5279,7,27,4368,9,254,44661,1901,1901,478135,16,32,4933,7,27,4368,8,244,42896
201702,05,3,7,Arkansas,576,576,120516,28,56,5805,5,19,799,12,171,13701,438,438,98056,25,50,5424,4,15,578,10,160,13000
201702,06,4,9,California,3896,3896,1116051,59,118,29393,67,228,38769,73,2056,766006,3274,3274,929397,51,102,26033,61,207,35421,49,1810,732554
201702,08,4,8,Colorado,1735,1735,523152,18,36,4045,6,22,3755,26,1155,172499,1469,1469,446930,15,30,3109,4,16,2423,22,1135,169272
201702,09,1,1,Connecticut,118,118,38260,4,8,1105,0,0,0,6,49,4970,59,59,16144,4,8,1105,0,0,0,2,26,2549
201702,10,3,5,Delaware,343,343,44944,12,24,2022,1,3,412,8,73,5945,245,245,36293,12,24,2022,1,3,412,6,53,4431
201702,11,3,5,District of Columbia,30,30,6836,0,0,0,0,0,0,2,215,21576,30,30,6836,0,0,0,0,0,0,2,215,21576
201702,12,3,5,Florida,6105,6105,1605171,48,96,11600,30,101,20245,94,2066,312550,5536,5536,1446245,46,92,11139,30,101,20245,78,1826,273864
201702,13,3,5,Georgia,3080,3080,666640,2,4,527,6,22,3344,23,862,124515,2460,2460,527303,1,2,347,6,22,3344,17,769,115764
201702,15,4,9,Hawaii,194,194,61979,3,6,460,0,0,0,0,0,0,194,194,61979,3,6,460,0,0,0,0,0,0
201702,16,4,8,Idaho,668,668,158009,3,6,745,32,128,10323,3,35,2359,645,645,154261,3,6,745,31,124,10021,2,30,1715
201702,17,2,3,Illinois,627,627,155217,6,12,1776,13,46,7942,17,1145,113057,473,473,117044,5,10,1463,13,46,7942,14,1101,108792
201702,18,2,3,Indiana,935,935,229372,21,42,5408,2,7,1118,14,479,71629,829,829,206117,19,38,4884,1,3,650,10,453,69271
201702,19,2,4,Iowa,551,551,127060,1,2,176,3,9,1116,10,216,25429,489,489,117127,1,2,176,2,6,616,8,204,24410
201702,20,2,4,Kansas,487,487,114504,8,16,1422,2,7,845,7,286,37526,380,380,82658,2,4,441,1,4,369,4,237,33597
201702,21,3,6,Kentucky,548,548,106961,8,16,1346,19,64,7156,19,211,16009,319,319,63609,3,6,564,15,49,6163,11,102,8193
201702,22,3,7,Louisiana,1080,1080,214037,13,26,2293,1,3,472,3,43,4122,661,661,127782,1,2,350,0,0,0,0,0,0
201702,23,1,1,Maine,210,210,50212,4,8,680,0,0,0,4,23,2058,135,135,35590,4,8,680,0,0,0,3,18,1440
201702,24,3,5,Maryland,912,912,205672,1,2,214,0,0,0,7,120,14077,903,903,202814,1,2,214,0,0,0,7,120,14077
201702,25,1,1,Massachusetts,364,364,107009,10,20,3353,3,10,2207,13,282,42548,230,230,71103,5,10,1544,2,7,1700,4,212,31495
201702,26,2,3,Michigan,910,910,222502,27,54,6228,4,14,2652,44,755,50315,621,621,166962,15,30,3752,4,14,2652,12,214,17689
201702,27,2,4,Minnesota,689,689,191424,0,0,0,13,42,6276,35,702,89585,598,598,169395,0,0,0,1,4,690,4,512,78898
