Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201401,01,3,6,Alabama,570,570,117905,19,38,3186,4,16,888,18,211,15766,420,420,86246,18,36,2920,4,16,888,8,48,4081
201401,02,4,9,Alaska,71,71,17699,4,8,1254,0,0,0,0,0,0,13,13,2045,3,6,992,0,0,0,0,0,0
201401,04,4,8,Arizona,1305,1305,325539,5,10,605,7,28,3681,13,392,37857,1163,1163,293809,4,8,503,7,28,3681,7,322,31434
201401,05,3,7,Arkansas,305,305,62138,9,18,1367,0,0,0,1,24,2218,290,290,59773,9,18,1367,0,0,0,1,24,2218
201401,06,4,9,California,3008,3008,848872,36,72,14822,31,109,19612,67,1032,202106,2683,2683,763888,33,66,13272,26,93,16521,52,864,182559
201401,08,4,8,Colorado,1173,1173,346236,13,26,3046,1,4,675,12,336,46660,1098,1098,326396,13,26,3046,1,4,675,10,326,45213
201401,09,1,1,Connecticut,194,194,50399,3,6,589,0,0,0,5,333,21198,167,167,46142,2,4,437,0,0,0,3,319,20603
201401,10,3,5,Delaware,296,296,43317,3,6,259,0,0,0,1,7,112,291,291,42969,3,6,259,0,0,0,0,0,0
201401,11,3,5,District of Columbia,9,9,1847,3,6,526,2,8,714,2,277,21269,9,9,1847,3,6,526,2,8,714,2,277,21269
201401,12,3,5,Florida,4253,4253,1159853,25,50,6904,35,122,18283,127,3160,335592,4008,4008,1077500,25,50,6904,24,89,15652,105,2947,307688
201401,13,3,5,Georgia,1657,1657,324535,2,4,494,3,10,844,4,52,5400,1299,1299,264445,1,2,344,2,7,708,1,5,758
201401,15,4,9,Hawaii,140,140,42609,0,0,0,0,0,0,0,0,0,131,131,38105,0,0,0,0,0,0,0,0,0
201401,16,4,8,Idaho,402,402,89624,2,4,192,0,0,0,3,40,2821,353,353,77380,2,4,192,0,0,0,3,40,2821
201401,17,2,3,Illinois,339,339,91385,13,26,3500,5,15,2782,13,280,40265,242,242,70069,2,4,700,5,15,2782,7,239,36562
201401,18,2,3,Indiana,553,553,123721,5,10,1116,4,15,1541,15,382,24502,519,519,117102,5,10,1116,3,12,1541,14,375,23890
201401,19,2,4,Iowa,239,239,65051,2,4,488,0,0,0,4,66,7311,185,185,55314,1,2,200,0,0,0,3,61,6743
201401,20,2,4,Kansas,258,258,56215,9,18,2071,1,3,488,42,422,59791,191,191,41469,5,10,1240,0,0,0,40,402,58285
201401,21,3,6,Kentucky,329,329,56807,16,32,2080,3,10,883,34,568,36820,216,216,39246,4,8,878,2,7,500,28,454,28120
201401,22,3,7,Louisiana,862,862,167723,8,16,948,16,63,6093,6,62,4099,536,536,110958,7,14,790,15,60,5625,0,0,0
201401,23,1,1,Maine,164,164,28101,0,0,0,1,3,260,2,11,647,79,79,16292,0,0,0,1,3,260,0,0,0
201401,24,3,5,Maryland,792,792,160354,0,0,0,0,0,0,20,441,44403,648,648,132288,0,0,0,0,0,0,15,238,25606
201401,25,1,1,Massachusetts,433,433,125959,9,18,2759,7,24,2437,23,601,99451,329,329,97711,6,12,2222,5,17,2000,13,525,92245
201401,26,2,3,Michigan,542,542,122350,1,2,226,0,0,0,21,325,17276,429,429,99693,1,2,226,0,0,0,20,320,16873
201401,27,2,4,Minnesota,368,368,109790,0,0,0,5,20,4217,7,250,30357,311,311,96983,0,0,0,5,20,4217,4,221,28284
