Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201302,01,3,6,Alabama,616,616,118651,4,8,1096,0,0,0,7,90,6514,524,524,102670,2,4,564,0,0,0,2,24,1906
201302,02,4,9,Alaska,54,54,14231,1,2,396,0,0,0,0,0,0,39,39,10997,1,2,396,0,0,0,0,0,0
201302,04,4,8,Arizona,1260,1260,300826,5,10,912,2,6,741,18,359,44679,1108,1108,266291,4,8,823,1,3,442,12,238,30467
201302,05,3,7,Arkansas,377,377,73196,21,42,4021,0,0,0,0,0,0,364,364,72214,21,42,4021,0,0,0,0,0,0
201302,06,4,9,California,2513,2513,712681,36,72,13850,23,76,14620,166,3855,528081,2135,2135,600310,32,64,12169,17,57,11588,127,3499,487266
201302,08,4,8,Colorado,1191,1191,363750,16,32,6867,1,3,654,28,589,60611,1076,1076,335475,16,32,6867,0,0,0,23,558,57018
201302,09,1,1,Connecticut,128,128,42306,3,6,420,0,0,0,6,119,8278,106,106,32102,3,6,420,0,0,0,3,101,7341
201302,10,3,5,Delaware,256,256,32540,3,6,457,0,0,0,7,80,8192,203,203,25621,2,4,290,0,0,0,5,70,7956
201302,11,3,5,District of Columbia,13,13,1683,0,0,0,0,0,0,1,223,46000,13,13,1683,0,0,0,0,0,0,1,223,46000
201302,12,3,5,Florida,4105,4105,1106671,40,80,7657,23,83,14113,109,2619,205921,3711,3711,987177,24,48,5357,20,74,13066,87,2355,182597
201302,13,3,5,Georgia,1817,1817,339522,4,8,846,2,8,746,32,1623,132934,1489,1489,288864,2,4,560,1,4,564,23,1498,125265
201302,15,4,9,Hawaii,187,187,51121,0,0,0,0,0,0,1,13,4289,147,147,39485,0,0,0,0,0,0,0,0,0
201302,16,4,8,Idaho,443,443,89528,3,6,791,3,12,760,5,97,6556,409,409,81871,2,4,593,3,12,760,3,72,4115
201302,17,2,3,Illinois,469,469,113503,30,60,7569,6,21,3636,14,155,36404,333,333,85336,28,56,6998,6,21,3636,8,120,33913
201302,18,2,3,Indiana,780,780,164336,6,12,1458,3,11,1297,11,468,19698,703,703,150819,3,6,841,2,8,997,8,426,16803
201302,19,2,4,Iowa,320,320,64261,4,8,1000,1,3,375,4,106,10952,215,215,47830,3,6,856,1,3,375,2,96,10237
201302,20,2,4,Kansas,251,251,58374,16,32,3066,1,3,279,9,121,15918,153,153,37792,13,26,2380,0,0,0,7,94,13686
201302,21,3,6,Kentucky,395,395,72108,4,8,671,10,40,1500,12,151,7202,283,283,56275,0,0,0,10,40,1500,7,84,4216
201302,22,3,7,Louisiana,1054,1054,184633,46,92,8759,2,7,828,8,86,6258,568,568,107358,10,20,2394,0,0,0,0,0,0
201302,23,1,1,Maine,129,129,23347,0,0,0,0,0,0,1,5,219,60,60,12215,0,0,0,0,0,0,0,0,0
201302,24,3,5,Maryland,874,874,173421,1,2,800,1,3,300,2,141,12061,726,726,140349,1,2,800,0,0,0,0,0,0
201302,25,1,1,Massachusetts,368,368,94005,11,22,3643,4,14,2159,14,290,32887,264,264,70270,10,20,3460,3,11,1864,7,255,30117
201302,26,2,3,Michigan,618,618,133961,4,8,1353,1,4,400,6,51,3780,412,412,99777,3,6,864,0,0,0,0,0,0
201302,27,2,4,Minnesota,460,460,137124,0,0,0,0,0,0,8,136,18984,414,414,127767,0,0,0,0,0,0,5,118,17400
