Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200905,01,3,6,Alabama,713,713,111528,0,0,0,0,0,0,11,138,12166,608,608,94495,0,0,0,0,0,0,10,127,11348
200905,02,4,9,Alaska,71,71,17201,1,2,398,0,0,0,3,138,12079,63,63,15775,1,2,398,0,0,0,3,138,12079
200905,04,4,8,Arizona,1170,1170,223842,1,2,210,2,6,611,0,0,0,1062,1062,202921,0,0,0,2,6,611,0,0,0
200905,05,3,7,Arkansas,328,328,47119,20,40,3172,10,37,1601,42,479,27036,236,236,36237,19,38,3075,10,37,1601,42,479,27036
200905,06,4,9,California,2329,2329,572068,31,62,8932,21,72,12855,34,355,56298,2075,2075,505212,24,48,6668,17,59,11417,26,315,50968
200905,08,4,8,Colorado,686,686,191680,3,6,1076,1,3,180,11,91,7625,575,575,148241,3,6,1076,0,0,0,9,81,6451
200905,09,1,1,Connecticut,209,209,45395,5,10,907,2,8,806,2,10,657,171,171,32154,2,4,318,2,8,806,0,0,0
200905,10,3,5,Delaware,254,254,27435,2,4,551,1,4,418,6,72,4616,230,230,25254,2,4,551,1,4,418,4,60,3993
200905,11,3,5,District of Columbia,3,3,1443,1,2,184,0,0,0,0,0,0,3,3,1443,1,2,184,0,0,0,0,0,0
200905,12,3,5,Florida,2202,2202,471149,7,14,2286,11,42,8198,17,147,10587,1928,1928,419662,5,10,1889,10,39,7664,6,74,3968
200905,13,3,5,Georgia,1129,1129,192555,3,6,462,1,3,215,15,424,53915,936,936,160486,2,4,312,1,3,215,14,414,53155
200905,15,4,9,Hawaii,122,122,36771,1,2,1018,0,0,0,1,13,1619,67,67,17171,1,2,1018,0,0,0,0,0,0
200905,16,4,8,Idaho,397,397,74094,1,2,104,1,3,175,0,0,0,348,348,66505,0,0,0,0,0,0,0,0,0
200905,17,2,3,Illinois,779,779,166745,14,28,2727,5,19,1747,6,47,4586,576,576,123959,14,28,2727,5,19,1747,3,32,3016
200905,18,2,3,Indiana,910,910,171134,3,6,601,2,7,1556,3,18,864,788,788,151161,2,4,570,1,4,1500,1,8,400
200905,19,2,4,Iowa,560,560,99191,7,14,1390,5,19,1333,3,24,2037,512,512,89974,7,14,1390,5,19,1333,3,24,2037
200905,20,2,4,Kansas,362,362,61623,8,16,1444,0,0,0,3,21,1918,232,232,45109,6,12,1180,0,0,0,0,0,0
200905,21,3,6,Kentucky,462,462,69740,5,10,1155,3,10,471,3,21,726,408,408,60510,4,8,865,2,7,375,2,16,600
200905,22,3,7,Louisiana,974,974,146417,8,16,1276,1,4,240,14,234,14492,777,777,116757,7,14,948,0,0,0,12,218,13369
200905,23,1,1,Maine,285,285,48829,1,2,185,0,0,0,1,5,219,189,189,35247,1,2,185,0,0,0,0,0,0
200905,24,3,5,Maryland,594,594,111958,0,0,0,0,0,0,6,101,11345,443,443,79203,0,0,0,0,0,0,1,10,750
200905,25,1,1,Massachusetts,360,360,86461,14,28,3915,4,13,2604,13,144,30170,233,233,58687,11,22,3313,3,10,2309,8,119,28517
200905,26,2,3,Michigan,644,644,120387,1,2,177,1,3,128,6,58,3998,367,367,81900,1,2,177,0,0,0,4,48,3129
200905,27,2,4,Minnesota,830,830,157159,1,2,846,1,4,566,5,82,6724,681,681,128524,1,2,846,1,4,566,5,82,6724
